#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.fractieyildirim;nl.p.gl;nl.p.lidverdonk;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2009-2010;13;2009-10-13;32123-I;18;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32123-I-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954.1.8.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954?view=html#nl.proc.ob.d.h-tk-20092010-952-954.1.8.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-952-954.html;no;no;aye;;aye;aye;;aye;aye;aye;no;aye;no;Timmer;nl.m.02462;;;motie-Timmer (32123-I, nr. 18)
commons;2009-2010;13;2009-10-13;32123-I;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32123-I-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954.1.8.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954?view=html#nl.proc.ob.d.h-tk-20092010-952-954.1.8.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-952-954.html;no;no;aye;;aye;aye;;no;aye;aye;no;aye;no;Brinkman;nl.m.03099;Wilders;nl.m.02258;motie-Brinkman/Wilders (32123-I, nr. 11)
commons;2009-2010;13;2009-10-13;32123-I;17;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32123-I-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954.1.8.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954?view=html#nl.proc.ob.d.h-tk-20092010-952-954.1.8.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-952-954.html;no;no;no;;no;aye;;no;no;aye;no;no;no;Brinkman;nl.m.03099;Wilders;nl.m.02258;motie-Brinkman/Wilders (32123-I, nr. 17)
commons;2009-2010;13;2009-10-13;32123-I;13;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32123-I-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954.1.8.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954?view=html#nl.proc.ob.d.h-tk-20092010-952-954.1.8.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-952-954.html;no;no;aye;;aye;aye;;no;aye;aye;no;aye;no;Brinkman;nl.m.03099;;;motie-Brinkman (32123-I, nr. 13)
commons;2009-2010;13;2009-10-13;32123-I;14;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32123-I-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954.1.8.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954?view=html#nl.proc.ob.d.h-tk-20092010-952-954.1.8.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-952-954.html;no;no;aye;;aye;aye;;no;aye;aye;no;no;no;Brinkman;nl.m.03099;;;motie-Brinkman (32123-I, nr. 14)
commons;2009-2010;13;2009-10-13;32123-III;6;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32123-III-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954.1.8.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954?view=html#nl.proc.ob.d.h-tk-20092010-952-954.1.8.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-952-954.html;aye;aye;aye;;aye;no;;aye;aye;no;aye;aye;aye;Anker;nl.m.03114;;;motie-Anker (32123-III, nr. 6)
commons;2009-2010;13;2009-10-13;31822;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/31822;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-950-3.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-950-3?view=html#nl.proc.ob.d.h-tk-20092010-950-950-3.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-950-950-3.html;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de Wet rechtspositie rechterlijke ambtenaren, de Wet op de rechterlijke organisatie en enige andere wetten in verband met de herziening van de functie- en bezoldigingstructuur voor rechterlijke ambtenaren ( 31822)
commons;2009-2010;13;2009-10-13;31822;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31822-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-950-3.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-950-3?view=html#nl.proc.ob.d.h-tk-20092010-950-950-3.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-950-950-3.html;no;no;no;;no;aye;;no;no;aye;no;aye;aye;Teeven;nl.m.02336;De Roon;nl.m.03126;de motie-Teeven/De Roon over een jaarlijkse beoordeling van het functioneren van rechterlijke ambtenaren ( 31822, nr. 8)
commons;2009-2010;13;2009-10-13;28684;249;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28684-249.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-952.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-952?view=html#nl.proc.ob.d.h-tk-20092010-951-952.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-951-952.html;aye;no;no;;no;aye;;no;no;aye;aye;no;aye;Çörüz;nl.m.02294;;;motie-Çörüz (28684, nr. 249)
commons;2009-2010;13;2009-10-13;28684;245;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28684-245.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-952.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-952?view=html#nl.proc.ob.d.h-tk-20092010-951-952.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-951-952.html;no;no;no;;aye;no;;no;no;no;no;aye;no;Dibi;nl.m.03092;Langkamp;nl.m.03124;de motie-Dibi/Langkamp over kinderbijslag altijd ten goede laten komen aan het kind ( 28684, nr. 245)
commons;2009-2010;13;2009-10-13;28684;244;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28684-244.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-952.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-952?view=html#nl.proc.ob.d.h-tk-20092010-951-952.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-951-952.html;no;no;no;;no;aye;;no;no;aye;no;no;aye;De Roon;nl.m.03126;;;de motie-De Roon over een financiële vergoeding voor de politie voor het thuisbrengen van kinderen die laat over straat zwerven ( 28684, nr. 244)
commons;2009-2010;13;2009-10-13;28684;243;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28684-243.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-952.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-952?view=html#nl.proc.ob.d.h-tk-20092010-951-952.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-951-952.html;no;no;no;;no;aye;;no;no;aye;aye;aye;aye;De Roon;nl.m.03126;;;de motie-De Roon over het betrekken van minderjarigen bij een misdrijf aanmerken als strafverzwarende omstandigheid ( 28684, nr. 243)
commons;2009-2010;13;2009-10-13;28684;242;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28684-242.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-952.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-952?view=html#nl.proc.ob.d.h-tk-20092010-951-952.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-951-952.html;no;no;aye;;aye;aye;;no;aye;aye;aye;aye;no;Langkamp;nl.m.03124;;;de motie-Langkamp over verlagen van de werkdruk van kinderrechters ( 28684, nr. 242)
commons;2009-2010;13;2009-10-13;24515;166;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24515-166.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-951.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-951?view=html#nl.proc.ob.d.h-tk-20092010-951-951.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-951-951.html;aye;aye;aye;;aye;no;;aye;aye;no;aye;no;no;Ortega-Martijn;nl.m.03071;;;motie-Ortega-Martijn c.s. (24515, nr. 166)
commons;2009-2010;13;2009-10-13;24515;164;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24515-164.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-951.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-951?view=html#nl.proc.ob.d.h-tk-20092010-951-951.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-951-951.html;no;no;aye;;aye;no;;no;aye;no;no;aye;no;Karabulut;nl.m.03102;;;de motie-Karabulut over opnemen van minimale kwaliteitseisen in het wettelijk kader minnelijke schuldhulpverlening ( 24515, nr. 164)
commons;2009-2010;13;2009-10-13;24515;163;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24515-163.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-951.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-951?view=html#nl.proc.ob.d.h-tk-20092010-951-951.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-951-951.html;no;no;aye;;aye;no;;no;aye;no;no;aye;no;Karabulut;nl.m.03102;;;de motie-Karabulut over inzichtelijk maken van de wachtlijsten voor schuldhulpverlening bij gemeenten ( 24515, nr. 163)
commons;2009-2010;13;2009-10-13;24515;162;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24515-162.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-951.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-951-951?view=html#nl.proc.ob.d.h-tk-20092010-951-951.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-951-951.html;no;no;no;;aye;no;;no;aye;no;no;aye;no;Karabulut;nl.m.03102;;;de motie-Karabulut over opnemen van een breed moratorium in het wettelijk kader minnelijke schuldhulpverlening ( 24515, nr. 162)
commons;2009-2010;13;2009-10-13;32146;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32146-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-951.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-951?view=html#nl.proc.ob.d.h-tk-20092010-950-951.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-950-951.html;aye;aye;aye;;aye;aye;;aye;aye;no;aye;aye;no;Dijsselbloem;nl.m.02200;Biskop;nl.m.03045;de motie-Dijsselbloem/Biskop over voorstellen voor flankerend beleid voor de kwaliteit van educatie ( 32146, nr. 9)
commons;2009-2010;13;2009-10-13;32146;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32146-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-951.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-951?view=html#nl.proc.ob.d.h-tk-20092010-950-951.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-950-951.html;no;no;no;;aye;no;;no;aye;no;no;aye;no;Jasper van Dijk;nl.m.03104;;;de motie-Jasper van Dijk over afzien van de geplande structurele bezuiniging op de educatie ( 32146, nr. 8)
commons;2009-2010;13;2009-10-13;32123-I;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32123-I-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954.1.8.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954?view=html#nl.proc.ob.d.h-tk-20092010-952-954.1.8.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-952-954.html;no;no;aye;;aye;aye;;no;aye;aye;no;aye;no;Van Raak;nl.m.03035;;;motie-Van Raak (32123-I, nr. 7)
commons;2009-2010;13;2009-10-13;32146;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/32146;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-951.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-951?view=html#nl.proc.ob.d.h-tk-20092010-950-951.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-950-951.html;aye;aye;aye;;aye;aye;;aye;aye;no;aye;aye;no;;;;;Wijziging van de Wet participatiebudget en de Wet educatie en beroepsonderwijs in verband met een tijdelijke verlenging van de oormerking educatie en de bestedingsverplichting bij roc's ( 32146)
commons;2009-2010;13;2009-10-13;26834;27;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26834-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-950.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-950?view=html#nl.proc.ob.d.h-tk-20092010-950-950.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-950-950.html;no;no;aye;;aye;no;;no;aye;aye;no;aye;no;Bashir;nl.m.03149;;;de motie-Bashir over een afbouwregeling compensatie voor de groep dubbel gepensioneerden ( 26834, nr. 27)
commons;2009-2010;13;2009-10-13;26834;26;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26834-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-950.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-950-950?view=html#nl.proc.ob.d.h-tk-20092010-950-950.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-950-950.html;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;aye;aye;Weekers;nl.m.02247;;;de motie-Weekers over bestuurlijk overleg over de grensarbeidersproblematiek ( 26834, nr. 26)
commons;2009-2010;13;2009-10-13;32123-III;7;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32123-III-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954.1.8.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954?view=html#nl.proc.ob.d.h-tk-20092010-952-954.1.8.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-952-954.html;no;no;aye;;aye;no;;aye;aye;aye;no;aye;no;Van Gent;nl.m.02218;;;motie-Van Gent (32123-III, nr. 7)
commons;2009-2010;13;2009-10-13;32123-III;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32123-III-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954.1.8.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954?view=html#nl.proc.ob.d.h-tk-20092010-952-954.1.8.36.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-952-954.html;aye;aye;aye;;aye;no;;aye;aye;no;aye;aye;no;Van Gent;nl.m.02218;;;motie-Van Gent (32123-III, nr. 8)
commons;2009-2010;13;2009-10-13;32123-I;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32123-I-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-952-954?view=html#nl.proc.ob.d.h-tk-20092010-952-954.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-952-954.html;no;no;aye;;aye;aye;;no;aye;aye;no;aye;no;Van Raak;nl.m.03035;;;motie-Van Raak (32123-I, nr. 6)
commons;2009-2010;15;2009-10-15;31793;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31793-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-1126-1127.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-1126-1127?view=html#nl.proc.ob.d.h-tk-20092010-1126-1127.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-1126-1127.html;no;no;aye;;aye;no;;no;aye;no;no;aye;no;Vendrik;nl.m.02245;;;de motie-Vendrik over garant staan door de Annex 1-landen voor 80% van de klimaatsteun ( 31793, nr. 10)
commons;2009-2010;15;2009-10-15;30520;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30520-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-1123-1123-1.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-1123-1123-1?view=html#nl.proc.ob.d.h-tk-20092010-1123-1123-1.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-1123-1123-1.html;aye;aye;aye;;aye;aye;;aye;aye;no;aye;aye;aye;Van der Ham;nl.m.02317;Vos;nl.m.03087;de motie-Van der Ham/Vos over de effecten voor tijdschriften en dagbladen ( 30520, nr. 15)
commons;2009-2010;15;2009-10-15;31528;16;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31528-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-31528-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-1123-1123-2.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-1123-1123-2?view=html#nl.proc.ob.d.h-tk-20092010-1123-1123-2.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-1123-1123-2.html;no;no;no;;aye;no;;no;aye;aye;no;aye;no;Van Gent;nl.m.02218;;;amendement-Van Gent (stuk nr. 16)
commons;2009-2010;15;2009-10-15;31528;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/31528;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-1123-1123-2.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-1123-1123-2?view=html#nl.proc.ob.d.h-tk-20092010-1123-1123-2.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-1123-1123-2.html;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;aye;no;;;;;Wijziging van het Burgerlijk Wetboek (opneming verhuiskostenvergoeding bij renovatie) ( 31528)
commons;2009-2010;15;2009-10-15;32024;5;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32024-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-1123-1123.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-1123-1123?view=html#nl.proc.ob.d.h-tk-20092010-1123-1123.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-1123-1123.html;no;no;no;;no;aye;;no;aye;no;aye;aye;aye;Meeuwis;nl.m.03110;;;de motie-Meeuwis over een nieuwe richtlijn van de Europese Commissie inzake ouderschapsverlof die niet verenigbaar is met de eisen van subsidiariteit ( 32024, nr. 5)
commons;2009-2010;15;2009-10-15;32024;;motie;not-available;transformer-problem;https://zoek.officielebekendmakingen.nl/dossier/32024;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-1123-1123.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20092010-1123-1123?view=html#nl.proc.ob.d.h-tk-20092010-1123-1123.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20092010-1123-1123.html;;;;;;;;;;;;;;Meeuwis;nl.m.03110;;;de motie-Meeuwis over een nieuwe richtlijn van de Europese Commissie inzake ouderschapsverlof die niet verenigbaar is met de eisen van subsidiariteit ( 32024, nr. 5)
