#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groeplazrak;nl.p.groepnawijn;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2004-2005;7;2004-10-05;28167;15;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28167-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28167-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287?view=html#nl.proc.ob.d.h-tk-20042005-287-287.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-287-287.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Stuurman;nl.m.02465;Van Gent;nl.m.02218;amendement-Stuurman/Van Gent (stuk nr. 15)
commons;2004-2005;7;2004-10-05;28167;16;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28167-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28167-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287?view=html#nl.proc.ob.d.h-tk-20042005-287-287.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-287-287.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Stuurman;nl.m.02465;Van Gent;nl.m.02218;amendement-Stuurman/Van Gent (stuk nr. 16)
commons;2004-2005;7;2004-10-05;28167;14;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28167-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28167-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287?view=html#nl.proc.ob.d.h-tk-20042005-287-287.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-287-287.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Stuurman;nl.m.02465;Van Gent;nl.m.02218;amendement-Stuurman/Van Gent (stuk nr. 14)
commons;2004-2005;7;2004-10-05;29608;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29608;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-286-286.1.7.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-286-286?view=html#nl.proc.ob.d.h-tk-20042005-286-286.1.7.5.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-286-286.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Voorstel van wet van de leden Karimi, Dubbelboer en Van der Ham tot wijziging van het voorstel van wet van de leden Karimi, Dubbelboer en Van der Ham betreffende het houden van een raadplegend referendum over het grondwettelijk verdrag voor de Europese Unie (Wet raadplegend referendum Europese Grondwet) in verband met het tijdstip van het referendum ( 29608)
commons;2004-2005;7;2004-10-05;29608;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29608-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29608-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-286-286.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-286-286?view=html#nl.proc.ob.d.h-tk-20042005-286-286.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-286-286.html;aye;aye;aye;no;no;;aye;no;;no;aye;no;aye;Spies;nl.m.02371;;;amendement-Spies c.s. (stuk nr. 10)
commons;2004-2005;7;2004-10-05;29507;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29507;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286.1.53.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286?view=html#nl.proc.ob.d.h-tk-20042005-285-286.1.53.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-285-286.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Regels voor de financiële dienstverlening (Wet financiële dienstverlening) ( 29507)
commons;2004-2005;7;2004-10-05;29507;24;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29507-24.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29507-24?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286.1.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286?view=html#nl.proc.ob.d.h-tk-20042005-285-286.1.48.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-285-286.html;no;no;no;aye;no;;no;no;;no;no;aye;no;Kant;nl.m.02226;Vendrik;nl.m.02245;amendement-Kant/Vendrik (stuk nr. 24, I)
commons;2004-2005;7;2004-10-05;29507;27;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29507-27.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29507-27?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286.1.41.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286?view=html#nl.proc.ob.d.h-tk-20042005-285-286.1.41.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-285-286.html;aye;aye;aye;no;aye;;aye;no;;aye;aye;no;aye;Blok;nl.m.02205;;;amendement-Blok (stuk nr. 27)
commons;2004-2005;7;2004-10-05;28167;26;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28167-26.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28167-26?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287?view=html#nl.proc.ob.d.h-tk-20042005-287-287.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-287-287.html;aye;aye;aye;no;no;;aye;aye;;no;aye;no;aye;Weekers;nl.m.02247;Jan de Vries;nl.m.02373;amendement-Weekers/Jan de Vries (stuk nr. 26)
commons;2004-2005;7;2004-10-05;28167;17;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28167-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28167-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287?view=html#nl.proc.ob.d.h-tk-20042005-287-287.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-287-287.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Stuurman;nl.m.02465;Van Gent;nl.m.02218;amendement-Stuurman/Van Gent (stuk nr. 17)
commons;2004-2005;7;2004-10-05;28167;19;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28167-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28167-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287.1.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287?view=html#nl.proc.ob.d.h-tk-20042005-287-287.1.31.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-287-287.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Stuurman;nl.m.02465;Van Gent;nl.m.02218;amendement-Stuurman/Van Gent (stuk nr. 19)
commons;2004-2005;7;2004-10-05;28167;24;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28167-24.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28167-24?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287?view=html#nl.proc.ob.d.h-tk-20042005-287-287.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-287-287.html;aye;aye;aye;no;no;;aye;aye;;no;no;no;aye;Jan de Vries;nl.m.02373;Weekers;nl.m.02247;amendement-Jan de Vries/Weekers (stuk nr. 24)
commons;2004-2005;7;2004-10-05;28167;20;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28167-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28167-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287.1.43.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287?view=html#nl.proc.ob.d.h-tk-20042005-287-287.1.43.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-287-287.html;aye;aye;no;no;no;;aye;aye;;no;no;no;aye;Jan de Vries;nl.m.02373;Weekers;nl.m.02247;amendement-Jan de Vries/Weekers (stuk nr. 20)
commons;2004-2005;7;2004-10-05;28167;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28167;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287.1.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-287?view=html#nl.proc.ob.d.h-tk-20042005-287-287.1.48.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-287-287.html;aye;aye;aye;no;no;;aye;aye;;no;aye;no;aye;;;;;Wijziging van artikel 7.10 (arbeidsovereenkomst) van het Burgerlijk Wetboek met betrekking tot het concurrentiebeding ( 28167)
commons;2004-2005;7;2004-10-05;29364;6;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29364-6.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29364-6?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-288.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-288?view=html#nl.proc.ob.d.h-tk-20042005-287-288.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-287-288.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Stuurman;nl.m.02465;;;amendement-Stuurman (stuk nr. 6, II)
commons;2004-2005;7;2004-10-05;29364;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29364;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-288.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-287-288?view=html#nl.proc.ob.d.h-tk-20042005-287-288.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-287-288.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Wijziging van de Wet op de ondernemingsraden ter uitvoering van richtlijn nr. 2002/14/EG) ( 29364)
commons;2004-2005;7;2004-10-05;29657;3;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29657-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-288-288-2.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-288-288-2?view=html#nl.proc.ob.d.h-tk-20042005-288-288-2.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-288-288-2.html;no;no;no;aye;no;;aye;aye;;no;no;no;aye;Örgü;nl.m.02234;;;de motie-Örgü c.s. over ten hoogste een adviesrecht voor het college van voorzitters ( 29657, nr. 3)
commons;2004-2005;7;2004-10-05;29657;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29657-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-288-288-2.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-288-288-2?view=html#nl.proc.ob.d.h-tk-20042005-288-288-2.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-288-288-2.html;no;no;no;aye;no;;aye;aye;;no;no;no;aye;Kraneveldt;nl.m.02455;;;de motie-Kraneveldt over een nieuw publiek omroepbestel ( 29657, nr. 4)
commons;2004-2005;7;2004-10-05;29251;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29251;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-288-288.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-288-288?view=html#nl.proc.ob.d.h-tk-20042005-288-288.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-288-288.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Wijziging van de Wet op de rechterlijke organisatie, de Algemene wet inzake rijksbelastingen en enige andere wetten in verband met de invoering van beroep bij de rechtbank, alsmede van hoger beroep bij het gerechtshof, in belastingzaken (Wet belastingrechtspraak in twee feitelijke instanties) ( 29251)
commons;2004-2005;7;2004-10-05;29507;18;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29507-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29507-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286?view=html#nl.proc.ob.d.h-tk-20042005-285-286.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-285-286.html;aye;aye;aye;no;no;;aye;no;;no;aye;aye;aye;Koomen;nl.m.02398;;;amendement-Koomen (stuk nr. 18, I)
commons;2004-2005;7;2004-10-05;29507;23;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29507-23.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29507-23?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286.1.29.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286?view=html#nl.proc.ob.d.h-tk-20042005-285-286.1.29.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-285-286.html;no;no;no;aye;no;;no;no;;no;no;aye;no;Kant;nl.m.02226;Vendrik;nl.m.02245;amendement-Kant/Vendrik (stuk nr. 23, I)
commons;2004-2005;7;2004-10-05;28017;7;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28017-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28017-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-282-282-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-282-282-1?view=html#nl.proc.ob.d.h-tk-20042005-282-282-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-282-282-1.html;aye;no;aye;aye;aye;;no;aye;;aye;no;no;no;Wolfsen;nl.m.02349;Van Haersma Buma;nl.m.02316;amendement-Wolfsen/Van Haersma Buma (stuk nr. 7, II)
commons;2004-2005;7;2004-10-05;28017;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28017;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-282-282-1.1.12.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-282-282-1?view=html#nl.proc.ob.d.h-tk-20042005-282-282-1.1.12.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-282-282-1.html;aye;no;aye;no;no;;aye;aye;;no;aye;aye;aye;;;;;Wijziging van het Wetboek van Strafrecht in verband met het niet afleggen van een getuigenverklaring na een daartoe strekkende toezegging ( 28017)
commons;2004-2005;7;2004-10-05;28998;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28998-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28998-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-282-282.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-282-282?view=html#nl.proc.ob.d.h-tk-20042005-282-282.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-282-282.html;aye;no;aye;aye;aye;;aye;aye;;aye;no;aye;aye;Heemskerk;nl.m.02461;;;amendement-Heemskerk (stuk nr. 9, I)
commons;2004-2005;7;2004-10-05;28998;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28998;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-282-282.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-282-282?view=html#nl.proc.ob.d.h-tk-20042005-282-282.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-282-282.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;het wetsvoorstel Wijziging van de Wet toezicht beleggingsinstellingen met het oog op de modernisering van de wet en implementatie van richtlijn nr. 2001/107/EG en richtlijn nr. 2001/108/EG van 21 januari 2002 ( 28998)
commons;2004-2005;7;2004-10-05;29200-XVI;282;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-282.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-282-283.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-282-283?view=html#nl.proc.ob.d.h-tk-20042005-282-283.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-282-283.html;no;aye;no;aye;aye;;no;no;;aye;aye;aye;no;Kant;nl.m.02226;Arib;nl.m.02203;motie-Kant/Arib (29200-XVI, nr. 282)
commons;2004-2005;7;2004-10-05;29200-XVI;283;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-XVI-283.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-282-283.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-282-283?view=html#nl.proc.ob.d.h-tk-20042005-282-283.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-282-283.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Kant;nl.m.02226;Arib;nl.m.02203;motie-Kant/Arib (29200-XVI, nr. 283)
commons;2004-2005;7;2004-10-05;29309;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29309-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29309-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-283-283.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-283-283?view=html#nl.proc.ob.d.h-tk-20042005-283-283.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-283-283.html;aye;aye;aye;no;no;;aye;aye;;no;aye;no;aye;Jan de Vries;nl.m.02373;Eski;nl.m.02386;amendement-Jan de Vries/Eski (stuk nr. 12, I)
commons;2004-2005;7;2004-10-05;29309;10;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29309-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29309-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-283-283.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-283-283?view=html#nl.proc.ob.d.h-tk-20042005-283-283.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-283-283.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Douma;nl.m.02460;;;amendement-Douma (stuk nr. 10)
commons;2004-2005;7;2004-10-05;29309;14;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29309-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29309-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-283-283.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-283-283?view=html#nl.proc.ob.d.h-tk-20042005-283-283.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-283-283.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Douma;nl.m.02460;;;amendement-Douma (stuk nr. 14)
commons;2004-2005;7;2004-10-05;29309;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29309-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29309-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-283-283.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-283-283?view=html#nl.proc.ob.d.h-tk-20042005-283-283.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-283-283.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Douma;nl.m.02460;;;amendement-Douma (stuk nr. 11)
commons;2004-2005;7;2004-10-05;29309;13;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29309-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29309-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-283-283.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-283-283?view=html#nl.proc.ob.d.h-tk-20042005-283-283.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-283-283.html;aye;aye;aye;no;no;;aye;aye;;no;aye;no;aye;Jan de Vries;nl.m.02373;Eski;nl.m.02386;amendement-Jan de Vries/Eski (stuk nr. 13)
commons;2004-2005;7;2004-10-05;29507;22;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29507-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29507-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286?view=html#nl.proc.ob.d.h-tk-20042005-285-286.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-285-286.html;no;no;no;aye;no;;no;no;;no;no;aye;no;Kant;nl.m.02226;Vendrik;nl.m.02245;amendement-Kant/Vendrik (stuk nr. 22, I)
commons;2004-2005;7;2004-10-05;29507;25;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29507-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29507-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286?view=html#nl.proc.ob.d.h-tk-20042005-285-286.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-285-286.html;no;no;no;aye;no;;no;no;;no;no;aye;no;Kant;nl.m.02226;Vendrik;nl.m.02245;amendement-Kant/Vendrik (stuk nr. 25, I)
commons;2004-2005;7;2004-10-05;29507;15;amendement;accepted;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-29507-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29507-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286?view=html#nl.proc.ob.d.h-tk-20042005-285-286.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-285-286.html;;;;;;;;;;;;;;Blok;nl.m.02205;;;amendement-Blok (stuk nr. 15)
commons;2004-2005;7;2004-10-05;29507;21;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29507-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29507-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-285-286?view=html#nl.proc.ob.d.h-tk-20042005-285-286.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-285-286.html;aye;aye;aye;aye;aye;;aye;no;;aye;aye;aye;aye;Heemskerk;nl.m.02461;;;amendement-Heemskerk (stuk nr. 21, I)
commons;2004-2005;7;2004-10-05;29298:,29309;15;motie;rejected;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-29298:,29309-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-284-284.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-284-284?view=html#nl.proc.ob.d.h-tk-20042005-284-284.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-284-284.html;;;;;;;;;;;;;;Douma;nl.m.02460;;;motie-Douma (29298, 29309, nr. 15)
commons;2004-2005;7;2004-10-05;29298;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29298;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-283-284.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-283-284?view=html#nl.proc.ob.d.h-tk-20042005-283-284.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-283-284.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Uitvoering van richtlijn nr. 2001/86/EG van de Raad van de Europese Unie van 8 oktober 2001 tot aanvulling van het statuut van de Europese vennootschap met betrekking tot de rol van de werknemers (Wet rol werknemers bij de Europese vennootschap) ( 29298)
