#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.aov;nl.p.cd;nl.p.cda;nl.p.d66;nl.p.fractiebierman;nl.p.fractiehendriks;nl.p.gl;nl.p.gpv;nl.p.groephendriks;nl.p.groepnijpels;nl.p.ou55plus;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1995-1996;3;1995-09-21;24400;3;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;aye;aye;aye;no;;;no;no;no;aye;aye;no;aye;aye;no;no;Heerma;nl.m.02819;;;motie-Heerma (24400, nr. 3)
commons;1995-1996;3;1995-09-21;24400;33;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-33.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.66.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.66.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;no;no;aye;no;;;aye;aye;no;no;aye;aye;aye;aye;aye;no;Heerma;nl.m.02819;;;motie-Heerma (24400, nr. 33)
commons;1995-1996;3;1995-09-21;24400;32;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-32.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.63.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.63.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;aye;no;no;no;;;no;no;no;no;no;no;no;no;no;no;Verkerk;nl.m.02546;;;motie-Verkerk (24400, nr. 32)
commons;1995-1996;3;1995-09-21;24400;31;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-31.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.60.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.60.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;aye;aye;no;no;;;aye;no;no;no;no;no;no;no;aye;no;Verkerk;nl.m.02546;;;motie-Verkerk (24400, nr. 31)
commons;1995-1996;3;1995-09-21;24400;30;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-30.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.57.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.57.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;aye;aye;no;no;;;no;no;no;no;no;no;no;no;no;no;Verkerk;nl.m.02546;;;motie-Verkerk (24400, nr. 30)
commons;1995-1996;3;1995-09-21;24400;25;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.54.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.54.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;no;no;no;no;;;aye;aye;no;no;no;no;aye;aye;aye;no;Van Dijke;nl.m.02509;;;motie-Van Dijke (24400, nr. 25)
commons;1995-1996;3;1995-09-21;24400;23;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.51.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;no;no;no;no;;;no;no;no;aye;aye;no;no;no;aye;no;Nijpels-Hezemans;nl.m.02530;;;motie-Nijpels-Hezemans (24400, nr. 23)
commons;1995-1996;3;1995-09-21;24400;22;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-22.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.48.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;no;no;no;no;;;aye;aye;no;aye;aye;aye;no;aye;no;no;Nijpels-Hezemans;nl.m.02530;;;motie-Nijpels-Hezemans (24400, nr. 22)
commons;1995-1996;3;1995-09-21;24400;21;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.45.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;no;no;no;no;;;no;no;no;aye;aye;no;no;no;no;no;Nijpels-Hezemans;nl.m.02530;;;motie-Nijpels-Hezemans (24400, nr. 21)
commons;1995-1996;3;1995-09-21;24400;16;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.42.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;no;no;no;no;;;aye;aye;no;aye;no;no;aye;aye;aye;no;Rosenmöller;nl.m.02970;;;motie-Rosenmöller (24400, nr. 16)
commons;1995-1996;3;1995-09-21;24400;15;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.39.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.39.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;aye;no;no;no;;;aye;no;no;aye;aye;no;aye;no;aye;no;Rosenmöller;nl.m.02970;;;motie-Rosenmöller (24400, nr. 15)
commons;1995-1996;3;1995-09-21;24400;14;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.36.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;no;no;aye;aye;;;aye;aye;no;aye;aye;aye;no;no;aye;aye;Wallage;nl.m.02686;;;motie-Wallage (24400, nr. 14)
commons;1995-1996;3;1995-09-21;24400;13;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.33.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;no;no;no;no;;;no;no;no;no;no;aye;aye;aye;no;no;Wallage;nl.m.02686;;;motie-Wallage (24400, nr. 13)
commons;1995-1996;3;1995-09-21;24400;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;aye;aye;aye;no;;;no;aye;no;aye;aye;no;aye;aye;no;no;Heerma;nl.m.02819;;;motie-Heerma (24400, nr. 4)
commons;1995-1996;3;1995-09-21;24400;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;aye;no;aye;no;;;no;aye;no;aye;no;no;aye;aye;aye;no;Heerma;nl.m.02819;;;motie-Heerma (24400, nr. 7)
commons;1995-1996;3;1995-09-21;24400;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;aye;no;aye;no;;;no;aye;no;aye;aye;no;aye;aye;aye;no;Heerma;nl.m.02819;;;motie-Heerma (24400, nr. 8)
commons;1995-1996;3;1995-09-21;24400;9;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;aye;aye;aye;no;;;no;aye;no;aye;aye;no;aye;aye;aye;no;Heerma;nl.m.02819;;;motie-Heerma (24400, nr. 9)
commons;1995-1996;3;1995-09-21;24400;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;aye;aye;aye;no;;;no;no;no;aye;aye;no;no;no;no;no;Heerma;nl.m.02819;;;motie-Heerma (24400, nr. 10)
commons;1995-1996;3;1995-09-21;24400;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;aye;no;aye;no;;;aye;aye;no;aye;aye;no;aye;aye;aye;no;Heerma;nl.m.02819;;;motie-Heerma (24400, nr. 11)
commons;1995-1996;3;1995-09-21;24400;17;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.24.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;no;no;no;no;;;aye;aye;no;no;no;no;aye;aye;aye;no;Rosenmöller;nl.m.02970;;;motie-Rosenmöller (24400, nr. 17)
commons;1995-1996;3;1995-09-21;24400;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.27.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;no;no;aye;no;;;aye;aye;no;no;no;no;aye;aye;aye;no;Heerma;nl.m.02819;;;motie-Heerma (24400, nr. 12)
commons;1995-1996;3;1995-09-21;24400;18;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24400-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-3-117-189?view=html#nl.proc.ob.d.h-tk-19951996-3-117-189.1.32.30.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-3-117-189.html;no;no;no;no;;;aye;aye;no;no;no;no;aye;aye;aye;no;Rosenmöller;nl.m.02970;;;motie-Rosenmöller c.s. (24400, nr. 18)
commons;1995-1996;4;1995-09-26;24172;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24172-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-4-202-202.1.10.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-4-202-202?view=html#nl.proc.ob.d.h-tk-19951996-4-202-202.1.10.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-4-202-202.html;aye;aye;aye;aye;;;no;aye;aye;aye;aye;no;aye;aye;no;aye;Van Rey;nl.m.02741;;;de motie-Van Rey c.s. over eventuele meeropbrengsten aan overdrachtsbelasting ( 24172, nr. 15)
commons;1995-1996;4;1995-09-26;24172;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/24172;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-4-202-202.1.9.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-4-202-202?view=html#nl.proc.ob.d.h-tk-19951996-4-202-202.1.9.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-4-202-202.html;aye;aye;no;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de Wet op de omzetbelasting 1968, de Wet op belastingen van rechtsverkeer en enkele andere belastingwetten in verband met de bestrijding van constructies met betrekking tot onroerende zaken ( 24172)
commons;1995-1996;4;1995-09-26;24172;19;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24172-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24172-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-4-202-202.1.8.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-4-202-202?view=html#nl.proc.ob.d.h-tk-19951996-4-202-202.1.8.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-4-202-202.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Van Rey;nl.m.02741;;;amendement-Van Rey c.s. (stuk nr. 19)
commons;1995-1996;4;1995-09-26;24172;14;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24172-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24172-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-4-202-202.1.8.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-4-202-202?view=html#nl.proc.ob.d.h-tk-19951996-4-202-202.1.8.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-4-202-202.html;aye;aye;aye;no;;;no;no;aye;aye;no;no;no;no;aye;no;Reitsma;nl.m.02824;;;amendement-Reitsma (stuk nr. 14)
commons;1995-1996;4;1995-09-26;24172;18;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24172-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-4-202-202.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-4-202-202?view=html#nl.proc.ob.d.h-tk-19951996-4-202-202.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-4-202-202.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Van Rey;nl.m.02741;;;amendement-Van Rey c.s. (stuk nr. 18, I)
commons;1995-1996;4;1995-09-26;24172;13;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24172-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24172-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-4-202-202.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-4-202-202?view=html#nl.proc.ob.d.h-tk-19951996-4-202-202.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-4-202-202.html;no;aye;aye;no;;;no;no;aye;no;aye;no;no;no;aye;no;Reitsma;nl.m.02824;;;amendement-Reitsma (stuk nr. 13)
commons;1995-1996;7;1995-10-03;24076;7;motie;not-available;van agenda afgevoerd;https://zoek.officielebekendmakingen.nl/kst-24076-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-344-344.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-344-344?view=html#nl.proc.ob.d.h-tk-19951996-7-344-344.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-7-344-344.html;;;;;;;;;;;;;;;;;Van Otterloo;;De Kok, 22815, nr. 33;;de motie-Van Otterloo/De Kok, 22815, nr. 33 ( 24076, nr. 7)
commons;1995-1996;7;1995-10-03;24076;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/24076;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-344-344.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-344-344?view=html#nl.proc.ob.d.h-tk-19951996-7-344-344.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-7-344-344.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de Huurprijzenwet woonruimte in verband met dure woonvoorzieningen voor gehandicapten ( 24076)
commons;1995-1996;7;1995-10-03;23900;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/23900;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-343-343-3.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-343-343-3?view=html#nl.proc.ob.d.h-tk-19951996-7-343-343-3.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-7-343-343-3.html;aye;aye;aye;aye;;;aye;aye;aye;no;aye;aye;aye;aye;no;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Fonds economische structuurversterking voor het jaar 1995 ( 23900-E)
commons;1995-1996;7;1995-10-03;24146;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/24146;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-343-343-2.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-343-343-2?view=html#nl.proc.ob.d.h-tk-19951996-7-343-343-2.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-7-343-343-2.html;aye;no;no;aye;;;aye;aye;aye;no;aye;aye;aye;aye;no;aye;;;;;Wijziging van de Wet Fonds economische structuurversterking ( 24146)
commons;1995-1996;7;1995-10-03;24146;6;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24146-6.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24146-6?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-343-343-2.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-343-343-2?view=html#nl.proc.ob.d.h-tk-19951996-7-343-343-2.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-7-343-343-2.html;aye;aye;aye;no;;;aye;aye;aye;no;aye;no;no;no;no;no;Reitsma;nl.m.02824;;;amendement-Reitsma (stuk nr. 6)
commons;1995-1996;7;1995-10-03;23429;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/23429;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-343-343-1.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-343-343-1?view=html#nl.proc.ob.d.h-tk-19951996-7-343-343-1.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-7-343-343-1.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;;;;Inwerkingtreding van en aanpassing van wetgeving aan de wijziging van de Faillissementswet in verband met de sanering van schulden van natuurlijke personen (Invoeringswet schuldsaneringsregeling natuurlijke personen) ( 23429)
commons;1995-1996;7;1995-10-03;23429;10;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23429-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-23429-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-343-343-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-343-343-1?view=html#nl.proc.ob.d.h-tk-19951996-7-343-343-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-7-343-343-1.html;aye;aye;aye;no;;;aye;aye;aye;no;aye;no;no;aye;aye;no;V.A.M. van der Burg;nl.m.02641;;;amendement-V.A.M. van der Burg (stuk nr. 10)
commons;1995-1996;7;1995-10-03;22969;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/22969;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-342-343.1.34.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-342-343?view=html#nl.proc.ob.d.h-tk-19951996-7-342-343.1.34.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-7-342-343.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de Faillissementswet in verband met de sanering van schulden van natuurlijke personen ( 22969)
commons;1995-1996;7;1995-10-03;22969;21;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-22969-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-22969-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-342-343.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-342-343?view=html#nl.proc.ob.d.h-tk-19951996-7-342-343.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-7-342-343.html;aye;aye;aye;no;;;aye;aye;aye;no;aye;aye;aye;aye;aye;no;V.A.M. van der Burg;nl.m.02641;;;amendement-V.A.M. van der Burg (stuk nr. 21)
commons;1995-1996;7;1995-10-03;22969;29;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-22969-29.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-22969-29?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-342-343.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-342-343?view=html#nl.proc.ob.d.h-tk-19951996-7-342-343.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-7-342-343.html;aye;aye;aye;no;;;aye;aye;aye;no;aye;aye;aye;aye;aye;aye;Noorman-den Uyl;nl.m.02531;;;amendement-Noorman-den Uyl (stuk nr. 29, I)
commons;1995-1996;7;1995-10-03;22969;24;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22969-24.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-22969-24?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-342-343.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-342-343?view=html#nl.proc.ob.d.h-tk-19951996-7-342-343.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-7-342-343.html;aye;no;no;no;;;aye;no;no;no;no;no;no;no;aye;no;Rosenmöller;nl.m.02970;;;amendement-Rosenmöller (stuk nr. 24)
commons;1995-1996;7;1995-10-03;22969;25;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-22969-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-22969-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-342-343.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-7-342-343?view=html#nl.proc.ob.d.h-tk-19951996-7-342-343.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-7-342-343.html;aye;aye;aye;no;;;aye;no;aye;no;aye;aye;aye;aye;aye;no;Noorman-den Uyl;nl.m.02531;;;amendement-Noorman-den Uyl (stuk nr. 25, I)
commons;1995-1996;9;1995-10-05;24342;5;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24342-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-9-561-561-2.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-9-561-561-2?view=html#nl.proc.ob.d.h-tk-19951996-9-561-561-2.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-9-561-561-2.html;no;aye;no;no;;;aye;no;no;aye;no;no;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over maatregelen tot beperking van de fysiotherapie ( 24342, nr. 5)
commons;1995-1996;9;1995-10-05;24342;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24342-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-9-561-561-2.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19951996-9-561-561-2?view=html#nl.proc.ob.d.h-tk-19951996-9-561-561-2.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19951996-9-561-561-2.html;aye;aye;aye;no;;;no;aye;aye;aye;no;no;aye;aye;no;no;De Jong;nl.m.02984;;;de motie-De Jong over de rijksbijdrage aan het ziekenfonds ( 24342, nr. 4)
