house	legislative-period	session-number	date of vote	dossier nummer	onder nummer	type	outcome	stemmings type	bron amendement op OB	link amendement HTML op PM	link stemming XML op PM	link stemming in context HTML op PM	bron stemming op OB	nl.p.cda	nl.p.cu	nl.p.d66	nl.p.gl	nl.p.groepeerdmansvanschijndel	nl.p.groeplazrak	nl.p.groepnawijn	nl.p.groepvanoudenallen	nl.p.groepwilders	nl.p.lpf	nl.p.osf	nl.p.pvda	nl.p.sgp	nl.p.sp	nl.p.vvd	indiener 1, naam volgens stemming	indiener 1, id volgens stemming	indiener 2, naam volgens stemming	indiener 2, id volgens stemming	titel document volgens stemming
commons	2005-2006	7	2005-10-04	30096	17	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30096-17.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-383-385.1.7.26.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-383-385?view=html#nl.proc.ob.d.h-tk-20052006-383-385.1.7.26.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-383-385.html	no	aye	no	no		aye	no		no	no		aye	no	aye	no	De Wit	nl.m.02940			de motie-De Wit over de consequenties van een ozb-stelsel dat een lager tarief hanteert voor goedkopere woningen dan voor duurdere ( 30096, nr. 17)
commons	2005-2006	7	2005-10-04	30096	21	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30096-21.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-383-385.1.7.23.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-383-385?view=html#nl.proc.ob.d.h-tk-20052006-383-385.1.7.23.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-383-385.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Van Beek	nl.m.02209			motie-Van Beek c.s. (30096, nr. 21)
commons	2005-2006	7	2005-10-04	29543	11	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29543-11.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-385-385.1.12.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-385-385?view=html#nl.proc.ob.d.h-tk-20052006-385-385.1.12.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-385-385.html	no	no	aye	aye		aye	aye		no	no		aye	no	no	no	Dijsselbloem	nl.m.02200			de motie-Dijsselbloem over honorering van een verzoek tot versnelde naturalisatie op grond van een ondersteunende verklaring van een Nederlandse sportbond en positief advies van de staatssecretaris van VWS ( 29543, nr. 11)
commons	2005-2006	7	2005-10-04	30096	20	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30096-20.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-383-385.1.7.20.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-383-385?view=html#nl.proc.ob.d.h-tk-20052006-383-385.1.7.20.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-383-385.html	aye	aye	no	aye		aye	aye		aye	no		aye	aye	aye	no	Fierens	nl.m.02459			de motie-Fierens over vervanging van de gehele ozb door gemeentelijke opcenten op de rijksinkomstenbelasting ( 30096, nr. 18)
commons	2005-2006	7	2005-10-04	19637	972	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-19637-972.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-386-386.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-386-386?view=html#nl.proc.ob.d.h-tk-20052006-386-386.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-386-386.html	no	aye	aye	aye		aye	aye		no	aye		aye	aye	aye	no	Van der Staaij	nl.m.02252	Klaas de Vries	nl.m.01724	motie-Van der Staaij/Klaas de Vries (19637, nr. 972)
commons	2005-2006	7	2005-10-04	30096		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30096		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-383-385.1.7.15.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-383-385?view=html#nl.proc.ob.d.h-tk-20052006-383-385.1.7.15.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-383-385.html	aye	no	aye	no		aye	no		aye	no		aye	no	no	aye					Wijziging van de Gemeentewet in verband met het afschaffen van het gebruikersdeel van de onroerendezaakbelasting (ozb) op woningen en het maximeren van de resterende ozb-tarieven (Afschaffing gebruikersdeel ozb op woningen) ( 30096)
commons	2005-2006	7	2005-10-04	30096	19	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30096-19.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30096-19?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-383-385.1.7.5.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-383-385?view=html#nl.proc.ob.d.h-tk-20052006-383-385.1.7.5.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-383-385.html	aye	aye	no	aye		aye	aye		aye	aye		aye	aye	aye	no	De Pater-van der Meer	nl.m.01634			amendement-De Pater-van der Meer tot invoeging van onderdeel Ca (stuk nr. 19, I)
commons	2005-2006	7	2005-10-04	30096	12	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30096-12.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30096-12?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-383-385.1.6.4.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-383-385?view=html#nl.proc.ob.d.h-tk-20052006-383-385.1.6.4.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-383-385.html	no	aye	aye	aye		aye	no		no	no		aye	aye	no	no	Van der Staaij	nl.m.02252			amendement-Van der Staaij (stuk nr. 12, I)
senate	2005-2006	2	2005-10-04	30124		wetsvoorstel	accepted	hoofdelijk	https://zoek.officielebekendmakingen.nl/dossier/30124		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20052006-102-103.1.8.5.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20052006-102-103?view=html#nl.proc.ob.d.h-ek-20052006-102-103.1.8.5.1	https://zoek.officielebekendmakingen.nl/h-ek-20052006-102-103.html																				Invoering van de Zorgverzekeringswet en aanpassing van overige wetten aan die wet (Invoerings- en aanpassingswet Zorgverzekeringswet) ( 30124)
commons	2005-2006	10	2005-10-11	29689	20	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29689-20.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556-1.1.10.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556-1?view=html#nl.proc.ob.d.h-tk-20052006-556-556-1.1.10.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-556-556-1.html	no	no	no	aye		aye	aye		no	aye		aye	no	aye	no	Kant	nl.m.02226	Vendrik	nl.m.02245	de motie-Kant/Vendrik over een regeling voor de inkomensafhankelijke premie, vergelijkbaar met de voormalige WAZ-regeling ( 29689, nr. 20)
commons	2005-2006	10	2005-10-11	29689	27	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-29689-27.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556-1.1.13.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556-1?view=html#nl.proc.ob.d.h-tk-20052006-556-556-1.1.13.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-556-556-1.html	aye	aye	aye	no		aye	aye		aye	aye		aye	aye	aye	no	Omtzigt	nl.m.02441			motie-Omtzigt (29689, nr. 27)
commons	2005-2006	10	2005-10-11	29689	22	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29689-22.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556-1.1.16.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556-1?view=html#nl.proc.ob.d.h-tk-20052006-556-556-1.1.16.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-556-556-1.html	no	aye	no	aye		aye	no		no	no		aye	aye	aye	no	Vendrik	nl.m.02245			de motie-Vendrik c.s. over het voorkomen van kruissubsidiëring ( 29689, nr. 22)
commons	2005-2006	10	2005-10-11	29689	23	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-29689-23.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556-1.1.19.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556-1?view=html#nl.proc.ob.d.h-tk-20052006-556-556-1.1.19.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-556-556-1.html	aye	aye	aye	aye		aye	aye		aye	no		aye	aye	aye	aye	Heemskerk	nl.m.02461			de motie-Heemskerk over een adequate privacyregeling die de goedkeuring heeft van het CBP ( 29689, nr. 23)
commons	2005-2006	10	2005-10-11	29689	24	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29689-24.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556-1.1.22.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556-1?view=html#nl.proc.ob.d.h-tk-20052006-556-556-1.1.22.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-556-556-1.html	no	aye	no	aye		aye	aye		no	aye		aye	no	aye	no	Heemskerk	nl.m.02461			de motie-Heemskerk over een uniforme en simpele overstapservice voor zorgverzekeringen ( 29689, nr. 24)
commons	2005-2006	10	2005-10-11	28837		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/28837		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556?view=html#nl.proc.ob.d.h-tk-20052006-556-556.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-556-556.html	aye	no	aye	aye		aye	aye		no	no		aye	no	aye	aye					Goedkeuring van de op 17 juni 2002 te Luxemburg totstandgekomen Europees-mediterrane Overeenkomst waarbij een associatie tot stand wordt gebracht tussen de Europese Gemeenschap en haar lidstaten, enerzijds, en de Republiek Libanon, anderzijds (Trb. 2002, 143) ( 28837)
commons	2005-2006	10	2005-10-11	29251	19	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29251-19.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-557.1.6.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-557?view=html#nl.proc.ob.d.h-tk-20052006-556-557.1.6.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-556-557.html	no	no	aye	aye		aye	no		no	no		aye	no	aye	no	Karimi	nl.m.02255	Koenders	nl.m.02611	motie-Karimi/Koenders (29251, nr. 19)
commons	2005-2006	10	2005-10-11	30300	52:,38	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30300		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560.1.9.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560?view=html#nl.proc.ob.d.h-tk-20052006-557-560.1.9.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-557-560.html	no	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	no	Crone	nl.m.02507			motie-Crone c.s. (30300, nr. 52, was nr. 38)
commons	2005-2006	10	2005-10-11	30300	39	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-39.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560.1.10.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560?view=html#nl.proc.ob.d.h-tk-20052006-557-560.1.10.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-557-560.html	aye	aye	aye	no		no	aye		aye	aye		no	aye	no	aye	De Nerée	nl.m.02333			de motie-De Nerée tot Babberich c.s. over jaarlijkse controle op grote toezichthouders ( 30300, nr. 39)
commons	2005-2006	10	2005-10-11	30300	40	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-40.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560.1.10.6.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560?view=html#nl.proc.ob.d.h-tk-20052006-557-560.1.10.6.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-557-560.html	no	no	no	aye		aye	no		no	no		aye	no	aye	no	Kant	nl.m.02226	Vendrik	nl.m.02245	de motie-Kant/Vendrik over specifieke voorstellen ter ondersteuning van kleine zelfstandigen, starters en het midden- en kleinbedrijf ( 30300, nr. 40)
commons	2005-2006	10	2005-10-11	30300	41	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-41.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560.1.10.9.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560?view=html#nl.proc.ob.d.h-tk-20052006-557-560.1.10.9.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-557-560.html	no	no	no	aye		no	no		no	no		no	no	aye	no	Kant	nl.m.02226	Vendrik	nl.m.02245	de motie-Kant/Vendrik over doorrekening van regeringsplannen en alternatieven van de oppositie ( 30300, nr. 41)
commons	2005-2006	10	2005-10-11	30300	53	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-53.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560.1.10.12.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560?view=html#nl.proc.ob.d.h-tk-20052006-557-560.1.10.12.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-557-560.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	no	Bakker	nl.m.02503			motie-Bakker c.s. (30300, nr. 53)
commons	2005-2006	10	2005-10-11	30300	54	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-54.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560.1.10.15.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560?view=html#nl.proc.ob.d.h-tk-20052006-557-560.1.10.15.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-557-560.html	aye	aye	aye	aye		aye	no		no	no		aye	aye	aye	no	Bakker	nl.m.02503			motie-Bakker c.s. (30300, nr. 54)
commons	2005-2006	10	2005-10-11	30300	45	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-45.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560.1.10.18.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560?view=html#nl.proc.ob.d.h-tk-20052006-557-560.1.10.18.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-557-560.html	aye	aye	aye	aye		no	aye		aye	aye		aye	aye	aye	aye	Bakker	nl.m.02503			de motie-Bakker c.s. over uitgaven aan reïntegratie-inspanningen ten behoeve van werklozen en arbeidsongeschikten ( 30300, nr. 45)
commons	2005-2006	10	2005-10-11	30300	55	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30300		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560.1.10.21.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560?view=html#nl.proc.ob.d.h-tk-20052006-557-560.1.10.21.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-557-560.html	aye	aye	aye	no		no	aye		aye	aye		no	aye	no	aye	Van As	nl.m.02327			motie-Van As c.s. (30300, nr. 55 )
commons	2005-2006	10	2005-10-11	30300	56	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-56.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560.1.10.24.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560?view=html#nl.proc.ob.d.h-tk-20052006-557-560.1.10.24.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-557-560.html	aye	no	no	no		no	aye		aye	aye		no	no	no	aye	Van As	nl.m.02327	Blok	nl.m.02205	motie-Van As/Blok (30300, nr. 56)
commons	2005-2006	10	2005-10-11	30300	50	motie	not-available	van agenda afgevoerd	https://zoek.officielebekendmakingen.nl/kst-30300-50.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560.1.10.27.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-557-560?view=html#nl.proc.ob.d.h-tk-20052006-557-560.1.10.27.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-557-560.html																Rouvoet	nl.m.02541			de motie-Rouvoet over vergoeding van de kosten voor de aanschaf van een ID-bewijs voor jongeren tussen 14 en 18 jaar ( 30300, nr. 50)
commons	2005-2006	10	2005-10-11	29689	19	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29689-19.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556-1.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-556-556-1?view=html#nl.proc.ob.d.h-tk-20052006-556-556-1.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-556-556-1.html	no	no	no	aye		aye	no		no	no		aye	no	aye	no	Kant	nl.m.02226			de motie-Kant c.s. over uitzonderingen voor het vrijwillig eigen risico ( 29689, nr. 19)
commons	2005-2006	10	2005-10-11	30137	17	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30137-17.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-555-556.1.20.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-555-556?view=html#nl.proc.ob.d.h-tk-20052006-555-556.1.20.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-555-556.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Heemskerk	nl.m.02461			motie-Heemskerk (30137, stuk nr. 17)
commons	2005-2006	10	2005-10-11	30137		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30137		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-555-556.1.17.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-555-556?view=html#nl.proc.ob.d.h-tk-20052006-555-556.1.17.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-555-556.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye					Aanpassing van de wetgeving aan en invoering van de wet tot vaststelling van titel 7.17 (verzekering) en titel 7.18 (lijfrente) van het nieuwe Burgerlijk Wetboek (Invoeringswet titel 7.17 en titel 7.18 Burgerlijk Wetboek) ( 30137)
commons	2005-2006	10	2005-10-11	19637	967	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-19637-967.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-554-554.1.8.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-554-554?view=html#nl.proc.ob.d.h-tk-20052006-554-554.1.8.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-554-554.html	no	aye	aye	aye		aye	no		no	no		aye	aye	aye	no	Huizinga-Heringa	nl.m.02320			de motie-Huizinga-Heringa c.s. over het categoriale beschermingsbeleid ten aanzien van Zuid-Sudanezen van niet-Arabische afkomst ( 19637, nr. 967)
commons	2005-2006	10	2005-10-11	19673	981:,968	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/19673		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-554-554.1.11.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-554-554?view=html#nl.proc.ob.d.h-tk-20052006-554-554.1.11.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-554-554.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Lambrechts	nl.m.02526			motie-Lambrechts c.s. (19673, nr. 981, was nr. 968)
commons	2005-2006	10	2005-10-11	29874	14	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29874-14.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-554-555.1.6.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-554-555?view=html#nl.proc.ob.d.h-tk-20052006-554-555.1.6.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-554-555.html	no	aye	no	aye		aye	no		aye	no		aye	aye	aye	no	Rouvoet	nl.m.02541	Slob	nl.m.01639	amendement-Rouvoet/Slob (stuk nr. 14, II)
commons	2005-2006	10	2005-10-11	29874	17	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29874-17.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-554-555.1.9.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-554-555?view=html#nl.proc.ob.d.h-tk-20052006-554-555.1.9.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-554-555.html	no	aye	no	aye		aye	no		aye	aye		aye	aye	aye	no	Blom	nl.m.02408			Goedkeuring en uitvoering van de op 17 december 1991 te München tot stand gekomen Akte tot herziening van artikel 63 van het Verdrag inzake de verlening van Europese octrooien van 5 oktober 1973 (Trb. 1992, 47), het op 1 juni 2000 te Genève tot stand gekomen Verdrag inzake octrooirecht (Trb. 2001, 120), het op 17 oktober 2000 te Londen tot stand gekomen Verdrag inzake de toepassing van artikel 65 van het Verdrag inzake de verlening van Europese octrooien van 5 oktober 1973 (Trb. 2001, 21) en de op 29 november 2000 te München tot stand gekomen Akte tot herziening van het Verdrag inzake de verlening van Europese octrooien (Trb. 2002, 64) ( 29874, R1777)
commons	2005-2006	10	2005-10-11	29874	13	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-29874-13.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-554-555.1.14.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-554-555?view=html#nl.proc.ob.d.h-tk-20052006-554-555.1.14.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-554-555.html	aye	aye	no	aye		aye	aye		no	aye		aye	aye	aye	aye	Gerkens	nl.m.02326			amendement-Gerkens (stuk nr. 13)
commons	2005-2006	10	2005-10-11	29874	15	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-29874-15.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-554-555.1.20.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-554-555?view=html#nl.proc.ob.d.h-tk-20052006-554-555.1.20.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-554-555.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Hessels	nl.m.02370			amendement-Hessels tot het invoegen van artikel IIA (stuk nr. 15)
