#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.fractieyildirim;nl.p.gl;nl.p.lidverdonk;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2007-2008;3;2007-09-20;31200;25;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.51.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;no;no;;no;no;aye;no;no;no;Wilders;nl.m.02258;;;de motie-Wilders over het tegengaan van de islamisering van Nederland ( 31200, nr. 25)
commons;2007-2008;3;2007-09-20;31200;13;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;aye;;aye;no;;no;aye;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over een parlementair onderzoek naar de houdbaarheid en betaalbaarheid van het systeem van hypotheekrenteaftrek ( 31200, nr. 13)
commons;2007-2008;3;2007-09-20;31200;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;aye;no;;no;no;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over het "profijtbeginsel cultuur" ( 31200, nr. 12)
commons;2007-2008;3;2007-09-20;31200;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;aye;;aye;no;;no;aye;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over de bezuinigingen op de rechtsbijstand ( 31200, nr. 11)
commons;2007-2008;3;2007-09-20;31200;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;aye;no;;no;no;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over de belastingaftrek voor bijzondere ziektekosten ( 31200, nr. 10)
commons;2007-2008;3;2007-09-20;31200;9;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;aye;no;;no;aye;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over de aanspraken op ondersteunende begeleiding ( 31200, nr. 9)
commons;2007-2008;3;2007-09-20;31200;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;aye;no;;no;no;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over prestatiebeloningen in de private sector ( 31200, nr. 8)
commons;2007-2008;3;2007-09-20;31200;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;aye;no;;no;aye;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over het structureel bestrijden van de armoede ( 31200, nr. 7)
commons;2007-2008;3;2007-09-20;30970;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30970-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176?view=html#nl.proc.ob.d.h-tk-20072008-176-176.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-176-176.html;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;aye;aye;Omtzigt;nl.m.02441;;;de motie-Omtzigt c.s. over het groeipad van de Wet eenmalige gegevensuitvraag ( 30970, nr. 15)
commons;2007-2008;3;2007-09-20;30970;14;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30970-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176?view=html#nl.proc.ob.d.h-tk-20072008-176-176.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-176-176.html;aye;aye;aye;;aye;aye;;aye;no;aye;aye;aye;aye;Nicolaï;nl.m.02231;;;de motie-Nicolaï c.s. over een verplichte aansluiting van de sociale diensten op de systemen van de overige ketenpartners werk en inkomen ( 30970, nr. 14)
commons;2007-2008;3;2007-09-20;30970;13;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30970-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176?view=html#nl.proc.ob.d.h-tk-20072008-176-176.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-176-176.html;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;aye;aye;Ulenbelt;nl.m.03096;;;de motie-Ulenbelt over het correctierecht van burgers ( 30970, nr. 13)
commons;2007-2008;3;2007-09-20;30970;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30970;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176?view=html#nl.proc.ob.d.h-tk-20072008-176-176.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-176-176.html;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de Wet structuur uitvoeringsorganisatie werk en inkomen, de Wet werk en bijstand, de Werkloosheidswet en enige andere wetten in verband met eenmalige gegevensuitvraag aan burgers (Wet eenmalige gegevensuitvraag werk en inkomen) ( 30970)
commons;2007-2008;3;2007-09-20;30970;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30970-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30970-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176?view=html#nl.proc.ob.d.h-tk-20072008-176-176.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-176-176.html;aye;aye;aye;;aye;aye;;aye;aye;no;aye;aye;aye;Omtzigt;nl.m.02441;Heerts;nl.m.03073;amendement-Omtzigt/Heerts (stuk nr. 9)
commons;2007-2008;3;2007-09-20;30970;11;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30970-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30970-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176?view=html#nl.proc.ob.d.h-tk-20072008-176-176.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-176-176.html;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;aye;aye;Heerts;nl.m.03073;Omtzigt;nl.m.02441;amendement-Heerts/Omtzigt (stuk nr. 11)
commons;2007-2008;3;2007-09-20;30970;17;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30970-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30970-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176?view=html#nl.proc.ob.d.h-tk-20072008-176-176.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-176-176.html;no;no;no;;aye;no;;no;aye;no;no;aye;no;Ulenbelt;nl.m.03096;;;amendement-Ulenbelt (stuk nr. 17)
commons;2007-2008;3;2007-09-20;30970;18;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30970-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30970-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-176-176?view=html#nl.proc.ob.d.h-tk-20072008-176-176.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-176-176.html;aye;aye;aye;;aye;aye;;aye;no;aye;aye;aye;aye;Heerts;nl.m.03073;Omtzigt;nl.m.02441;amendement-Heerts/Omtzigt (stuk nr. 18, I)
commons;2007-2008;3;2007-09-20;31200;14;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;aye;no;;no;aye;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over een verhoging van de lerarensalarissen ( 31200, nr. 14)
commons;2007-2008;3;2007-09-20;31200;15;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;aye;no;;no;no;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over de plannen voor versoepeling van het ontslagrecht ( 31200, nr. 15)
commons;2007-2008;3;2007-09-20;31200;16;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;aye;aye;no;;no;no;;aye;no;no;aye;no;no;Van Geel;nl.m.02313;;;de motie-Van Geel c.s. over het uitwerken van een aantal voorstellen ( 31200, nr. 16)
commons;2007-2008;3;2007-09-20;31200;36;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-36.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.77.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.77.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;no;aye;;no;no;aye;aye;no;aye;Van der Vlies;nl.m.02682;;;de motie-Van der Vlies over een substantiële en structurele verhoging van het personele en materiële defensiebudget ( 31200, nr. 36)
commons;2007-2008;3;2007-09-20;31200;35;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-35.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.74.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.74.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;aye;;aye;no;;no;aye;no;no;aye;no;Thieme;nl.m.03100;;;de motie-Thieme c.s. over een plan van aanpak over de regierol van de regering ten aanzien van maatschappelijke vraagstukken ( 31200, nr. 35)
commons;2007-2008;3;2007-09-20;31200;33;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-33.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.71.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.71.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;aye;;aye;no;;no;aye;no;no;aye;no;Thieme;nl.m.03100;Pechtold;nl.m.02993;de motie-Thieme/Pechtold over een plan van aanpak voor het beprijzen van substantiële emissies ( 31200, nr. 33)
commons;2007-2008;3;2007-09-20;31200;32;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-32.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.68.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.68.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;aye;;no;aye;;no;aye;aye;no;aye;aye;Pechtold;nl.m.02993;Rutte;nl.m.02396;de motie-Pechtold/Rutte over een midterm review in het voorjaar van 2008 ( 31200, nr. 32)
commons;2007-2008;3;2007-09-20;31200;30;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-30.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.65.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.65.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;aye;;aye;no;;no;aye;no;no;no;no;Pechtold;nl.m.02993;Halsema;nl.m.02220;de motie-Pechtold/Halsema over een blue-cardsysteem voor kennismigranten ( 31200, nr. 30)
commons;2007-2008;3;2007-09-20;31200;29;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-29.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.62.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.62.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;aye;;aye;aye;;no;aye;no;aye;aye;no;Pechtold;nl.m.02993;;;de motie-Pechtold over het overnemen van de aanbevelingen van de commissie-Rinnooy Kan ten aanzien van salariëring en scholing van leraren ( 31200, nr. 29)
commons;2007-2008;3;2007-09-20;31200;27;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.59.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.59.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;aye;;aye;aye;;no;aye;aye;no;no;aye;Halsema;nl.m.02220;Rutte;nl.m.02396;de motie-Halsema/Rutte over de wachtlijsten voor de bso ( 31200, nr. 27)
commons;2007-2008;3;2007-09-20;31200;26;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.56.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.56.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;aye;no;;no;aye;no;no;aye;no;Halsema;nl.m.02220;Marijnissen;nl.m.02529;de motie-Halsema/Marijnissen over verhoging van de vennootschapsbelasting en het gebruiken van de opbrengst voor gerichte armoedebestrijding ( 31200, nr. 26)
commons;2007-2008;3;2007-09-20;31200;24;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.48.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;no;no;;no;no;aye;no;no;no;Wilders;nl.m.02258;;;de motie-Wilders over de voorgenomen bezuiniging op ondersteunende begeleiding ( 31200, nr. 24)
commons;2007-2008;3;2007-09-20;31200;23;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.45.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;no;aye;;no;no;aye;no;no;no;Wilders;nl.m.02258;;;de motie-Wilders over het invoeren van zware minimumstraffen voor recidiverende misdadigers ( 31200, nr. 23)
commons;2007-2008;3;2007-09-20;31200;22;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-22.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.42.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;no;aye;;no;no;aye;no;no;no;Wilders;nl.m.02258;;;de motie-Wilders over het bevriezen van de lokale lasten voor een periode van vijf jaar ( 31200, nr. 22)
commons;2007-2008;3;2007-09-20;31200;21;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.39.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.39.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;no;aye;;no;no;aye;no;no;no;Wilders;nl.m.02258;;;de motie-Wilders over het ongedaan maken van de voorgenomen btw-verhoging en accijnsverhogingen ( 31200, nr. 21)
commons;2007-2008;3;2007-09-20;31200;20;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.36.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;aye;;no;aye;;no;aye;aye;no;aye;aye;Rutte;nl.m.02396;;;de motie-Rutte over het ongedaan maken van de koopkrachtdaling voor middeninkomens ( 31200, nr. 20)
commons;2007-2008;3;2007-09-20;31200;18;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;no;aye;;no;no;aye;aye;no;aye;Rutte;nl.m.02396;;;de motie-Rutte over invoering van de regeling die het mogelijk maakt, criminele vreemdelingen uit te zetten ( 31200, nr. 18)
commons;2007-2008;3;2007-09-20;31200;17;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31200-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179.1.9.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-177-179?view=html#nl.proc.ob.d.h-tk-20072008-177-179.1.9.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-177-179.html;no;no;no;;no;aye;;no;no;aye;no;no;aye;Rutte;nl.m.02396;;;de motie-Rutte over het strafbaar stellen van illegaliteit ( 31200, nr. 17)
commons;2007-2008;3;2007-09-20;23490;466;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23490-466.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-175-176.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-175-176?view=html#nl.proc.ob.d.h-tk-20072008-175-176.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-175-176.html;no;no;no;;aye;no;;no;aye;aye;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over nieuwe kaderbesluiten ter implementatie van het beginsel van wederzijds erkenning in strafzaken ( 23490, nr. 466)
commons;2007-2008;3;2007-09-20;23490;468;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23490-468.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-175-176.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-175-176?view=html#nl.proc.ob.d.h-tk-20072008-175-176.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-175-176.html;no;no;aye;;aye;aye;;no;aye;no;no;aye;aye;Pechtold;nl.m.02993;;;motie-Pechtold c.s. (23490, nr. 468)
commons;2007-2008;3;2007-09-20;23490;464;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23490-464.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-175-176.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-175-176?view=html#nl.proc.ob.d.h-tk-20072008-175-176.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-175-176.html;no;no;aye;;aye;no;;aye;aye;no;no;aye;no;Pechtold;nl.m.02993;;;de motie-Pechtold c.s. over de naleving bescherming persoonsgegevens ( 23490, nr. 464)
commons;2007-2008;3;2007-09-20;28286;62;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28286-62.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-173-174.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-173-174?view=html#nl.proc.ob.d.h-tk-20072008-173-174.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-173-174.html;no;no;aye;;aye;no;;no;aye;aye;no;aye;no;Thieme;nl.m.03100;;;de motie-Thieme c.s. over dierenwelzijn en dierenrechten als specialisme bij het OM ( 28286, nr. 62)
commons;2007-2008;3;2007-09-20;28286;61;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28286-61.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-173-174.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-173-174?view=html#nl.proc.ob.d.h-tk-20072008-173-174.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-173-174.html;no;no;aye;;aye;no;;no;aye;aye;no;aye;no;Van Velzen;nl.m.02342;;;de motie-Van Velzen c.s. over een verbod op internationaal vervoer van slachtvee ( 28286, nr. 61)
commons;2007-2008;3;2007-09-20;28286;60;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28286-60.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-173-174.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-173-174?view=html#nl.proc.ob.d.h-tk-20072008-173-174.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-173-174.html;no;no;aye;;aye;aye;;no;aye;aye;aye;aye;aye;Van Velzen;nl.m.02342;;;de motie-Van Velzen c.s. over doeltreffende, evenredige en afschrikwekkende straffen ( 28286, nr. 60)
commons;2007-2008;3;2007-09-20;28286;59;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28286-59.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-173-174.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-173-174?view=html#nl.proc.ob.d.h-tk-20072008-173-174.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-173-174.html;aye;aye;aye;;aye;no;;aye;aye;aye;aye;aye;no;Van Velzen;nl.m.02342;Van der Ham;nl.m.02317;de motie-Van Velzen/Van der Ham over heropening van de Europese discussie over reistijden ( 28286, nr. 59)
commons;2007-2008;3;2007-09-20;28286;58;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28286-58.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-173-174.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20072008-173-174?view=html#nl.proc.ob.d.h-tk-20072008-173-174.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20072008-173-174.html;no;no;aye;;aye;no;;no;aye;no;no;aye;no;Van Velzen;nl.m.02342;;;de motie-Van Velzen c.s. over omvang, nut en noodzaak van diertransporten ( 28286, nr. 58)
