#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groepdejong2;nl.p.groepwijnschenk;nl.p.ln;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2002-2003;31;2002-12-10;28600 VI;19;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VI-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VI-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.63.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.63.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;no;aye;no;aye;no;aye;no;aye;;aye;aye;aye;no;Rouvoet;nl.m.02541;;;amendement-Rouvoet (stuk nr. 19, I)
commons;2002-2003;31;2002-12-10;28600 VI;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28600 VI;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.72.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.72.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;aye;aye;aye;aye;aye;aye;aye;aye;;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaat van het Ministerie van Justitie (VI) voor het jaar 2003 ( 28600 VI)
commons;2002-2003;31;2002-12-10;28600-VI;40;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VI-40.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.78.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.78.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;aye;aye;no;aye;no;aye;no;aye;;aye;aye;aye;no;Albayrak;nl.m.02202;;;motie-Albayrak c.s. (28600-VI, nr. 40)
commons;2002-2003;31;2002-12-10;28600-VI;41;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VI-41.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.81.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.81.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;aye;aye;aye;aye;aye;aye;aye;aye;;aye;aye;aye;no;Albayrak;nl.m.02202;;;motie-Albayrak c.s. (28600-VI, nr. 41)
commons;2002-2003;31;2002-12-10;28600-VI;42;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VI-42.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.84.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.84.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;no;no;aye;aye;no;aye;no;aye;;aye;no;aye;no;Albayrak;nl.m.02202;;;motie-Albayrak c.s. (28600-VI, nr. 42)
commons;2002-2003;31;2002-12-10;28600-VI;43;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VI-43.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.87.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.87.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;aye;no;aye;aye;no;aye;no;aye;;aye;no;aye;no;Albayrak;nl.m.02202;;;motie-Albayrak c.s. (28600-VI, nr. 43)
commons;2002-2003;31;2002-12-10;28600-VI;44;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VI-44.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.90.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.90.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;no;no;aye;aye;no;no;aye;aye;;aye;no;aye;no;Adelmund;nl.m.02500;;;motie-Adelmund c.s. (28600-VI, nr. 44)
commons;2002-2003;31;2002-12-10;28600-VI;46;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VI-46.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.93.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.93.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;aye;no;no;aye;no;no;aye;aye;;aye;no;aye;aye;Sterk;nl.m.02337;Varela;nl.m.02341;motie-Sterk/Varela (28600-VI, nr. 46)
commons;2002-2003;31;2002-12-10;28600-VI;47;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VI-47.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.96.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.96.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;aye;aye;aye;aye;aye;aye;aye;aye;;aye;aye;aye;aye;Sterk;nl.m.02337;Varela;nl.m.02341;motie-Sterk/Varela (28600-VI, nr. 47)
commons;2002-2003;31;2002-12-10;28600-VI;48;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VI-48.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.99.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.99.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;aye;aye;aye;aye;aye;aye;aye;aye;;aye;aye;aye;aye;Sterk;nl.m.02337;;;motie-Sterk c.s. (28600-VI, nr. 48)
commons;2002-2003;31;2002-12-10;28600 VI;32;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VI-32.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VI-32?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.43.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.43.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;no;no;aye;aye;no;no;no;no;;aye;no;aye;no;Albayrak;nl.m.02202;;;amendement-Albayrak (stuk nr. 32, I)
commons;2002-2003;31;2002-12-10;28600 VI;26;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VI-26.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VI-26?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.40.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.40.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;no;aye;aye;aye;no;aye;aye;aye;;aye;aye;aye;no;Dittrich;nl.m.02512;;;amendement-Dittrich c.s. (stuk nr. 26, I)
commons;2002-2003;31;2002-12-10;17050;238;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-17050-238.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2236-2237.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2236-2237?view=html#nl.proc.ob.d.h-tk-20022003-2236-2237.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2236-2237.html;aye;aye;aye;aye;no;no;no;no;;aye;aye;aye;no;Van Loon-Koomen;;Noorman-den Uyl;nl.m.02531;de motie-Van Loon-Koomen/Noorman-den Uyl over handhaving uitkering aan uitkeringsgerechtigden in niet-verdragslanden ( 17050, nr. 238)
commons;2002-2003;31;2002-12-10;17050;239;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-17050-239.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2236-2237.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2236-2237?view=html#nl.proc.ob.d.h-tk-20022003-2236-2237.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2236-2237.html;aye;no;aye;aye;no;no;no;no;;aye;no;aye;no;Noorman-den Uyl;nl.m.02531;Van Loon-Koomen;;de motie-Noorman-den Uyl/Van Loon-Koomen over een oplossing voor het rechtmatig uitbetalen van uitkeringen in een niet-verdragsland ( 17050, nr. 239)
commons;2002-2003;31;2002-12-10;28600 II;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28600 II;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2237-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2237-1?view=html#nl.proc.ob.d.h-tk-20022003-2237-2237-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2237-1.html;aye;aye;aye;aye;aye;aye;aye;aye;;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaat van de Hoge Colleges van Staat, Kabinet van de Koningin, Kabinet van de Gouverneur van de Nederlandse Antillen en van het Kabinet van de Gouverneur van Aruba (II) voor het jaar 2003 ( 28600 II)
commons;2002-2003;31;2002-12-10;28694;2;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28694-2.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2237.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2237?view=html#nl.proc.ob.d.h-tk-20022003-2237-2237.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2237.html;no;no;no;no;no;no;aye;aye;;no;no;no;aye;Klein Molekamp;nl.m.02560;Alblas;nl.m.02378;de motie-Klein Molekamp/Alblas over producentenverantwoordelijkheid ( 28694, nr. 2)
commons;2002-2003;31;2002-12-10;28694;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28694-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2237.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2237?view=html#nl.proc.ob.d.h-tk-20022003-2237-2237.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2237.html;no;aye;aye;aye;no;no;no;no;;aye;aye;aye;no;Van Heteren;nl.m.02579;Duyvendak;nl.m.02307;de motie-Van Heteren/Duyvendak over blikjes en flesjes in het zwerfafval ( 28694, nr. 4)
commons;2002-2003;31;2002-12-10;28600 VI;24;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VI-24.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VI-24?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;no;aye;no;no;no;no;aye;no;;no;aye;no;aye;Luchtenveld;nl.m.02627;;;amendement-Luchtenveld (stuk nr. 24, I)
commons;2002-2003;31;2002-12-10;28600 VI;35;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VI-35.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VI-35?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;aye;aye;aye;aye;no;no;aye;aye;;aye;aye;aye;no;Halsema;nl.m.02220;;;amendement-Halsema c.s. (stuk nr. 35, I)
commons;2002-2003;31;2002-12-10;28600 VI;101;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VI-101.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VI-101?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;aye;aye;aye;aye;no;no;aye;aye;;aye;aye;aye;no;Van de Camp;nl.m.02793;;;amendement-Van de Camp c.s. (stuk nr. 101, I)
commons;2002-2003;31;2002-12-10;28600 VI;106;amendement;accepted;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-28600 VI-106.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VI-106?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;;;;;;;;;;;;;;Rietkerk;nl.m.02237;;;amendement-Rietkerk (stuk nr. 106, I)
commons;2002-2003;31;2002-12-10;28600 VI;78;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VI-78.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VI-78?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;aye;no;aye;aye;no;no;no;aye;;aye;no;aye;no;Dittrich;nl.m.02512;;;amendement-Dittrich c.s. (stuk nr. 78, I)
commons;2002-2003;31;2002-12-10;28600 VI;25;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VI-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VI-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;no;aye;aye;aye;no;no;no;no;;aye;aye;aye;no;Dittrich;nl.m.02512;Halsema;nl.m.02220;amendement-Dittrich/Halsema (stuk nr. 25, I)
commons;2002-2003;31;2002-12-10;28600 VI;20;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VI-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VI-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.31.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;no;no;no;aye;no;no;no;no;;no;no;aye;no;De Wit;nl.m.02940;;;amendement-De Wit (stuk nr. 20, I)
commons;2002-2003;31;2002-12-10;28600 VI;21;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VI-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VI-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.34.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.34.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;no;no;aye;aye;no;aye;no;aye;;aye;no;aye;no;Halsema;nl.m.02220;;;amendement-Halsema (stuk nr. 21, I)
commons;2002-2003;31;2002-12-10;28600 VI;23;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VI-23.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VI-23?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.37.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.37.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;no;no;no;no;no;aye;aye;aye;;no;no;no;aye;Blok;nl.m.02205;Luchtenveld;nl.m.02627;amendement-Blok/Luchtenveld (stuk nr. 23, I)
commons;2002-2003;31;2002-12-10;28600-VI;49;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VI-49.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.102.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.102.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;aye;aye;aye;aye;aye;aye;aye;aye;;aye;aye;aye;aye;Sterk;nl.m.02337;;;motie-Sterk c.s. (28600-VI, nr. 49)
commons;2002-2003;31;2002-12-10;28600-VI;50;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VI-50.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.105.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.105.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;no;no;no;aye;no;aye;aye;aye;;no;no;no;no;Halsema;nl.m.02220;;;motie-Halsema c.s. (28600-VI, nr. 50)
commons;2002-2003;31;2002-12-10;28600-VI;51;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VI-51.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241.1.108.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2237-2241?view=html#nl.proc.ob.d.h-tk-20022003-2237-2241.1.108.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2237-2241.html;no;no;aye;aye;no;no;no;no;;no;no;aye;no;Halsema;nl.m.02220;;;motie-Halsema c.s. (28600-VI, nr. 51)
commons;2002-2003;31;2002-12-10;28600 VII;22;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VII-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VII-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242?view=html#nl.proc.ob.d.h-tk-20022003-2241-2242.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2241-2242.html;no;no;aye;aye;no;no;no;no;;aye;no;no;no;Kalsbeek;nl.m.02961;Th.C. de Graaf;nl.m.02517;amendement-Kalsbeek/Th.C. de Graaf (stuk nr. 22, I)
commons;2002-2003;31;2002-12-10;28600 VII;24;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VII-24.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VII-24?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242?view=html#nl.proc.ob.d.h-tk-20022003-2241-2242.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2241-2242.html;no;no;no;no;no;no;aye;aye;;no;no;no;no;Eerdmans;nl.m.02365;;;amendement-Eerdmans (stuk nr. 24, I)
commons;2002-2003;31;2002-12-10;28600 VII;36;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VII-36.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VII-36?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242?view=html#nl.proc.ob.d.h-tk-20022003-2241-2242.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2241-2242.html;aye;aye;no;aye;no;aye;aye;aye;;aye;aye;aye;no;Rietkerk;nl.m.02237;;;amendement-Rietkerk (stuk nr. 36, I)
commons;2002-2003;31;2002-12-10;28600 VII;20;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VII-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VII-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242?view=html#nl.proc.ob.d.h-tk-20022003-2241-2242.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2241-2242.html;aye;aye;aye;aye;aye;aye;aye;aye;;aye;aye;aye;no;Rietkerk;nl.m.02237;;;amendement-Rietkerk c.s. (stuk nr. 20, I)
commons;2002-2003;31;2002-12-10;28600 VII;8;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 VII-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28600-VII-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242.1.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242?view=html#nl.proc.ob.d.h-tk-20022003-2241-2242.1.31.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2241-2242.html;no;aye;no;aye;no;no;aye;no;;aye;aye;aye;no;Teeven;nl.m.02336;;;amendement-Teeven (stuk nr. 8)
commons;2002-2003;31;2002-12-10;28600 VII;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28600 VII;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242.1.37.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242?view=html#nl.proc.ob.d.h-tk-20022003-2241-2242.1.37.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2241-2242.html;aye;aye;aye;aye;aye;aye;aye;aye;;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaat van het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties (VII) voor het jaar 2003 ( 28600 VII)
commons;2002-2003;31;2002-12-10;28600-VII;27;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VII-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242.1.40.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242?view=html#nl.proc.ob.d.h-tk-20022003-2241-2242.1.40.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2241-2242.html;no;no;no;aye;no;no;aye;aye;;no;no;aye;no;Van Gent;nl.m.02218;Eerdmans;nl.m.02365;motie-Van Gent/Eerdmans (28600-VII, nr. 27)
commons;2002-2003;31;2002-12-10;28600-VII;30;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28600-VII-30.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242.1.43.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2241-2242?view=html#nl.proc.ob.d.h-tk-20022003-2241-2242.1.43.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2241-2242.html;aye;aye;aye;aye;aye;aye;aye;aye;;aye;aye;aye;aye;Th.C. de Graaf;nl.m.02517;;;motie-Th.C. de Graaf c.s. (28600-VII, nr. 30)
commons;2002-2003;31;2002-12-10;28600 C;4;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 C-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2242-2242-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2242-2242-1?view=html#nl.proc.ob.d.h-tk-20022003-2242-2242-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2242-2242-1.html;no;aye;aye;aye;no;no;no;no;;aye;no;aye;no;Dijsselbloem;nl.m.02200;;;amendement-Dijsselbloem (stuk nr. 4, I)
commons;2002-2003;31;2002-12-10;28600;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28600;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2242-2242-1.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2242-2242-1?view=html#nl.proc.ob.d.h-tk-20022003-2242-2242-1.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2242-2242-1.html;aye;aye;aye;aye;aye;aye;aye;aye;;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaat van het provinciefonds voor het jaar 2003 ( 28600 C)
commons;2002-2003;31;2002-12-10;28600 B;6;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28600 B-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2242-2242.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2242-2242?view=html#nl.proc.ob.d.h-tk-20022003-2242-2242.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2242-2242.html;no;no;aye;aye;no;no;no;no;;aye;no;aye;no;Tonkens;nl.m.02340;Van Gent;nl.m.02218;amendement-Tonkens/Van Gent (stuk nr. 6, herdruk, I)
commons;2002-2003;31;2002-12-10;28600;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28600;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2242-2242.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-2242-2242?view=html#nl.proc.ob.d.h-tk-20022003-2242-2242.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-2242-2242.html;aye;aye;aye;aye;aye;aye;aye;aye;;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaat van het gemeentefonds voor het jaar 2003 ( 28600 B)
