#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.aov;nl.p.cd;nl.p.cda;nl.p.d66;nl.p.fractiebierman;nl.p.fractiehendriks;nl.p.gl;nl.p.gpv;nl.p.groephendriks;nl.p.groepnijpels;nl.p.groepverkerk;nl.p.ou55plus;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1994-1995;47;1995-02-14;23965;5;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23965-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-47-3006-3006-1.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-47-3006-3006-1?view=html#nl.proc.ob.d.h-tk-19941995-47-3006-3006-1.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-47-3006-3006-1.html;aye;aye;aye;aye;;;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;Van Gelder;nl.m.02796;;;de motie-Van Gelder c.s. over de algemene subsidiekorting ( 23965, nr. 5)
commons;1994-1995;47;1995-02-14;23692;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23692-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-23692-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-47-3006-3006-2.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-47-3006-3006-2?view=html#nl.proc.ob.d.h-tk-19941995-47-3006-3006-2.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-47-3006-3006-2.html;aye;aye;aye;aye;;;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;De Graaf;nl.m.02517;;;amendement-De Graaf (stuk nr. 12)
commons;1994-1995;47;1995-02-14;23692;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/23692;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-47-3006-3006-2.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-47-3006-3006-2?view=html#nl.proc.ob.d.h-tk-19941995-47-3006-3006-2.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-47-3006-3006-2.html;aye;aye;aye;aye;;;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;;;;;Wijziging van enige bepalingen in het Wetboek van Strafvordering en enkele andere wetten inzake de bewaring en de teruggave van inbeslaggenomen voorwerpen ( 23692)
commons;1994-1995;47;1995-02-14;23900-XIV;36;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23900-XIV-36.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-47-3006-3007.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-47-3006-3007?view=html#nl.proc.ob.d.h-tk-19941995-47-3006-3007.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-47-3006-3007.html;aye;aye;aye;aye;;;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;Van der Vlies;nl.m.02682;;;de motie-Van der Vlies c.s. over een Plan van aanpak over verbeteringen in de nertsenfokkerij ( 23900-XIV, nr. 36)
commons;1994-1995;50;1995-02-21;23877;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23877-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-50-3183-3183.1.7.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-50-3183-3183?view=html#nl.proc.ob.d.h-tk-19941995-50-3183-3183.1.7.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-50-3183-3183.html;no;no;aye;no;;;no;aye;aye;;;no;no;aye;aye;aye;no;Schutte;nl.m.02676;;;de motie-Schutte c.s. over de materiële betekenis van de wettelijke strafbedreiging ( 23877, nr. 4)
commons;1994-1995;50;1995-02-21;23900-VIII;72;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23900-VIII-72.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-50-3182-3182-2.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-50-3182-3182-2?view=html#nl.proc.ob.d.h-tk-19941995-50-3182-3182-2.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-50-3182-3182-2.html;no;no;aye;no;;;aye;aye;aye;;;no;no;aye;aye;no;no;Rabbae;nl.m.02537;;;de motie-Rabbae over het afhankelijk stellen van collegegeldverhogingen van resultaten van het werkprogramma kwaliteit en studeerbaarheid ( 23900-VIII, nr. 72)
commons;1994-1995;50;1995-02-21;23900-VIII;71;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23900-VIII-71.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-50-3182-3182-2.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-50-3182-3182-2?view=html#nl.proc.ob.d.h-tk-19941995-50-3182-3182-2.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-50-3182-3182-2.html;no;aye;aye;no;;;aye;no;aye;;;aye;no;aye;no;aye;no;Lansink;nl.m.01897;;;de motie-Lansink over de voorgestelde verhoging van de collegegelden ( 23900-VIII, nr. 71)
commons;1994-1995;50;1995-02-21;23040;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/23040;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-50-3182-3182-1.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-50-3182-3182-1?view=html#nl.proc.ob.d.h-tk-19941995-50-3182-3182-1.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-50-3182-3182-1.html;aye;aye;aye;aye;;;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;;;;;Regels terzake van de behandeling van klachten van cliënten van zorgaanbieders op het terrein van de maatschappelijke zorg en gezondheidszorg (Wet klachtrecht cliënten zorgsector) ( 23040)
commons;1994-1995;50;1995-02-21;23040;22;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23040-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-23040-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-50-3182-3182-1.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-50-3182-3182-1?view=html#nl.proc.ob.d.h-tk-19941995-50-3182-3182-1.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-50-3182-3182-1.html;no;aye;no;aye;;;aye;no;no;;;no;aye;no;no;aye;aye;Middel;nl.m.02987;;;amendement-Middel (stuk nr. 22, I)
commons;1994-1995;50;1995-02-21;23877;3;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23877-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-50-3183-3183.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-50-3183-3183?view=html#nl.proc.ob.d.h-tk-19941995-50-3183-3183.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-50-3183-3183.html;no;aye;aye;no;;;no;aye;aye;;;no;no;aye;aye;aye;no;V.A.M. van der Burg;nl.m.02641;;;de motie-V.A.M. van der Burg over de voorgenomen herziening van het vervolgingsbeleid ( 23877, nr. 3)
commons;1994-1995;53;1995-03-01;23795;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/23795;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3343-3343-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3343-3343-1?view=html#nl.proc.ob.d.h-tk-19941995-53-3343-3343-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3343-3343-1.html;aye;aye;aye;aye;;;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de Algemene Kinderbijslagwet en de Wet op de studiefinanciering ( 23795)
commons;1994-1995;53;1995-03-01;22187;29;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22187-29.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3343-3344.1.19.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3343-3344?view=html#nl.proc.ob.d.h-tk-19941995-53-3343-3344.1.19.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3343-3344.html;no;no;no;aye;;;no;no;aye;;;no;no;aye;aye;aye;no;Schimmel;nl.m.02983;;;de motie-Schimmel over het opschorten van de afschatting van de navrante gevallen ( 22187, nr. 29)
commons;1994-1995;53;1995-03-01;22187;28;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-22187-28.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3343-3344.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3343-3344?view=html#nl.proc.ob.d.h-tk-19941995-53-3343-3344.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3343-3344.html;aye;aye;aye;aye;;;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;Adelmund;nl.m.02500;;;de motie-Adelmund over wijziging van de regelgeving om onbedoelde en onredelijke uitkomsten te voorkomen ( 22187, nr. 28)
commons;1994-1995;53;1995-03-01;23900-XV;27;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23900-XV-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3343-3344.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3343-3344?view=html#nl.proc.ob.d.h-tk-19941995-53-3343-3344.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3343-3344.html;aye;aye;aye;aye;;;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;Van Dijke;nl.m.02509;Van der Vlies;nl.m.02682;de motie-Van Dijke/Van der Vlies over de herbeoordelingsoperatie in het kader van de TBA-wetgeving ( 23900-XV, nr. 27)
commons;1994-1995;53;1995-03-01;22187;26;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22187-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3343-3344.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3343-3344?view=html#nl.proc.ob.d.h-tk-19941995-53-3343-3344.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3343-3344.html;aye;no;no;no;;;aye;no;aye;;;aye;no;no;no;aye;no;Rosenmöller;nl.m.02970;;;de motie-Rosenmöller over het opschorten van de herkeuringen WAO tot 1 juli a.s. ( 22187, nr. 26)
commons;1994-1995;53;1995-03-01;23029;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/23029;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3343.1.9.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3343?view=html#nl.proc.ob.d.h-tk-19941995-53-3342-3343.1.9.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3342-3343.html;aye;no;aye;aye;;;aye;no;no;;;aye;aye;no;no;aye;no;;;;;Wijziging van de Rijkswet op het Nederlanderschap ( 23029, R1461)
commons;1994-1995;53;1995-03-01;24026;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24026-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3341-3342.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3341-3342?view=html#nl.proc.ob.d.h-tk-19941995-53-3341-3342.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3341-3342.html;aye;no;aye;no;;;no;aye;aye;;;aye;no;aye;aye;no;no;Van der Linden;nl.m.01899;;;de motie-Van der Linden over een algehele vier-wekenregeling voor seizoenarbeid ( 24026, nr. 4)
commons;1994-1995;53;1995-03-01;23900-XI;48;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23900-XI-48.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3342-1.1.6.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3342-1?view=html#nl.proc.ob.d.h-tk-19941995-53-3342-3342-1.1.6.5.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3342-3342-1.html;;;;;;;;;;;;;;;;;;Duivesteijn;nl.m.02513;;;de motie-Duivesteijn over de maximale individuele huurstijging per 1 juli 1995 ( 23900-XI, nr. 48)
commons;1994-1995;53;1995-03-01;23900-XI;49;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23900-XI-49.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3342-1.1.7.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3342-1?view=html#nl.proc.ob.d.h-tk-19941995-53-3342-3342-1.1.7.5.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3342-3342-1.html;aye;no;no;no;;;aye;no;aye;;;aye;no;no;no;aye;no;Poppe;nl.m.02536;;;de motie-Poppe over huurders die onder het bestaansminimum leven ( 23900-XI, nr. 49)
commons;1994-1995;53;1995-03-01;23900-XI;50;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23900-XI-50.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3342-1.1.7.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3342-1?view=html#nl.proc.ob.d.h-tk-19941995-53-3342-3342-1.1.7.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3342-3342-1.html;aye;no;no;no;;;no;no;aye;;;aye;no;no;no;aye;no;Poppe;nl.m.02536;;;de motie-Poppe over bevriezing van de huren in 1995 ( 23900-XI, nr. 50)
commons;1994-1995;53;1995-03-01;22589;68;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22589-68.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3342-2.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3342-2?view=html#nl.proc.ob.d.h-tk-19941995-53-3342-3342-2.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3342-3342-2.html;no;no;aye;no;;;aye;no;aye;;;no;no;no;no;no;no;Heerma;nl.m.02819;Rosenmöller;nl.m.02970;de motie-Heerma/Rosenmöller over het uiterlijk op 3 maart nemen van een besluit over de aanleg van de Betuwelijn ( 22589, nr. 68)
commons;1994-1995;53;1995-03-01;;7;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst--7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3343-3343-1.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3343-3343-1?view=html#nl.proc.ob.d.h-tk-19941995-53-3343-3343-1.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3343-3343-1.html;aye;aye;aye;aye;;;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;Giskes;nl.m.02516;;;de motie-Giskes c.s. over de positie van ouders met thuiswonende gehandicapte kinderen in het kader van de WVG en de AWBZ ( 23795, nr. 7)
commons;1994-1995;53;1995-03-01;23029;20;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23029-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3343.1.8.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3343?view=html#nl.proc.ob.d.h-tk-19941995-53-3342-3343.1.8.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3342-3343.html;no;aye;aye;aye;;;aye;aye;no;;;no;aye;aye;aye;aye;no;Verhagen;nl.m.02920;;;amendement-Verhagen (stuk nr. 20)
commons;1994-1995;53;1995-03-01;23029;21;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23029-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3343.1.9.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3343?view=html#nl.proc.ob.d.h-tk-19941995-53-3342-3343.1.9.5.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3342-3343.html;no;aye;aye;no;;;no;aye;no;;;no;no;aye;aye;aye;no;Verhagen;nl.m.02920;;;amendement-Verhagen (stuk nr. 21)
commons;1994-1995;53;1995-03-01;23029;30;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23029-30.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3343.1.9.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3343?view=html#nl.proc.ob.d.h-tk-19941995-53-3342-3343.1.9.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3342-3343.html;aye;no;aye;aye;;;aye;no;no;;;aye;aye;no;no;aye;no;Verhagen;nl.m.02920;Dittrich;nl.m.02512;amendement-Verhagen/Dittrich/Apostolou (stuk nr. 30, I)
commons;1994-1995;53;1995-03-01;22589;69;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22589-69.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3342-2.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-53-3342-3342-2?view=html#nl.proc.ob.d.h-tk-19941995-53-3342-3342-2.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-53-3342-3342-2.html;no;no;no;no;;;aye;no;no;;;no;no;aye;no;aye;no;Rosenmöller;nl.m.02970;;;de motie-Rosenmöller over verschuiving van het vrachtvervoer over de weg naar binnenvaart en spoor ( 22589, nr. 69)
commons;1994-1995;54;1995-03-02;23772;7;motie;accepted;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-23772-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-54-3409-3411.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-54-3409-3411?view=html#nl.proc.ob.d.h-tk-19941995-54-3409-3411.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-54-3409-3411.html;;;;;;;;;;;;;;;;;;Reitsma;nl.m.02824;Verbugt;nl.m.02896;de motie-Reitsma/Verbugt over een autosnelweg op de oostoever ( 23772, nr. 7)
commons;1994-1995;54;1995-03-02;24105;1;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24105-1.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-54-3409-3409.1.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-54-3409-3409?view=html#nl.proc.ob.d.h-tk-19941995-54-3409-3409.1.5.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-54-3409-3409.html;no;no;no;no;;;aye;no;no;;;no;no;no;no;aye;no;Rosenmöller;nl.m.02970;;;de motie-Rosenmöller over het corrigeren van een eventueel in 1995 optredende scheefgroei in het inkomensbeeld ( 24105, nr. 1)
commons;1994-1995;57;1995-03-14;24026;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24026-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-57-3516-3517.1.6.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-57-3516-3517?view=html#nl.proc.ob.d.h-tk-19941995-57-3516-3517.1.6.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-57-3516-3517.html;aye;no;aye;no;;;no;aye;no;;;aye;no;aye;aye;no;no;Van der Linden;nl.m.01899;;;gewijzigde motie-Van der Linden over arbeidskrachten van buiten de EU ( 24026, nr. 7)
commons;1994-1995;59;1995-03-16;24071;18;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24071-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-59-3630-3633.1.15.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-59-3630-3633?view=html#nl.proc.ob.d.h-tk-19941995-59-3630-3633.1.15.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-59-3630-3633.html;no;no;no;no;;;no;no;no;;;no;no;no;no;no;no;Hendriks;nl.m.02518;;;motie-Hendriks (24071, nr. 18)
commons;1994-1995;59;1995-03-16;24071;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24071-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-59-3630-3633.1.15.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-59-3630-3633?view=html#nl.proc.ob.d.h-tk-19941995-59-3630-3633.1.15.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-59-3630-3633.html;no;no;no;aye;;;no;no;no;;;no;aye;no;no;no;aye;Keur;nl.m.02559;;;de motie-Keur c.s. over het aftoppen van het eigen risico tot een nader te bepalen maximum ( 24071, nr. 15)
commons;1994-1995;59;1995-03-16;24071;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24071-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-59-3630-3633.1.14.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-59-3630-3633?view=html#nl.proc.ob.d.h-tk-19941995-59-3630-3633.1.14.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-59-3630-3633.html;aye;no;aye;no;;;aye;aye;no;;;no;no;aye;aye;aye;no;Stellingwerf;nl.m.02544;;;de motie-Stellingwerf c.s. over vergoeding van teelt- of bedrijfsschade in de periode voor 6 februari 1995 ( 24071, nr. 12)
commons;1994-1995;59;1995-03-16;24071;16;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24071-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-59-3630-3633.1.15.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-59-3630-3633?view=html#nl.proc.ob.d.h-tk-19941995-59-3630-3633.1.15.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-59-3630-3633.html;aye;no;no;no;;;no;no;aye;;;no;no;no;no;no;no;Verkerk;nl.m.02546;;;de motie-Verkerk c.s. over het tot stand brengen van een wettelijk kader ( 24071, nr. 16)
commons;1994-1995;59;1995-03-16;24071;17;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24071-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-59-3630-3633.1.15.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-59-3630-3633?view=html#nl.proc.ob.d.h-tk-19941995-59-3630-3633.1.15.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-59-3630-3633.html;aye;aye;aye;no;;;aye;aye;no;;;no;no;aye;aye;aye;no;Van der Linden;nl.m.01899;;;motie-Van der Linden c.s. (24071, nr. 17)
commons;1994-1995;60;1995-03-21;23983;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/23983;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-60-3656-3657.1.10.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-60-3656-3657?view=html#nl.proc.ob.d.h-tk-19941995-60-3656-3657.1.10.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-60-3656-3657.html;aye;aye;aye;aye;;;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de Algemene wet bestuursrecht en andere wetten in verband met de afschaffing van de verplichtingen om advies te vragen over algemene beleidsvoornemens van de rijksoverheid, waaronder regelgeving en het stellen van een dwingende termijn aan advisering (afschaffing adviesverplichtingen) ( 23983)
commons;1994-1995;60;1995-03-21;23818;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23818-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-23818-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-60-3655-3656.1.6.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-60-3655-3656?view=html#nl.proc.ob.d.h-tk-19941995-60-3655-3656.1.6.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-60-3655-3656.html;aye;no;aye;aye;;;aye;aye;no;;;aye;aye;aye;aye;aye;aye;Koekkoek;nl.m.02524;;;amendement-Koekkoek (stuk nr. 12, I)
commons;1994-1995;60;1995-03-21;23818;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23818-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-60-3655-3656.1.7.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-60-3655-3656?view=html#nl.proc.ob.d.h-tk-19941995-60-3655-3656.1.7.5.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-60-3655-3656.html;aye;no;aye;aye;;;aye;aye;no;;;aye;aye;aye;aye;aye;aye;Koekkoek;nl.m.02524;;;amendement-Koekkoek tot invoeging van een nieuw artikel 4a (stuk nr. 10)
commons;1994-1995;60;1995-03-21;23818;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23818-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-23818-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-60-3655-3656.1.7.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-60-3655-3656?view=html#nl.proc.ob.d.h-tk-19941995-60-3655-3656.1.7.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-60-3655-3656.html;no;no;no;no;;;no;no;no;;;aye;no;no;aye;aye;aye;O.P.G. Vos;nl.m.02563;;;amendement-O.P.G. Vos (stuk nr. 9, I)
commons;1994-1995;60;1995-03-21;23818;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/23818;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-60-3655-3656.1.7.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19941995-60-3655-3656?view=html#nl.proc.ob.d.h-tk-19941995-60-3655-3656.1.7.20.1;https://zoek.officielebekendmakingen.nl/h-tk-19941995-60-3655-3656.html;;;;;;;;;;;;;;;;;;;;;;Wijziging van de Wet van 11 mei 1956 (Stb. 242), houdende enige regelen betreffende het gebruik van de Friese taal, in het bijzonder in het rechtsverkeer (verruiming van de mogelijkheden van het gebruik van het Fries) ( 23818)
