#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.aov;nl.p.cda;nl.p.d66;nl.p.fractiebierman;nl.p.gl;nl.p.gpv;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1998-1999;39;1998-12-17;26213;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26213-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2876-2877.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2876-2877?view=html#nl.proc.ob.d.h-tk-19981999-2876-2877.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2876-2877.html;;aye;no;;aye;no;no;no;no;aye;no;Van der Hoeven;nl.m.02880;Vendrik;nl.m.02245;de motie-Van der Hoeven/Vendrik over de gevolgen van de omrekening van gulden naar euro ( 26213, nr. 4)
commons;1998-1999;39;1998-12-17;26213;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26213-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2876-2877.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2876-2877?view=html#nl.proc.ob.d.h-tk-19981999-2876-2877.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2876-2877.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Noorman-den Uyl;nl.m.02531;;;motie-Noorman-den Uyl c.s. (26213, nr. 8)
commons;1998-1999;39;1998-12-17;26213;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26213-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2876-2877.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2876-2877?view=html#nl.proc.ob.d.h-tk-19981999-2876-2877.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2876-2877.html;;aye;no;;aye;no;no;no;no;aye;no;Vendrik;nl.m.02245;Van der Hoeven;nl.m.02880;de motie-Vendrik/Van der Hoeven over belastingvrijstelling voor premies als bedoeld in artikel 111, lid 3, ABW ( 26213, nr. 6)
commons;1998-1999;39;1998-12-17;19637;402;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-402.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877-1?view=html#nl.proc.ob.d.h-tk-19981999-2877-2877-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2877-2877-1.html;;no;no;;aye;no;no;no;no;aye;no;Halsema;nl.m.02220;;;de motie-Halsema over de terugkeer van Afghanen naar Pakistan ( 19637, nr. 402)
commons;1998-1999;39;1998-12-17;19637;403;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-403.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877-1.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877-1?view=html#nl.proc.ob.d.h-tk-19981999-2877-2877-1.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2877-2877-1.html;;no;no;;aye;no;no;no;no;aye;no;Halsema;nl.m.02220;;;de motie-Halsema over de technisch niet verwijderbare asielzoekers ( 19637, nr. 403)
commons;1998-1999;39;1998-12-17;19637;404;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-404.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877-1.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877-1?view=html#nl.proc.ob.d.h-tk-19981999-2877-2877-1.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2877-2877-1.html;;aye;no;;aye;aye;no;aye;aye;aye;no;Verhagen;nl.m.02920;Halsema;nl.m.02220;de motie-Verhagen/Halsema over de IND ( 19637, nr. 404)
commons;1998-1999;39;1998-12-17;19637;405;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-405.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877-1.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877-1?view=html#nl.proc.ob.d.h-tk-19981999-2877-2877-1.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2877-2877-1.html;;no;no;;aye;no;no;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over Noordwest-Somalië ( 19637, nr. 405)
commons;1998-1999;39;1998-12-17;19637;406;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-406.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877-1.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877-1?view=html#nl.proc.ob.d.h-tk-19981999-2877-2877-1.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2877-2877-1.html;;no;no;;aye;no;no;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over Iraakse asielzoekers ( 19637, nr. 406)
commons;1998-1999;39;1998-12-17;22054;41;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-22054-41.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877?view=html#nl.proc.ob.d.h-tk-19981999-2877-2877.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2877-2877.html;;aye;aye;;aye;aye;aye;aye;aye;aye;no;Apostolou;nl.m.02966;;;de motie-Apostolou c.s. over de wapenexport naar India en Pakistan ( 22054, nr. 41)
commons;1998-1999;39;1998-12-17;22054;42;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22054-42.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877.1.7.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2877?view=html#nl.proc.ob.d.h-tk-19981999-2877-2877.1.7.5.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2877-2877.html;;aye;no;;aye;aye;no;aye;aye;aye;no;M.B. Vos;nl.m.02547;Van Ardenne-van der Hoeven;nl.m.02501;de motie-M.B. Vos/Van Ardenne-van der Hoeven over wapenleveranties aan China ( 22054, nr. 42)
commons;1998-1999;39;1998-12-17;25847;17;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25847-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2878.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2877-2878?view=html#nl.proc.ob.d.h-tk-19981999-2877-2878.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2877-2878.html;;aye;aye;;aye;aye;aye;aye;aye;aye;no;Spoelman;nl.m.02241;;;de motie-Spoelman c.s. over instrumenten tot volumebeheersing ( 25847, nr. 17)
commons;1998-1999;39;1998-12-17;26213;3;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26213-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2876-2877.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2876-2877?view=html#nl.proc.ob.d.h-tk-19981999-2876-2877.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2876-2877.html;;aye;no;;aye;no;no;no;no;aye;no;Van der Hoeven;nl.m.02880;;;de motie-Van der Hoeven over toezicht op de uitvoering van het belastingrecht door lagere overheden ( 26213, nr. 3)
commons;1998-1999;39;1998-12-17;26265;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26265-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2876-2876.1.7.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2876-2876?view=html#nl.proc.ob.d.h-tk-19981999-2876-2876.1.7.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2876-2876.html;;no;no;;no;no;no;no;no;aye;no;Poppe houdende de uitspraak dat een verdere groei onacceptabel is;;;;de motie-Poppe houdende de uitspraak dat een verdere groei onacceptabel is ( 26265, nr. 6)
commons;1998-1999;39;1998-12-17;26265;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26265-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2876-2876.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2876-2876?view=html#nl.proc.ob.d.h-tk-19981999-2876-2876.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2876-2876.html;;aye;no;;aye;aye;no;aye;aye;aye;no;Rosenmöller;nl.m.02970;;;de motie-Rosenmöller c.s. over uitvoering van de aanbevelingen van de Algemene Rekenkamer ( 26265, nr. 7)
commons;1998-1999;39;1998-12-17;26200-XV;42;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XV-42.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2871-2873.1.9.57.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2871-2873?view=html#nl.proc.ob.d.h-tk-19981999-2871-2873.1.9.57.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2871-2873.html;;no;no;;aye;no;no;aye;no;aye;no;Van Dijke;nl.m.02509;;;motie-Van Dijke (26200-XV, nr. 42)
commons;1998-1999;39;1998-12-17;26200-XV;43;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XV-43.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2871-2873.1.9.60.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2871-2873?view=html#nl.proc.ob.d.h-tk-19981999-2871-2873.1.9.60.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2871-2873.html;;aye;no;;aye;aye;no;aye;no;aye;no;Van Dijke;nl.m.02509;;;motie-Van Dijke c.s. (26200-XV, nr. 43)
commons;1998-1999;39;1998-12-17;22589;133;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22589-133.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2873-2874.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2873-2874?view=html#nl.proc.ob.d.h-tk-19981999-2873-2874.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2873-2874.html;;aye;no;;aye;no;no;aye;aye;aye;no;Leers;nl.m.02881;;;de motie-Leers over niet aangaan van verdere verplichtingen t.b.v. de aanleg van de Betuwelijn ( 22589, nr. 133)
commons;1998-1999;39;1998-12-17;22589;136;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-22589-136.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2873-2874.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2873-2874?view=html#nl.proc.ob.d.h-tk-19981999-2873-2874.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2873-2874.html;;aye;aye;;aye;aye;aye;aye;no;no;aye;Feenstra;nl.m.02860;;;de motie-Feenstra over private exploitatie van de Betuwelijn ( 22589, nr. 136)
commons;1998-1999;39;1998-12-17;22589;137;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22589-137.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2873-2874.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2873-2874?view=html#nl.proc.ob.d.h-tk-19981999-2873-2874.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2873-2874.html;;no;no;;aye;no;no;aye;aye;aye;no;Van der Steenhoven;nl.m.02242;;;de motie-Van der Steenhoven c.s. over een opportuniteitstoets inzake de Betuwelijn ( 22589, nr. 137)
commons;1998-1999;39;1998-12-17;22589;138;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22589-138.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2873-2874.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2873-2874?view=html#nl.proc.ob.d.h-tk-19981999-2873-2874.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2873-2874.html;;no;no;;no;no;no;aye;aye;aye;no;Van Bommel;nl.m.02211;;;de motie-Van Bommel over afzien van verdere aanleg van de Betuwelijn ( 22589, nr. 138)
commons;1998-1999;39;1998-12-17;25608;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25608-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2874-2874-2.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2874-2874-2?view=html#nl.proc.ob.d.h-tk-19981999-2874-2874-2.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2874-2874-2.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Cornielje;nl.m.02506;;;de motie-Cornielje c.s. over continuering van de kernactiviteiten van NewMetropolis ( 25608, nr. 15)
commons;1998-1999;39;1998-12-17;25608;16;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25608-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2874-2874-2.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2874-2874-2?view=html#nl.proc.ob.d.h-tk-19981999-2874-2874-2.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2874-2874-2.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Lambrechts;nl.m.02526;;;de motie-Lambrechts c.s. over het voortbestaan van Pinetum Blijdenstein ( 25608, nr. 16)
commons;1998-1999;39;1998-12-17;25608;17;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25608-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2874-2874-2.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2874-2874-2?view=html#nl.proc.ob.d.h-tk-19981999-2874-2874-2.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2874-2874-2.html;;no;no;;aye;no;no;no;no;no;no;Van Gent;nl.m.02218;;;de motie-Van Gent over subsidie voor NewMetropolis ( 25608, nr. 17)
commons;1998-1999;39;1998-12-17;26200-XI;43;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-43.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2875-2875-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2875-2875-1?view=html#nl.proc.ob.d.h-tk-19981999-2875-2875-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2875-2875-1.html;;aye;aye;;no;aye;aye;aye;aye;aye;aye;Udo;nl.m.02256;;;motie-Udo c.s. (26200-XI, nr. 43)
commons;1998-1999;39;1998-12-17;25453;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25453-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2875-2875.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2875-2875?view=html#nl.proc.ob.d.h-tk-19981999-2875-2875.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2875-2875.html;;no;no;;aye;no;no;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over een verblijfsvergunning voor witte illegalen ( 25453, nr. 10)
commons;1998-1999;39;1998-12-17;26210;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26210-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2870-2871.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2870-2871?view=html#nl.proc.ob.d.h-tk-19981999-2870-2871.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2870-2871.html;;no;no;;no;no;no;no;no;aye;no;Kant;nl.m.02226;;;de motie-Kant over segregatie in het onderwijs ( 26210, nr. 12)
commons;1998-1999;39;1998-12-17;26210;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26210-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2870-2871.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2870-2871?view=html#nl.proc.ob.d.h-tk-19981999-2870-2871.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2870-2871.html;;no;no;;no;no;no;no;no;aye;no;Kant;nl.m.02226;;;de motie-Kant over het tegengaan van segregatie ( 26210, nr. 11)
commons;1998-1999;39;1998-12-17;26200-XII;19;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.34.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.34.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;aye;aye;;no;aye;aye;aye;aye;aye;aye;Hofstra;nl.m.02566;;;motie-Hofstra c.s. (26200-XII, nr. 19)
commons;1998-1999;39;1998-12-17;26200-XII;20;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.37.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.37.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;no;no;;aye;aye;no;aye;aye;aye;no;Van Bommel;nl.m.02211;;;motie-Van Bommel (26200-XII, nr. 20)
commons;1998-1999;39;1998-12-17;26200-XII;21;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.40.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.40.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;aye;aye;;no;aye;aye;no;no;aye;aye;Giskes;nl.m.02516;;;motie-Giskes c.s. (26200-XII, nr. 21)
commons;1998-1999;39;1998-12-17;26200-XII;22;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-22.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.43.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.43.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;aye;aye;;no;aye;aye;aye;aye;aye;aye;Giskes;nl.m.02516;;;motie-Giskes c.s. (26200-XII, nr. 22)
commons;1998-1999;39;1998-12-17;26200-XII;31;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-31.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.46.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.46.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;no;aye;;aye;aye;aye;aye;aye;aye;no;Stellingwerf;nl.m.02544;Van den Berg;nl.m.02792;motie-Stellingwerf/Van den Berg (26200-XII, nr. 31)
commons;1998-1999;39;1998-12-17;26200-XII;25;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.49.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.49.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van den Berg;nl.m.02792;;;motie-Van den Berg (26200-XII, nr. 25)
commons;1998-1999;39;1998-12-17;26200-XI;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.52.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.52.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;no;aye;;aye;aye;aye;aye;aye;aye;no;Augusteijn-Esser;nl.m.02502;Feenstra;nl.m.02860;motie-Augusteijn-Esser/Feenstra (26200-XI, nr. 11)
commons;1998-1999;39;1998-12-17;26263;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;no;;no;no;no;no;aye;aye;no;Leers;nl.m.02881;;;de motie-Leers over compensatie van een hogere prijspeilontwikkeling ( 26263, nr. 6)
commons;1998-1999;39;1998-12-17;26263;7;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;aye;;no;aye;aye;no;no;no;aye;Leers;nl.m.02881;Bos;nl.m.02212;de motie-Leers/Bos over PPS-projecten op het gebied van infrastructuur en binnenstedelijke vernieuwing ( 26263, nr. 7)
commons;1998-1999;39;1998-12-17;26263;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;no;;no;aye;no;aye;no;no;no;Leers;nl.m.02881;;;de motie-Leers over de A4 Midden-Delfland ( 26263, nr. 8)
commons;1998-1999;39;1998-12-17;26200-XII;30;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-30.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.31.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;aye;aye;;no;no;no;no;aye;no;aye;Hofstra;nl.m.02566;Giskes;nl.m.02516;motie-Hofstra/Giskes (26200-XII, nr. 30)
commons;1998-1999;39;1998-12-17;26200-XII;17;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.28.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;no;no;;aye;no;no;aye;no;aye;no;Van der Steenhoven;nl.m.02242;;;motie-Van der Steenhoven (26200-XII, nr. 17)
commons;1998-1999;39;1998-12-17;26200-XII;16;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;no;no;;aye;no;no;aye;aye;aye;no;Van der Steenhoven;nl.m.02242;;;motie-Van der Steenhoven (26200-XII, nr. 16)
commons;1998-1999;39;1998-12-17;26200 VIII;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26200 VIII;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2865-2865.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2865-2865?view=html#nl.proc.ob.d.h-tk-19981999-2865-2865.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2865-2865.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Onderwijs, Cultuur en Wetenschappen (VIII) voor het jaar 1999 ( 26200 VIII)
commons;1998-1999;39;1998-12-17;26200;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26200;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2866-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2866-1?view=html#nl.proc.ob.d.h-tk-19981999-2866-2866-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2866-1.html;;aye;aye;;aye;aye;aye;aye;aye;no;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Infrastructuurfonds voor het jaar 1999 ( 26200 A)
commons;1998-1999;39;1998-12-17;26200-A;7;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-A-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2866-1.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2866-1?view=html#nl.proc.ob.d.h-tk-19981999-2866-2866-1.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2866-1.html;;no;aye;;aye;aye;aye;aye;aye;aye;no;Van Heemst;nl.m.02887;Giskes;nl.m.02516;motie-Van Heemst/Giskes (26200-A, nr. 7)
