#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.50plus;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.fractieyildirim;nl.p.gl;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2010-2011;3;2010-09-23;28286;431;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28286-431.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-3-22.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-3-22?view=html#nl.proc.ob.d.h-tk-20102011-3-22.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-3-22.html;;aye;aye;no;;no;;no;no;aye;aye;no;aye;Dijkgraaf;nl.m.02306;;;de motie-Dijkgraaf c.s. over opheffen van het fokverbod voor jaarlingen die in 2010 besmet zijn verklaard ( 28286, nr. 431)
commons;2010-2011;3;2010-09-23;28286;432;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28286-432.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-3-22.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-3-22?view=html#nl.proc.ob.d.h-tk-20102011-3-22.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-3-22.html;;no;aye;no;;no;;no;no;aye;aye;no;aye;Dijkgraaf;nl.m.02306;Wiegman-van Meppelen Scheppink;nl.m.03125;de motie-Dijkgraaf/Wiegman-van Meppelen Scheppink over opheffen van het fokverbod voor jaarlingen op besmette melkschapenbedrijven ( 28286, nr. 432)
commons;2010-2011;3;2010-09-23;28286;433;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28286-433.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-3-22.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-3-22?view=html#nl.proc.ob.d.h-tk-20102011-3-22.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-3-22.html;;no;aye;no;;no;;no;no;aye;aye;no;aye;Dijkgraaf;nl.m.02306;Wiegman-van Meppelen Scheppink;nl.m.03125;de motie-Dijkgraaf/Wiegman-van Meppelen Scheppink over het fokverbod voor jaarlingen ( 28286, nr. 433)
commons;2010-2011;3;2010-09-23;28286;434;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28286-434.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-3-22.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-3-22?view=html#nl.proc.ob.d.h-tk-20102011-3-22.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-3-22.html;;aye;aye;aye;;aye;;aye;no;aye;aye;aye;aye;Ormel;nl.m.02368;;;de motie-Ormel c.s. over een plan van aanpak ter bestrijding van Q-koorts ( 28286, nr. 434)
commons;2010-2011;4;2010-09-28;32333:,32333;62;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-62.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19?view=html#nl.proc.ob.d.h-tk-20102011-4-19.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-4-19.html;;aye;no;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Justitie (32333, nr. 62) met voorgestelde wijzigingen in onderdeel D
commons;2010-2011;4;2010-09-28;29628;224;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29628-224.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-17.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-17?view=html#nl.proc.ob.d.h-tk-20102011-4-17.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-4-17.html;;no;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;Van Raak;nl.m.03035;Hennis-Plasschaert;nl.m.16052;motie-Van Raak/Hennis-Plasschaert (29628, nr. 224)
commons;2010-2011;4;2010-09-28;29344;77;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29344-77.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-22.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-22?view=html#nl.proc.ob.d.h-tk-20102011-4-22.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-4-22.html;;no;no;no;;no;;no;no;aye;no;no;no;Agema;nl.m.03048;;;de motie-Agema over beperken van de medische zorg voor asielzoekers tot spoedeisende medisch noodzakelijke zorg ( 29344, nr. 77)
commons;2010-2011;4;2010-09-28;32195;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32195-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-15.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-15?view=html#nl.proc.ob.d.h-tk-20102011-4-15.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-4-15.html;;aye;aye;aye;;aye;;aye;aye;no;aye;aye;no;Arib;nl.m.02203;;;de motie-Arib over vormgeving en financiering van selectieve preventie ( 32195, nr. 9)
commons;2010-2011;4;2010-09-28;32195;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/32195;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-15.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-15?view=html#nl.proc.ob.d.h-tk-20102011-4-15.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-4-15.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de Wet publieke gezondheid onder meer in verband met de Wet veiligheidsregio's ( 32195)
commons;2010-2011;4;2010-09-28;32322;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32322-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-20.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-20?view=html#nl.proc.ob.d.h-tk-20102011-4-20.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-4-20.html;;no;no;no;;no;;no;no;aye;no;no;no;Brinkman;nl.m.03099;;;de motie-Brinkman over het belang van de onafhankelijkheid van het instituut Nationale ombudsman ( 32322, nr. 4)
commons;2010-2011;4;2010-09-28;32333:,32333;60;brief;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-60.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19?view=html#nl.proc.ob.d.h-tk-20102011-4-19.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-4-19.html;;no;aye;no;;no;;aye;aye;no;no;aye;no;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 60, II) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;4;2010-09-28;32333:,32333;60;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-60.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19?view=html#nl.proc.ob.d.h-tk-20102011-4-19.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-4-19.html;;no;aye;no;;no;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 60, I) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;4;2010-09-28;32333:,32333;60;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-60.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19?view=html#nl.proc.ob.d.h-tk-20102011-4-19.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-4-19.html;;aye;aye;no;;no;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 60, III) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;4;2010-09-28;32333:,32333;60;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-60.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19?view=html#nl.proc.ob.d.h-tk-20102011-4-19.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-4-19.html;;aye;aye;no;;no;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 60, IV) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;4;2010-09-28;32333:,32333;61;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-61.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19?view=html#nl.proc.ob.d.h-tk-20102011-4-19.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-4-19.html;;aye;aye;no;;aye;;aye;aye;aye;aye;no;aye;;;;;In stemming komt de brief van de vaste commissie voor Economische Zaken (32333, nr. 61) met voorgestelde wijzigingen in onderdeel L
commons;2010-2011;4;2010-09-28;32333:,32333;59;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-59.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-4-19?view=html#nl.proc.ob.d.h-tk-20102011-4-19.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-4-19.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 59) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;9;2010-10-07;32333:,32333;66;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-66.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.78.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.78.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 66, X) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;9;2010-10-07;32333:,32333;67;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-67.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.93.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.93.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;no;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Sociale Zaken en Werkgelegenheid (32333, nr. 67, V) met voorgestelde wijzigingen in onderdeel N
commons;2010-2011;9;2010-10-07;32333:,32333;69;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-69.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.48.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Defensie (32333, nr. 69, IV) met voorgestelde wijzigingen in onderdeel I
commons;2010-2011;9;2010-10-07;32333:,32333;66;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-66.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.51.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 66, I) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;9;2010-10-07;32333:,32333;66;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-66.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.54.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.54.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 66, II) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;9;2010-10-07;32333:,32333;66;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-66.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.57.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.57.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 66, III) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;9;2010-10-07;32333:,32333;66;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-66.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.60.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.60.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 66, IV) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;9;2010-10-07;32333:,32333;67;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-67.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.90.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.90.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;no;;aye;;no;no;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Sociale Zaken en Werkgelegenheid (32333, nr. 67, IV) met voorgestelde wijzigingen in onderdeel N
commons;2010-2011;9;2010-10-07;32333:,32333;66;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-66.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.63.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.63.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 66, V) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;9;2010-10-07;32333:,32333;67;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-67.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.87.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.87.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Sociale Zaken en Werkgelegenheid (32333, nr. 67, III) met voorgestelde wijzigingen in onderdeel N
commons;2010-2011;9;2010-10-07;32333:,32333;67;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-67.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.84.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.84.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Sociale Zaken en Werkgelegenheid (32333, nr. 67, II) met voorgestelde wijzigingen in onderdeel N
commons;2010-2011;9;2010-10-07;31288;117;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31288-117.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-18.1.7.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-18?view=html#nl.proc.ob.d.h-tk-20102011-9-18.1.7.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-18.html;;no;no;aye;;aye;;aye;aye;aye;no;aye;aye;Klaver;nl.m.03226;;;motie-Klaver c.s. (31288, nr. 117)
commons;2010-2011;9;2010-10-07;32333:,32333;67;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-67.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.81.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.81.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Sociale Zaken en Werkgelegenheid (32333, nr. 67, I) met voorgestelde wijzigingen in onderdeel N
commons;2010-2011;9;2010-10-07;32333:,32333;66;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-66.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.66.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.66.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 66, VI) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;9;2010-10-07;32333:,32333;66;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-66.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.69.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.69.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 66, VII) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;9;2010-10-07;32333:,32333;66;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-66.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.72.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.72.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 66, VIII) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;9;2010-10-07;32333:,32333;66;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-66.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.75.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.75.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Verkeer en Waterstaat (32333, nr. 66, IX) met voorgestelde wijzigingen in onderdeel K
commons;2010-2011;9;2010-10-07;32333:,32333;69;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-69.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.45.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Defensie (32333, nr. 69, III) met voorgestelde wijzigingen in onderdeel I
commons;2010-2011;9;2010-10-07;31288;114;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31288-114.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-18.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-18?view=html#nl.proc.ob.d.h-tk-20102011-9-18.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-18.html;;no;aye;aye;;aye;;aye;aye;aye;no;aye;no;Jasper van Dijk;nl.m.03104;;;de motie-Jasper van Dijk over terugvordering van het onterechte bedrag aan diplomabonussen ( 31288, nr. 114)
commons;2010-2011;9;2010-10-07;29248;139;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-139.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-19.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-19?view=html#nl.proc.ob.d.h-tk-20102011-9-19.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-19.html;;aye;aye;aye;;aye;;aye;no;aye;aye;no;aye;Van der Staaij;nl.m.02252;;;de motie-Van der Staaij over besparingen op de ggz door minder snel door te verwijzen naar de tweedelijnszorg ( 29248, nr. 139)
commons;2010-2011;9;2010-10-07;29248;146;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-146.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-19.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-19?view=html#nl.proc.ob.d.h-tk-20102011-9-19.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-19.html;;no;aye;aye;;aye;;aye;no;no;aye;no;no;Wiegman-van Meppelen Scheppink;nl.m.03125;;;de motie-Wiegman-van Meppelen Scheppink over uitzonderen van een aantal dbc's bij invoering van een eigenbijdrageregeling in de ggz ( 29248, nr. 146)
commons;2010-2011;9;2010-10-07;29248;143;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-143.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-19.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-19?view=html#nl.proc.ob.d.h-tk-20102011-9-19.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-19.html;;no;no;no;;aye;;no;no;no;no;aye;no;Leijten;nl.m.03095;;;de motie-Leijten over verlagen van de specialistenvergoeding in plaats van invoeren van een eigen bijdrage ( 29248, nr. 143)
commons;2010-2011;9;2010-10-07;29248;148;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-148.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-19.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-19?view=html#nl.proc.ob.d.h-tk-20102011-9-19.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-19.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;no;aye;Van der Veen;nl.m.03083;;;de motie-Van der Veen c.s. over overheveling van de TNF-alfaremmers naar het ziekenhuisbudget ( 29248, nr. 148)
commons;2010-2011;9;2010-10-07;29248;145;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29248-145.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-19.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-19?view=html#nl.proc.ob.d.h-tk-20102011-9-19.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-19.html;;no;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;Van der Veen;nl.m.03083;;;de motie-Van der Veen over actualiseren van het GVS per 1 januari 2012 ( 29248, nr. 145)
commons;2010-2011;9;2010-10-07;32333:,32333;65;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-65.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Binnenlandse Zaken en Koninkrijksrelaties (32333, nr. 65, I) met voorgestelde wijzigingen in onderdeel E
commons;2010-2011;9;2010-10-07;32333:,32333;65;brief;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32333:,32333-65.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-9-20?view=html#nl.proc.ob.d.h-tk-20102011-9-20.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-9-20.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;In stemming komt de brief van de vaste commissie voor Binnenlandse Zaken en Koninkrijksrelaties (32333, nr. 65, II) met voorgestelde wijzigingen in onderdeel E
