#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.50plus;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.fractieyildirim;nl.p.gl;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2010-2011;36;2010-12-16;32500-V;91;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-V-91.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18?view=html#nl.proc.ob.d.h-tk-20102011-36-18.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-18.html;;no;aye;no;;no;;no;aye;aye;aye;aye;no;Kortenoeven;nl.m.03224;;;motie-Kortenoeven (32500-V, nr. 91)
commons;2010-2011;36;2010-12-16;32500-V;98;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-V-98.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18.1.56.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18?view=html#nl.proc.ob.d.h-tk-20102011-36-18.1.56.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-18.html;;no;no;no;;no;;no;no;aye;no;no;no;Driessen;nl.m.03215;;;motie-Driessen (32500-V, nr. 98)
commons;2010-2011;36;2010-12-16;32500-V;99;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-V-99.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18.1.59.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18?view=html#nl.proc.ob.d.h-tk-20102011-36-18.1.59.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-18.html;;no;no;no;;no;;no;no;aye;no;no;no;Driessen;nl.m.03215;;;motie-Driessen (32500-V, nr. 99)
commons;2010-2011;36;2010-12-16;32500-XIII;163;motie;rejected;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-32500-XIII-163.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-64.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-64?view=html#nl.proc.ob.d.h-tk-20102011-36-64.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-64.html;;;;;;;;;;;;;;Thieme;nl.m.03100;Braakhuis;nl.m.03227;motie-Thieme/Braakhuis (32500-XIII, nr. 163)
commons;2010-2011;36;2010-12-16;32521;8;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32521-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-32521-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-101.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-101?view=html#nl.proc.ob.d.h-tk-20102011-36-101.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-101.html;;no;aye;aye;;aye;;aye;aye;no;no;aye;no;Ulenbelt;nl.m.03096;;;amendement-Ulenbelt (stuk nr. 8)
commons;2010-2011;36;2010-12-16;32521;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/32521;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-101.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-101?view=html#nl.proc.ob.d.h-tk-20102011-36-101.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-101.html;;aye;aye;no;;no;;no;aye;aye;aye;no;aye;;;;;Introductie van een regeling die het mogelijk maakt oudere belastingplichtigen een tegemoetkoming te verstrekken met het oog op compensatie van koopkrachtverlies als gevolg van beleidsmaatregelen (Wet mogelijkheid koopkrachttegemoetkoming oudere belastingplichtigen) ( 32521)
commons;2010-2011;36;2010-12-16;25657;51;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25657-51.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-115.1.7.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-115?view=html#nl.proc.ob.d.h-tk-20102011-36-115.1.7.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-115.html;;no;aye;aye;;aye;;aye;aye;no;no;aye;no;Wiegman-van Meppelen Scheppink;nl.m.03125;;;de motie-Wiegman-van Meppelen Scheppink c.s. over beslag op toegekend pgb ( 25657, nr. 51)
commons;2010-2011;36;2010-12-16;25657;55;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25657-55.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-115.1.7.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-115?view=html#nl.proc.ob.d.h-tk-20102011-36-115.1.7.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-115.html;;no;aye;aye;;aye;;aye;aye;no;aye;aye;no;Leijten;nl.m.03095;;;motie-Leijten c.s. (25657, nr. 55)
commons;2010-2011;36;2010-12-16;25657;56;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25657-56.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-115.1.7.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-115?view=html#nl.proc.ob.d.h-tk-20102011-36-115.1.7.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-115.html;;no;aye;aye;;aye;;aye;aye;aye;aye;aye;no;Leijten;nl.m.03095;;;motie-Leijten c.s. (25657, nr. 56)
commons;2010-2011;36;2010-12-16;32521;9;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32521-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-101.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-101?view=html#nl.proc.ob.d.h-tk-20102011-36-101.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-101.html;;no;no;aye;;aye;;aye;aye;no;no;aye;no;Koser Kaya;nl.m.02453;;;de motie-Koser Kaya over een budgettaire tegenvaller ( 32521, nr. 9)
commons;2010-2011;36;2010-12-16;32565;3;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32565-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-102.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-102?view=html#nl.proc.ob.d.h-tk-20102011-36-102.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-102.html;;no;aye;aye;;aye;;aye;aye;no;no;aye;no;Plasterk;nl.m.03154;;;de motie-Plasterk c.s. over huurtoeslag en hypotheekrenteaftrek ( 32565, nr. 3)
commons;2010-2011;36;2010-12-16;32565;4;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32565-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-102.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-102?view=html#nl.proc.ob.d.h-tk-20102011-36-102.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-102.html;;aye;no;no;;no;;no;no;aye;aye;no;aye;Harbers;nl.m.03111;Blanksma-van den Heuvel;nl.m.03049;de motie-Harbers/Blanksma-van den Heuvel over begrotingsregels in de Comptabiliteitswet ( 32565, nr. 4)
commons;2010-2011;36;2010-12-16;32565;5;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32565-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-102.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-102?view=html#nl.proc.ob.d.h-tk-20102011-36-102.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-102.html;;no;aye;aye;;aye;;aye;aye;no;no;aye;no;Irrgang;nl.m.02422;;;de motie-Irrgang c.s. over aanvullende posten Financiënbegroting ( 32565, nr. 5)
commons;2010-2011;36;2010-12-16;32565;6;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32565-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-102.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-102?view=html#nl.proc.ob.d.h-tk-20102011-36-102.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-102.html;;aye;aye;aye;;aye;;no;aye;aye;aye;aye;aye;Blanksma-van den Heuvel;nl.m.03049;Harbers;nl.m.03111;de motie-Blanksma-van den Heuvel/Harbers over evaluatie overheidsgaranties ( 32565, nr. 6)
commons;2010-2011;36;2010-12-16;30573;59;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30573-59.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-62.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-62?view=html#nl.proc.ob.d.h-tk-20102011-36-62.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-62.html;;no;no;aye;;aye;;aye;aye;no;no;aye;no;Dibi;nl.m.03092;;;de motie-Dibi over een plotselinge toestroom ( 30573, nr. 59)
commons;2010-2011;36;2010-12-16;30573;60;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30573-60.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-62.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-62?view=html#nl.proc.ob.d.h-tk-20102011-36-62.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-62.html;;no;aye;aye;;aye;;aye;aye;no;no;aye;no;Schouw;nl.m.03025;;;de motie-Schouw c.s. over het Europese besluitvormingsproces ( 30573, nr. 60)
commons;2010-2011;36;2010-12-16;32500-V;101;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-V-101.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18.1.62.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18?view=html#nl.proc.ob.d.h-tk-20102011-36-18.1.62.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-18.html;;aye;aye;aye;;aye;;aye;aye;no;aye;aye;aye;El Fassed;nl.m.03228;Nicolaï;nl.m.02231;motie-El Fassed/Nicolaï (32500-V, nr. 101)
commons;2010-2011;36;2010-12-16;32500-V;102;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-V-102.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18.1.65.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18?view=html#nl.proc.ob.d.h-tk-20102011-36-18.1.65.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-18.html;;aye;aye;aye;;aye;;aye;aye;no;aye;aye;aye;El Fassed;nl.m.03228;;;motie-El Fassed (32500-V, nr. 102)
commons;2010-2011;36;2010-12-16;32500-V;103;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-V-103.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18.1.69.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18?view=html#nl.proc.ob.d.h-tk-20102011-36-18.1.69.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-18.html;;no;no;aye;;aye;;aye;aye;no;aye;aye;no;El Fassed;nl.m.03228;;;motie-El Fassed (32500-V, nr. 103)
commons;2010-2011;36;2010-12-16;32500-V;106;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-V-106.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18.1.72.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18?view=html#nl.proc.ob.d.h-tk-20102011-36-18.1.72.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-18.html;;no;no;aye;;aye;;no;no;no;no;aye;no;El Fassed;nl.m.03228;Braakhuis;nl.m.03227;motie-El Fassed/Braakhuis (32500-V, nr. 106)
commons;2010-2011;36;2010-12-16;32500-V;107;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-V-107.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18.1.75.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18?view=html#nl.proc.ob.d.h-tk-20102011-36-18.1.75.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-18.html;;aye;aye;aye;;aye;;aye;aye;no;aye;aye;no;Voordewind;nl.m.03070;;;motie-Voordewind (32500-V, nr. 107)
commons;2010-2011;36;2010-12-16;32500-V;108;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-V-108.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18.1.78.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18?view=html#nl.proc.ob.d.h-tk-20102011-36-18.1.78.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-18.html;;no;aye;aye;;aye;;aye;aye;no;aye;aye;no;Voordewind;nl.m.03070;;;motie-Voordewind c.s. (32500-V, nr. 108)
commons;2010-2011;36;2010-12-16;32500-V;110;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-V-110.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18.1.81.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18?view=html#nl.proc.ob.d.h-tk-20102011-36-18.1.81.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-18.html;;aye;aye;aye;;aye;;aye;aye;no;aye;aye;no;Voordewind;nl.m.03070;;;motie-Voordewind (32500-V, nr. 110)
commons;2010-2011;36;2010-12-16;32500-V;113;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-V-113.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18.1.84.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18?view=html#nl.proc.ob.d.h-tk-20102011-36-18.1.84.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-18.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;Van der Staaij;nl.m.02252;;;motie-Van der Staaij c.s. (32500-V, nr. 113)
commons;2010-2011;36;2010-12-16;32500-V;114;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-V-114.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18.1.87.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-18?view=html#nl.proc.ob.d.h-tk-20102011-36-18.1.87.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-18.html;;aye;aye;aye;;aye;;aye;aye;no;aye;aye;aye;Thieme;nl.m.03100;;;motie-Thieme c.s. (32500-V, nr. 114)
commons;2010-2011;36;2010-12-16;32500-XIII;162;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-XIII-162.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-64.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-64?view=html#nl.proc.ob.d.h-tk-20102011-36-64.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-64.html;;aye;aye;aye;;aye;;aye;aye;no;aye;aye;aye;Wiegman-van Meppelen Scheppink;nl.m.03125;;;motie-Wiegman-van Meppelen Scheppink c.s. (32500-XIII, nr. 162)
commons;2010-2011;36;2010-12-16;32500-XIII;161;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500-XIII-161.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-63.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-63?view=html#nl.proc.ob.d.h-tk-20102011-36-63.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-63.html;;no;aye;no;;no;;no;no;aye;aye;aye;no;Dijkgraaf;nl.m.02306;;;motie-Dijkgraaf c.s. (32500-XIII, nr. 161)
commons;2010-2011;36;2010-12-16;25657;45;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25657-45.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-115.1.7.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-115?view=html#nl.proc.ob.d.h-tk-20102011-36-115.1.7.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-115.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;Uitslag;nl.m.03059;;;de motie-Uitslag c.s. over opheffen van de persoonsgebondenbudgetstop ( 25657, nr. 45)
commons;2010-2011;36;2010-12-16;;20;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst--20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-49.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-49?view=html#nl.proc.ob.d.h-tk-20102011-36-49.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-49.html;;no;aye;no;;aye;;aye;aye;no;no;aye;no;Vermeij;nl.m.03084;Ulenbelt;nl.m.03096;amendementen-Vermeij/Ulenbelt (stuk nrs. 20, I en II)
commons;2010-2011;36;2010-12-16;32500 XI;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500 XI-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-32500-XI-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-45.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-45?view=html#nl.proc.ob.d.h-tk-20102011-36-45.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-45.html;;no;aye;aye;;aye;;aye;aye;no;no;aye;no;Samsom;nl.m.02335;;;amendement-Samsom (stuk nr. 9)
commons;2010-2011;36;2010-12-16;32500 X;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/32500 X;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-44.1.9.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-44?view=html#nl.proc.ob.d.h-tk-20102011-36-44.1.9.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-44.html;;aye;aye;aye;;aye;;no;no;aye;aye;no;aye;;;;;Vaststelling van de begrotingsstaten van het Ministerie van Defensie (X) voor het jaar 2011 ( 32500 X)
commons;2010-2011;36;2010-12-16;;48;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst--48.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-44.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-44?view=html#nl.proc.ob.d.h-tk-20102011-36-44.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-44.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;Bruins Slot;nl.m.03221;;;amendementen-Bruins Slot c.s. (stuk nrs. 48, I en II)
commons;2010-2011;36;2010-12-16;32500 X;74;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32500 X-74.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-32500-X-74?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-44.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-44?view=html#nl.proc.ob.d.h-tk-20102011-36-44.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-44.html;;aye;aye;aye;;aye;;no;aye;aye;aye;aye;aye;Ten Broeke;nl.m.03069;;;amendement-Ten Broeke c.s. (stuk nr. 74, I)
commons;2010-2011;36;2010-12-16;32500 IX;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/32500 IX;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-43.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-43?view=html#nl.proc.ob.d.h-tk-20102011-36-43.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-43.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaten van het ministerie van Financiën (IXB) voor het jaar 2011 ( 32500 IXB)
commons;2010-2011;36;2010-12-16;32500 IXB;13;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500 IXB-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-43.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-43?view=html#nl.proc.ob.d.h-tk-20102011-36-43.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-43.html;;no;aye;no;;no;;aye;aye;no;aye;aye;no;Dikkers;nl.m.03241;;;amendement-Dikkers (stuk nr. 13)
commons;2010-2011;36;2010-12-16;32500 IXB;12;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500 IXB-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-43.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-43?view=html#nl.proc.ob.d.h-tk-20102011-36-43.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-43.html;;no;aye;no;;no;;aye;aye;no;aye;aye;no;Dikkers;nl.m.03241;;;amendement-Dikkers (stuk nr. 12)
commons;2010-2011;36;2010-12-16;32500 IXB;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500 IXB-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-43.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-43?view=html#nl.proc.ob.d.h-tk-20102011-36-43.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-43.html;;no;aye;aye;;aye;;aye;aye;no;aye;aye;no;El Fassed;nl.m.03228;Hachchi;nl.m.03190;amendement-El Fassed/Hachchi (stuk nr. 11)
commons;2010-2011;36;2010-12-16;32500 IXB;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32500 IXB-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-43.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-43?view=html#nl.proc.ob.d.h-tk-20102011-36-43.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-43.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;Ferrier;nl.m.02310;Dijkhoff;nl.m.03250;amendement-Ferrier/Dijkhoff (stuk nr. 9)
commons;2010-2011;36;2010-12-16;32500 IXB;15;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500 IXB-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-43.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-43?view=html#nl.proc.ob.d.h-tk-20102011-36-43.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-43.html;;no;aye;no;;no;;aye;aye;no;aye;aye;no;Irrgang;nl.m.02422;;;amendement-Irrgang (stuk nr. 15)
commons;2010-2011;36;2010-12-16;32500 VIII;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/32500 VIII;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-41.1.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-41?view=html#nl.proc.ob.d.h-tk-20102011-36-41.1.42.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-41.html;;aye;aye;aye;;aye;;aye;aye;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaten van het Ministerie van Onderwijs, Cultuur en Wetenschap (VIII) voor het jaar 2011 ( 32500 VIII)
commons;2010-2011;36;2010-12-16;32500 VIII;86;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500 VIII-86.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-32500-VIII-86?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-41.1.39.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-41?view=html#nl.proc.ob.d.h-tk-20102011-36-41.1.39.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-41.html;;no;no;no;;aye;;aye;aye;no;no;aye;no;Hamer;nl.m.02221;;;amendement-Hamer (stuk nr. 86)
commons;2010-2011;36;2010-12-16;32500 VIII;49;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500 VIII-49.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-32500-VIII-49?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-41.1.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-41?view=html#nl.proc.ob.d.h-tk-20102011-36-41.1.36.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-41.html;;no;no;aye;;no;;no;no;no;no;no;no;Koser Kaya;nl.m.02453;;;amendement-Koser Kaya (stuk nr. 49)
commons;2010-2011;36;2010-12-16;32500 VIII;51;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500 VIII-51.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-32500-VIII-51?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-41.1.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-41?view=html#nl.proc.ob.d.h-tk-20102011-36-41.1.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-41.html;;no;no;aye;;aye;;no;aye;no;no;aye;no;Van Gent;nl.m.02218;;;amendement-Van Gent (stuk nr. 51)
commons;2010-2011;36;2010-12-16;32500 VIII;47;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32500 VIII-47.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-32500-VIII-47?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-41.1.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20102011-36-41?view=html#nl.proc.ob.d.h-tk-20102011-36-41.1.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20102011-36-41.html;;no;no;no;;aye;;aye;aye;no;no;aye;no;Kooiman;nl.m.03231;;;amendement-Kooiman (stuk nr. 47)
