#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groepeerdmansvanschijndel;nl.p.groeplazrak;nl.p.groepnawijn;nl.p.groepvanoudenallen;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2006-2007;76;2007-06-05;30690;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30690-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4012-4013.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4012-4013?view=html#nl.proc.ob.d.h-tk-20062007-4012-4013.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4012-4013.html;no;no;aye;aye;;;;;;;;no;aye;no;no;aye;no;Ouwehand;nl.m.03108;Thieme;nl.m.03100;de motie-Ouwehand/Thieme over cumulatie van niet-significante verstoringen van soorten ( 30690, nr. 8)
commons;2006-2007;76;2007-06-05;30690;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30690-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4012-4013.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4012-4013?view=html#nl.proc.ob.d.h-tk-20062007-4012-4013.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4012-4013.html;aye;aye;aye;aye;;;;;;;;aye;aye;no;aye;aye;aye;Jacobi;nl.m.03079;;;de motie-Jacobi c.s. over tijdelijke vestiging van bijzondere soorten ( 30690, nr. 11)
commons;2006-2007;76;2007-06-05;30805;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30805;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4013-4013-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4013-4013-1?view=html#nl.proc.ob.d.h-tk-20062007-4013-4013-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4013-4013-1.html;aye;aye;aye;aye;;;;;;;;aye;no;aye;aye;aye;aye;;;;;Wijziging van de Wet veiligheidsonderzoeken ter verbetering van de uitvoerbaarheid en ter verduidelijking van de toepassing van deze wet ( 30805)
commons;2006-2007;76;2007-06-05;30805;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30805-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4013-4013-1.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4013-4013-1?view=html#nl.proc.ob.d.h-tk-20062007-4013-4013-1.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4013-4013-1.html;aye;aye;aye;aye;;;;;;;;aye;no;aye;aye;aye;aye;Schinkelshoek;nl.m.03061;;;de motie-Schinkelshoek over verkorting van de wacht- en doorlooptijden van veiligheidsonderzoeken ( 30805, nr. 8)
commons;2006-2007;76;2007-06-05;30805;9;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30805-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4013-4013-1.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4013-4013-1?view=html#nl.proc.ob.d.h-tk-20062007-4013-4013-1.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4013-4013-1.html;no;no;no;no;;;;;;;;no;no;aye;no;no;no;Brinkman;nl.m.03099;;;de motie-Brinkman over een verplicht veiligheidsonderzoek, gericht op pedofielen en zedendelinquenten ( 30805, nr. 9)
commons;2006-2007;76;2007-06-05;30536;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30536;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012.1.71.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012?view=html#nl.proc.ob.d.h-tk-20062007-4009-4012.1.71.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4009-4012.html;aye;aye;aye;no;;;;;;;;aye;no;no;no;no;no;;;;;Regels inzake de volledige liberalisering van de postmarkt en de garantie van de universele postdienstverlening (Postwet 20..) ( 30536)
commons;2006-2007;76;2007-06-05;30536;50;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30536-50.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30536-50?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012.1.55.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012?view=html#nl.proc.ob.d.h-tk-20062007-4009-4012.1.55.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4009-4012.html;aye;aye;aye;aye;;;;;;;;aye;aye;no;aye;aye;no;Van Vroonhoven-Kok;nl.m.02346;Crone;nl.m.02507;amendement-Van Vroonhoven-Kok/Crone (stuk nr. 50, I)
commons;2006-2007;76;2007-06-05;30536;25;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30536-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30536-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012?view=html#nl.proc.ob.d.h-tk-20062007-4009-4012.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4009-4012.html;aye;aye;aye;aye;;;;;;;;aye;aye;no;aye;aye;aye;Crone;nl.m.02507;Van der Ham;nl.m.02317;amendement-Crone/Van der Ham (stuk nr. 25, I)
commons;2006-2007;76;2007-06-05;30536;53;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30536-53.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30536-53?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012?view=html#nl.proc.ob.d.h-tk-20062007-4009-4012.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4009-4012.html;no;no;aye;no;;;;;;;;no;no;no;aye;no;aye;Van der Ham;nl.m.02317;Aptroot;nl.m.02412;amendement-Van der Ham/Aptroot (stuk nr. 53, I)
commons;2006-2007;76;2007-06-05;30536;52;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30536-52.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30536-52?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012?view=html#nl.proc.ob.d.h-tk-20062007-4009-4012.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4009-4012.html;no;no;no;aye;;;;;;;;no;no;no;no;aye;no;Gesthuizen;nl.m.03103;;;amendement-Gesthuizen (stuk nr. 52, I)
commons;2006-2007;76;2007-06-05;30536;51;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30536-51.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30536-51?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012?view=html#nl.proc.ob.d.h-tk-20062007-4009-4012.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4009-4012.html;aye;aye;aye;aye;;;;;;;;aye;aye;no;aye;aye;aye;Van Vroonhoven-Kok;nl.m.02346;;;amendement-Van Vroonhoven-Kok c.s. (stuk nr. 51, I)
commons;2006-2007;76;2007-06-05;30536;39;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30536-39.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30536-39?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012?view=html#nl.proc.ob.d.h-tk-20062007-4009-4012.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4009-4012.html;aye;aye;aye;aye;;;;;;;;aye;aye;no;aye;aye;no;Gesthuizen;nl.m.03103;;;amendement-Gesthuizen (stuk nr. 39, I)
commons;2006-2007;76;2007-06-05;30536;16;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30536-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30536-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012?view=html#nl.proc.ob.d.h-tk-20062007-4009-4012.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4009-4012.html;aye;aye;aye;aye;;;;;;;;aye;aye;no;aye;aye;aye;Van Vroonhoven-Kok;nl.m.02346;Crone;nl.m.02507;amendement-Van Vroonhoven-Kok/Crone (stuk nr. 16)
commons;2006-2007;76;2007-06-05;30536;38;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30536-38.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30536-38?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012?view=html#nl.proc.ob.d.h-tk-20062007-4009-4012.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4009-4012.html;no;aye;aye;aye;;;;;;;;aye;aye;no;aye;aye;aye;Gesthuizen;nl.m.03103;;;amendement-Gesthuizen (stuk nr. 38, I)
commons;2006-2007;76;2007-06-05;30536;40;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30536-40.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30536-40?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012.1.37.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012?view=html#nl.proc.ob.d.h-tk-20062007-4009-4012.1.37.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4009-4012.html;aye;aye;aye;aye;;;;;;;;aye;aye;no;aye;aye;no;Van Vroonhoven-Kok;nl.m.02346;Crone;nl.m.02507;amendement-Van Vroonhoven-Kok/Crone (stuk nr. 40, I onder 1)
commons;2006-2007;76;2007-06-05;30536;41;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30536-41.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30536-41?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012.1.41.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012?view=html#nl.proc.ob.d.h-tk-20062007-4009-4012.1.41.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4009-4012.html;no;no;no;aye;;;;;;;;aye;aye;no;no;aye;no;Gesthuizen;nl.m.03103;;;amendement-Gesthuizen (stuk nr. 41)
commons;2006-2007;76;2007-06-05;30536;35;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30536-35.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30536-35?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012.1.50.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4009-4012?view=html#nl.proc.ob.d.h-tk-20062007-4009-4012.1.50.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4009-4012.html;aye;aye;aye;aye;;;;;;;;aye;aye;no;aye;aye;no;Van Vroonhoven-Kok;nl.m.02346;Crone;nl.m.02507;amendement-Van Vroonhoven-Kok/Crone (stuk nr. 35)
commons;2006-2007;79;2007-06-12;31018;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;aye;aye;;;;;;;;no;aye;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over een voorbehoud ten aanzien van gezinsleden van een vreemdeling aan wie artikel 1F van het Vluchtelingenverdrag is tegengeworpen ( 31018, nr. 7)
commons;2006-2007;79;2007-06-12;31018;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;no;no;;;;;;;;no;no;aye;no;no;aye;Fritsma;nl.m.03131;;;de motie-Fritsma over het schrappen van de verklaring van de burgemeester uit de pardonregeling ( 31018, nr. 6)
commons;2006-2007;79;2007-06-12;31018;5;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;no;no;;;;;;;;no;no;aye;aye;no;aye;Fritsma;nl.m.03131;;;de motie-Fritsma over uitsluiting van de pardonregeling van personen die een misdrijf hebben gepleegd ( 31018, nr. 5)
commons;2006-2007;79;2007-06-12;31018;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;no;no;;;;;;;;no;no;aye;no;no;aye;Fritsma;nl.m.03131;;;de motie-Fritsma over definitief afblazen van het generaal pardon ( 31018, nr. 4)
commons;2006-2007;79;2007-06-12;28140;40;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28140-40.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4216.1.9.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4216?view=html#nl.proc.ob.d.h-tk-20062007-4216-4216.1.9.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4216.html;no;no;aye;aye;;;;;;;;no;no;aye;no;aye;no;Kant;nl.m.02226;Koser Kaya;nl.m.02453;de motie-Kant/Koser Kaya over een integraal plan vóór 1 juli aanstaande ( 28140, nr. 40)
commons;2006-2007;79;2007-06-12;28140;39;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28140-39.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4216.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4216?view=html#nl.proc.ob.d.h-tk-20062007-4216-4216.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4216.html;no;no;aye;no;;;;;;;;no;aye;aye;no;no;no;Koser Kaya;nl.m.02453;;;de motie-Koser Kaya over een onderzoek naar het beperken van de rol van nabestaanden ( 28140, nr. 39)
commons;2006-2007;79;2007-06-12;30881;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30881;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4215-4216.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4215-4216?view=html#nl.proc.ob.d.h-tk-20062007-4215-4216.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4215-4216.html;aye;aye;aye;no;;;;;;;;aye;no;aye;aye;aye;aye;;;;;Goedkeuring van het op 27 mei 2005 te Prüm totstandgekomen Verdrag tussen het Koninkrijk België, de Bondsrepubliek Duitsland, het Koninkrijk Spanje, de Republiek Frankrijk, het Groothertogdom Luxemburg, het Koninkrijk der Nederlanden en de Republiek Oostenrijk inzake de intensivering van de grensoverschrijdende samenwerking, in het bijzonder ter bestrijding van het terrorisme, de grensoverschrijdende criminaliteit en de illegale migratie (Trb. 2005, 197) ( 30881)
commons;2006-2007;79;2007-06-12;26991;156;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26991-156.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4215-4215.1.7.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4215-4215?view=html#nl.proc.ob.d.h-tk-20062007-4215-4215.1.7.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4215-4215.html;aye;aye;no;no;;;;;;;;aye;no;aye;aye;no;aye;Koopmans;nl.m.02324;Van der Vlies;nl.m.02682;de motie-Koopmans/Van der Vlies over het maken van afspraken met landen over de teelt van producten voor diervoeders ( 26991, nr. 156)
commons;2006-2007;79;2007-06-12;26991;155;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26991-155.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4215-4215.1.6.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4215-4215?view=html#nl.proc.ob.d.h-tk-20062007-4215-4215.1.6.5.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4215-4215.html;no;no;aye;aye;;;;;;;;no;aye;no;no;aye;no;Thieme;nl.m.03100;;;de motie-Thieme c.s. over een positieflijst van diervoedergrondstoffen ( 26991, nr. 155)
commons;2006-2007;79;2007-06-12;30145;25;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30145-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4214-4215.1.8.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4214-4215?view=html#nl.proc.ob.d.h-tk-20062007-4214-4215.1.8.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4214-4215.html;no;no;no;no;;;;;;;;no;no;aye;no;no;no;Agema;nl.m.03048;;;de motie-Agema over een sanctie op het frustreren van de omgangsregeling ( 30145, nr. 25)
commons;2006-2007;79;2007-06-12;31018;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;aye;aye;;;;;;;;no;aye;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit c.s. over individuele afweging van feiten en omstandigheden bij opgave van verschillende identiteiten of nationaliteiten ( 31018, nr. 8)
commons;2006-2007;79;2007-06-12;31018;9;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;aye;aye;;;;;;;;no;aye;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit c.s. over erkenning van andere vormen van duurzame relaties dan huwelijk of geregistreerd partnerschap ( 31018, nr. 9)
commons;2006-2007;79;2007-06-12;31018;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;no;no;;;;;;;;no;aye;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over een zelfstandig verblijfsrecht voor kinderen van ouders met een contra-indicatie ( 31018, nr. 10)
commons;2006-2007;79;2007-06-12;31018;20;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.51.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;no;no;;;;;;;;no;no;aye;aye;no;aye;Zijlstra;nl.m.03068;;;de motie-Zijlstra over de financiële dekking voor de pardonregeling ( 31018, nr. 20)
commons;2006-2007;79;2007-06-12;31018;19;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.48.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;no;no;;;;;;;;no;no;aye;no;no;aye;Zijlstra;nl.m.03068;;;de motie-Zijlstra over sluiting van de noodopvang ( 31018, nr. 19)
commons;2006-2007;79;2007-06-12;31018;18;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.45.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;no;no;;;;;;;;no;no;aye;aye;no;aye;Zijlstra;nl.m.03068;;;de motie-Zijlstra over besluitvorming over toelating tot de pardonregeling op rijksniveau ( 31018, nr. 18)
commons;2006-2007;79;2007-06-12;31018;17;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.42.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;no;no;;;;;;;;no;no;aye;aye;no;aye;Zijlstra;nl.m.03068;;;de motie-Zijlstra over het opnieuw onderhandelen met de VNG over het bestuursakkoord inzake vreemdelingenbeleid ( 31018, nr. 17)
commons;2006-2007;79;2007-06-12;31018;16;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.39.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.39.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;no;no;;;;;;;;no;no;aye;aye;no;aye;Zijlstra;nl.m.03068;;;de motie-Zijlstra over het eenmalige karakter van de generieke pardonregeling ( 31018, nr. 16)
commons;2006-2007;79;2007-06-12;31018;15;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.36.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;no;no;;;;;;;;no;no;aye;aye;no;aye;Zijlstra;nl.m.03068;;;de motie-Zijlstra over intrekking van de pardonregeling en terugkeer naar individuele en zorgvuldige behandeling van alle asielaanvragen ( 31018, nr. 15)
commons;2006-2007;79;2007-06-12;31018;14;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;aye;aye;;;;;;;;no;aye;no;no;aye;no;Azough;nl.m.02302;;;de motie-Azough c.s. over overbruggingsmaatregelen ter behoud van de rechtspositie ( 31018, nr. 14)
commons;2006-2007;79;2007-06-12;31018;13;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;aye;aye;;;;;;;;no;aye;no;no;aye;no;Azough;nl.m.02302;;;de motie-Azough c.s. over het aannemelijk maken van ononderbroken verblijf op grond van verklaringen van maatschappelijke organisaties ( 31018, nr. 13)
commons;2006-2007;79;2007-06-12;31018;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;aye;aye;;;;;;;;no;no;no;no;no;no;Azough;nl.m.02302;;;de motie-Azough over cumulatie van veroordelingen bij contra-indicatie ( 31018, nr. 12)
commons;2006-2007;79;2007-06-12;31018;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31018-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-4216-4217?view=html#nl.proc.ob.d.h-tk-20062007-4216-4217.1.7.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-4216-4217.html;no;no;aye;aye;;;;;;;;no;aye;no;no;aye;no;Azough;nl.m.02302;;;de motie-Azough over toepassing van de pardonregeling op zogenaamde Dublinclaimanten ( 31018, nr. 11)
