#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.ln;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2001-2002;24;2001-11-15;28016;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28016;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1731-1733.1.7.60.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1731-1733?view=html#nl.proc.ob.d.h-tk-20012002-1731-1733.1.7.60.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1731-1733.html;no;aye;aye;aye;;;;aye;aye;no;aye;;;;;Wijziging van enkele sociale zekerheidswetten (Belastingplan 2002 V - Sociale zekerheidswetgeving) ( 28016)
commons;2001-2002;24;2001-11-15;28016;21;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28016-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28016-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1731-1733.1.7.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1731-1733?view=html#nl.proc.ob.d.h-tk-20012002-1731-1733.1.7.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1731-1733.html;aye;aye;aye;aye;;;;aye;aye;aye;no;Van Dijke;nl.m.02509;;;amendement-Van Dijke c.s. (stuk nr. 21, I)
commons;2001-2002;24;2001-11-15;28016;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28016-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28016-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1731-1733.1.7.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1731-1733?view=html#nl.proc.ob.d.h-tk-20012002-1731-1733.1.7.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1731-1733.html;no;aye;no;aye;;;;aye;no;aye;no;Smits;nl.m.02240;Vendrik;nl.m.02245;amendement-Smits/Vendrik (stuk nr. 9)
commons;2001-2002;24;2001-11-15;28016;17;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28016-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28016-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1731-1733.1.7.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1731-1733?view=html#nl.proc.ob.d.h-tk-20012002-1731-1733.1.7.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1731-1733.html;aye;no;aye;no;;;;no;aye;no;aye;Wilders;nl.m.02258;;;amendement-Wilders c.s. (stuk nr. 17, A)
commons;2001-2002;24;2001-11-15;28016;18;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28016-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28016-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1731-1733.1.7.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1731-1733?view=html#nl.proc.ob.d.h-tk-20012002-1731-1733.1.7.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1731-1733.html;no;no;no;aye;;;;no;no;aye;no;Vendrik;nl.m.02245;;;amendement-Vendrik (stuk nr. 18, I)
commons;2001-2002;24;2001-11-15;28016;20;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28016-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28016-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1731-1733.1.6.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1731-1733?view=html#nl.proc.ob.d.h-tk-20012002-1731-1733.1.6.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1731-1733.html;aye;aye;no;aye;;;;aye;aye;aye;no;Smits;nl.m.02240;;;amendement-Smits c.s. (stuk nr. 20, I)
commons;2001-2002;24;2001-11-15;28015;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28015;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1730-1731.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1730-1731?view=html#nl.proc.ob.d.h-tk-20012002-1730-1731.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1730-1731.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;;;;;Wijziging van belastingwetten c.a. (Belastingplan 2002 IV - Herziening successie- en schenkingsrecht, BTW-maatregelen, artiesten- en sportersregeling, alsmede overige aanpassingen) ( 28015)
commons;2001-2002;24;2001-11-15;28015;8;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28015-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28015-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1730-1731.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1730-1731?view=html#nl.proc.ob.d.h-tk-20012002-1730-1731.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1730-1731.html;aye;no;aye;aye;;;;aye;no;aye;aye;Vendrik;nl.m.02245;;;amendement-Vendrik (stuk nr. 8, I)
commons;2001-2002;24;2001-11-15;28015;13;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28015-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28015-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1730-1731.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1730-1731?view=html#nl.proc.ob.d.h-tk-20012002-1730-1731.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1730-1731.html;aye;aye;aye;aye;;;;aye;no;no;aye;Giskes;nl.m.02516;;;amendement-Giskes c.s. (stuk nr. 13)
commons;2001-2002;24;2001-11-15;28013;32;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28013-32.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28013-32?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1727-1730.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1727-1730?view=html#nl.proc.ob.d.h-tk-20012002-1727-1730.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1727-1730.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Van der Vlies;nl.m.02682;;;amendement-Van der Vlies c.s. (stuk nr.32, I)
commons;2001-2002;24;2001-11-15;28013;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28013-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28013-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1727-1730.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1727-1730?view=html#nl.proc.ob.d.h-tk-20012002-1727-1730.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1727-1730.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Dijsselbloem;nl.m.02200;;;amendement-Dijsselbloem c.s. (stuk nr. 12)
commons;2001-2002;24;2001-11-15;28018;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28018;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1734.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1734?view=html#nl.proc.ob.d.h-tk-20012002-1734-1734.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1734-1734.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;;;;;Wijziging van de Wet melding ongebruikelijke transacties en de Wet identificatie dienstverlening 1993 met het oog op het verplichtstellen van de identificatieplicht en van de meldingsplicht van ongebruikelijke transacties door handelaren in zaken van grote waarde ( 28018)
commons;2001-2002;24;2001-11-15;28018;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28018-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1734.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1734?view=html#nl.proc.ob.d.h-tk-20012002-1734-1734.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1734-1734.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Voûte-Droste;nl.m.02548;Witteveen-Hevinga;nl.m.02981;de motie-Voûte-Droste/Witteveen-Hevinga over versterking van het OM en het meldpunt MOT ( 28018, nr. 11)
commons;2001-2002;24;2001-11-15;28093;1;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28093-1.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1735.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1735?view=html#nl.proc.ob.d.h-tk-20012002-1734-1735.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1734-1735.html;aye;aye;no;aye;;;;aye;no;aye;no;Van Gijzel;nl.m.02979;Leers;nl.m.02881;de motie-Van Gijzel/Leers over het sepot van drie strafzaken tegen bouwbedrijven ( 28093, nr. 1)
commons;2001-2002;24;2001-11-15;28093;2;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28093-2.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1735.1.8.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1735?view=html#nl.proc.ob.d.h-tk-20012002-1734-1735.1.8.5.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1734-1735.html;aye;aye;aye;aye;;;;aye;aye;aye;no;Van Gijzel;nl.m.02979;Leers;nl.m.02881;de motie-Van Gijzel/Leers over bescherming van klokkenluiders in de private sector ( 28093, nr. 2)
commons;2001-2002;24;2001-11-15;28093;6;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28093-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1735.1.8.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1735?view=html#nl.proc.ob.d.h-tk-20012002-1734-1735.1.8.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1734-1735.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Leers;nl.m.02881;Van Gijzel;nl.m.02979;de motie-Leers/Van Gijzel over diverse onderzoeken ( 28093, nr. 6)
commons;2001-2002;24;2001-11-15;27896;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27896;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1735-1735.1.6.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1735-1735?view=html#nl.proc.ob.d.h-tk-20012002-1735-1735.1.6.5.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1735-1735.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;;;;;Wijziging van belastingwetten in verband met dividendstripping en het verlenen van optierechten aan werknemers ( 27896)
commons;2001-2002;24;2001-11-15;27896;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27896-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1735-1735.1.6.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1735-1735?view=html#nl.proc.ob.d.h-tk-20012002-1735-1735.1.6.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1735-1735.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Hindriks;nl.m.02902;Ten Hoopen;nl.m.02573;de motie-Hindriks/Ten Hoopen over het fiscaal behandelen van optiepakketten ( 27896, nr. 8)
commons;2001-2002;24;2001-11-15;28018;8;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28018-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28018-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1734.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1734?view=html#nl.proc.ob.d.h-tk-20012002-1734-1734.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1734-1734.html;aye;no;aye;no;;;;aye;no;aye;aye;Witteveen-Hevinga;nl.m.02981;;;amendement-Witteveen-Hevinga (stuk nr. 8)
commons;2001-2002;24;2001-11-15;28013:,28014:,28015:,28016:,28034;30;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28013:,28014:,28015:,28016:,28034-30.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1733-1734.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1733-1734?view=html#nl.proc.ob.d.h-tk-20012002-1733-1734.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1733-1734.html;aye;aye;no;no;;;;no;aye;aye;no;De Haan;nl.m.02918;;;motie-De Haan (28013, 28014, 28015, 28016, 28034, nr. 30)
commons;2001-2002;24;2001-11-15;28013:,28014:,28015:,28016:,28034;26;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28013:,28014:,28015:,28016:,28034-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1733-1734.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1733-1734?view=html#nl.proc.ob.d.h-tk-20012002-1733-1734.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1733-1734.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Dijsselbloem;nl.m.02200;Vendrik;nl.m.02245;motie-Dijsselbloem/Vendrik c.s. (28013, 28014, 28015, 28016, 28034, nr. 26)
commons;2001-2002;24;2001-11-15;28018;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28018-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28018-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1734.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1734-1734?view=html#nl.proc.ob.d.h-tk-20012002-1734-1734.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1734-1734.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Witteveen-Hevinga;nl.m.02981;;;amendement-Witteveen-Hevinga (stuk nr. 10)
commons;2001-2002;24;2001-11-15;28013:,28014:,28015:,28016:,28034;25;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28013:,28014:,28015:,28016:,28034-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1733-1734.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1733-1734?view=html#nl.proc.ob.d.h-tk-20012002-1733-1734.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1733-1734.html;aye;aye;aye;aye;;;;aye;no;aye;aye;Dijsselbloem;nl.m.02200;;;motie-Dijsselbloem c.s. (28013, 28014, 28015, 28016, 28034, nr. 25)
commons;2001-2002;24;2001-11-15;28013:,28014:,29015:,28016:,28034;24;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28013:,28014:,29015:,28016:,28034-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1733-1734.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1733-1734?view=html#nl.proc.ob.d.h-tk-20012002-1733-1734.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1733-1734.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Dijsselbloem;nl.m.02200;;;motie-Dijsselbloem c.s. (28013, 28014, 29015, 28016, 28034, nr. 24)
commons;2001-2002;24;2001-11-15;28013;21;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28013-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28013-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1727-1730.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1727-1730?view=html#nl.proc.ob.d.h-tk-20012002-1727-1730.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1727-1730.html;aye;aye;no;aye;;;;no;aye;aye;no;Vendrik;nl.m.02245;De Wit;nl.m.02940;amendement-Vendrik/De Wit (stuk nr. 21, I)
commons;2001-2002;24;2001-11-15;28013;31;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28013-31.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28013-31?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1727-1730.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1727-1730?view=html#nl.proc.ob.d.h-tk-20012002-1727-1730.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1727-1730.html;no;aye;aye;no;;;;aye;no;aye;aye;Giskes;nl.m.02516;;;amendement-Giskes c.s. (stuk nr. 31, A)
commons;2001-2002;24;2001-11-15;27673;14;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27673-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727.1.46.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727?view=html#nl.proc.ob.d.h-tk-20012002-1726-1727.1.46.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1726-1727.html;no;no;aye;aye;;;;aye;no;no;aye;Rehwinkel;nl.m.02567;;;de motie-Rehwinkel c.s. over de maandag of dinsdag als verkiezingsdag ( 27673, nr. 14)
commons;2001-2002;24;2001-11-15;28034;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28034;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1733-1733.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1733-1733?view=html#nl.proc.ob.d.h-tk-20012002-1733-1733.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1733-1733.html;aye;aye;aye;no;;;;aye;aye;no;aye;;;;;Wijziging van belastingwetten c.a. (Belastingplan 2002 II - Economische infrastructuur) ( 28034)
commons;2001-2002;24;2001-11-15;27673;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27673;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727.1.45.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727?view=html#nl.proc.ob.d.h-tk-20012002-1726-1727.1.45.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1726-1727.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;;;;;Wijziging van de Kieswet, houdende verlenging van de duur van de stemming tot negen uur 's avonds alsmede regeling van diverse andere onderwerpen ( 27673)
commons;2001-2002;24;2001-11-15;27673;11;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27673-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27673-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727.1.34.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727?view=html#nl.proc.ob.d.h-tk-20012002-1726-1727.1.34.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1726-1727.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Scheltema-de Nie;nl.m.02982;Rehwinkel;nl.m.02567;amendement-Scheltema-de Nie/Rehwinkel (stuk nr. 11)
commons;2001-2002;24;2001-11-15;27673;8;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27673-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27673-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727?view=html#nl.proc.ob.d.h-tk-20012002-1726-1727.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1726-1727.html;no;no;aye;aye;;;;aye;no;aye;aye;Rehwinkel;nl.m.02567;Luchtenveld;nl.m.02627;amendement-Rehwinkel/Luchtenveld (stuk nr. 8, II)
commons;2001-2002;24;2001-11-15;27673;15;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27673-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27673-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727?view=html#nl.proc.ob.d.h-tk-20012002-1726-1727.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1726-1727.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Rehwinkel;nl.m.02567;;;amendement-Rehwinkel c.s. (stuk nr. 15)
commons;2001-2002;24;2001-11-15;27673;17:,I;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27673;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727?view=html#nl.proc.ob.d.h-tk-20012002-1726-1727.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1726-1727.html;no;no;aye;no;;;;aye;no;no;aye;Luchtenveld;nl.m.02627;Rehwinkel;nl.m.02567;amendement-Luchtenveld/Rehwinkel (stuk nr. 17, I, A)
commons;2001-2002;24;2001-11-15;27673;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27673-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27673-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1726-1727?view=html#nl.proc.ob.d.h-tk-20012002-1726-1727.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1726-1727.html;no;no;aye;aye;;;;aye;no;no;aye;Rehwinkel;nl.m.02567;;;amendement-Rehwinkel (stuk nr. 12, A)
commons;2001-2002;24;2001-11-15;28013:,28014:,28015:,28016:,28034;23;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28013:,28014:,28015:,28016:,28034-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1733-1734.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1733-1734?view=html#nl.proc.ob.d.h-tk-20012002-1733-1734.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1733-1734.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;De Vries;nl.m.02550;;;motie-De Vries c.s. (28013, 28014, 28015, 28016, 28034, nr. 23)
commons;2001-2002;27;2001-11-22;28028;7;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28028-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28028-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1946-1946.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1946-1946?view=html#nl.proc.ob.d.h-tk-20012002-1946-1946.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1946-1946.html;aye;aye;no;no;;;;no;aye;no;no;Van Middelkoop;nl.m.02973;;;amendement-Van Middelkoop c.s. (stuk nr. 7)
commons;2001-2002;27;2001-11-22;28031;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28031;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1946-1946-3.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1946-1946-3?view=html#nl.proc.ob.d.h-tk-20012002-1946-1946-3.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1946-1946-3.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;;;;;Uitvoering van het op 9 december 1999 te New York totstandgekomen Internationaal Verdrag ter bestrijding van de financiering van terrorisme (Trb. 2000, 12) ( 28031)
commons;2001-2002;27;2001-11-22;28030;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28030;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1946-1946-2.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1946-1946-2?view=html#nl.proc.ob.d.h-tk-20012002-1946-1946-2.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1946-1946-2.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;;;;;Goedkeuring van het op 9 december 1999 te New York totstandgekomen Internationaal Verdrag ter bestrijding van de financiering van terrorisme (Trb. 2000, 12) ( 28030, R1701)
commons;2001-2002;27;2001-11-22;28029;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28029;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1946-1946-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1946-1946-1?view=html#nl.proc.ob.d.h-tk-20012002-1946-1946-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1946-1946-1.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;;;;;Goedkeuring van het op 15 december 1997 te New York totstandgekomen Verdrag inzake de bestrijding van terroristische bomaanslagen (Trb. 1998, 84) ( 28029, R1700)
commons;2001-2002;27;2001-11-22;27818:,1692;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27818:,1692-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1945-1946.1.8.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-1945-1946?view=html#nl.proc.ob.d.h-tk-20012002-1945-1946.1.8.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-1945-1946.html;aye;aye;aye;no;;;;aye;aye;no;aye;Van den Berg;nl.m.02792;Van Middelkoop;nl.m.02973;de motie-Van den Berg/Van Middelkoop over de subsidiariteitscriteria ( 27818, R1692, nr. 11)
