#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.ln;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2001-2002;3;2001-09-20;28000;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28000-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145?view=html#nl.proc.ob.d.h-tk-20012002-144-145.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-144-145.html;no;no;no;aye;;;;no;no;aye;no;Kuijper;nl.m.02230;;;de motie-Kuijper c.s. over de uurvergoeding van de sociale advocatuur ( 28000, nr. 12)
commons;2001-2002;3;2001-09-20;27751;68;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-68.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.181.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.181.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Van der Hoeven;nl.m.02880;;;de motie-Van der Hoeven c.s. over de financiële doorwerking van verplichtingen ( 27751, nr. 68)
commons;2001-2002;3;2001-09-20;27751;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27751;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.178.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.178.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;aye;aye;;;;aye;aye;no;aye;;;;;Wijziging van de Gemeentewet en enige andere wetten tot dualisering van de inrichting, de bevoegdheden en de werkwijze van het gemeentebestuur (Wet dualisering gemeentebestuur) ( 27751)
commons;2001-2002;3;2001-09-20;27751;25;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.173.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.173.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Van der Hoeven;nl.m.02880;De Cloe;nl.m.02709;amendement-Van der Hoeven/De Cloe (stuk nr. 25)
commons;2001-2002;3;2001-09-20;27751;65;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-65.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-65?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.168.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.168.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;no;no;aye;aye;;;;no;no;aye;aye;Pitstra;nl.m.02868;Scheltema-de Nie;nl.m.02982;amendement-Pitstra/Scheltema-de Nie (tot invoeging van een vierde lid)
commons;2001-2002;3;2001-09-20;27751;62;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-62.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-62?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.163.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.163.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Scheltema-De Nie;nl.m.02982;Pitstra;nl.m.02868;amendement-Scheltema-De Nie/Pitstra (stuk nr. 62, I)
commons;2001-2002;3;2001-09-20;27751;73;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-73.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-73?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.156.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.156.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;no;no;no;no;;;;aye;no;no;aye; Te Veldhuis;nl.m.02743;De Cloe;nl.m.02709;amendement- Te Veldhuis/De Cloe (stuk nr. 73, I)
commons;2001-2002;3;2001-09-20;27751;37;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-37.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-37?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.149.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.149.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;no;aye;;;;no;no;aye;no;Pitstra;nl.m.02868;Slob;nl.m.01639;amendement-Pitstra/Slob (stuk nr. 37, I)
commons;2001-2002;3;2001-09-20;27751;76;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-76.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-76?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.144.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.144.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Slob;nl.m.01639;;;amendement-Slob c.s. (stuk nr. 76)
commons;2001-2002;3;2001-09-20;27751;67;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-67.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-67?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.134.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.134.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Scheltema-de Nie;nl.m.02982;;;amendement-Scheltema-de Nie (stuk nr. 67)
commons;2001-2002;3;2001-09-20;27751;55;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-55.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-55?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.130.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.130.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;no;no;no;aye;;;;no;aye;aye;no;Van den Berg;nl.m.02792;;;amendement-Van den Berg (tot het doen vervallen van onderdeel e)
commons;2001-2002;3;2001-09-20;27751;69;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-69.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.184.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.184.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Scheltema-de Nie;nl.m.02982;;;de motie-Scheltema-de Nie c.s. over het beschikbaar zijn van handleidingen e.d. ( 27751, nr. 69)
commons;2001-2002;3;2001-09-20;27751;70;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-70.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.187.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.187.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;no;aye;;;;no;aye;no;aye;Te Veldhuis;nl.m.02743;Pitstra;nl.m.02868;de motie-Te Veldhuis/Pitstra over huisvesting van burgemeesters en wethouders ( 27751, nr. 70)
commons;2001-2002;3;2001-09-20;28000;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28000-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145.1.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145?view=html#nl.proc.ob.d.h-tk-20012002-144-145.1.36.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-144-145.html;aye;aye;aye;aye;;;;aye;aye;aye;no;De Graaf;nl.m.02517;;;de motie-De Graaf c.s. over verlaging of afschaffing van het collegegeld voor opleidingen voor belangrijke functies in de publieke sector waarvoor ernstige personeelstekorten dreigen ( 28000, nr. 15)
commons;2001-2002;3;2001-09-20;28000;14;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28000-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145.1.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145?view=html#nl.proc.ob.d.h-tk-20012002-144-145.1.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-144-145.html;no;no;no;aye;;;;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over maatschappelijke opvang en vrouwenopvang ( 28000, nr. 14)
commons;2001-2002;3;2001-09-20;28000;13;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28000-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145.1.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145?view=html#nl.proc.ob.d.h-tk-20012002-144-145.1.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-144-145.html;no;no;no;aye;;;;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over het wegwerken van wachtlijsten in de geestelijke gezondheidszorg ( 28000, nr. 13)
commons;2001-2002;3;2001-09-20;28000;10;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28000-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145?view=html#nl.proc.ob.d.h-tk-20012002-144-145.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-144-145.html;aye;aye;no;aye;;;;aye;aye;aye;no;Melkert;nl.m.02807;De Hoop Scheffer;nl.m.02798;de motie-Melkert/De Hoop Scheffer over de koopkracht van ouderen met een klein pensioen ( 28000, nr. 10)
commons;2001-2002;3;2001-09-20;28000;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28000-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145?view=html#nl.proc.ob.d.h-tk-20012002-144-145.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-144-145.html;aye;aye;aye;aye;;;;aye;aye;aye;no;Melkert;nl.m.02807;De Hoop Scheffer;nl.m.02798;de motie-Melkert/De Hoop Scheffer over de opleidingscapaciteit voor artsen ( 28000, nr. 9)
commons;2001-2002;3;2001-09-20;28000;8:,tweede herdruk;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28000;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145?view=html#nl.proc.ob.d.h-tk-20012002-144-145.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-144-145.html;aye;aye;aye;aye;;;;aye;aye;aye;no;Melkert;nl.m.02807;De Hoop Scheffer;nl.m.02798;de motie-Melkert/De Hoop Scheffer over langdurig zorgverlof ( 28000, nr. 8) (tweede herdruk)
commons;2001-2002;3;2001-09-20;28000;7;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28000-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145?view=html#nl.proc.ob.d.h-tk-20012002-144-145.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-144-145.html;aye;aye;no;aye;;;;aye;aye;aye;no;De Hoop Scheffer;nl.m.02798;Melkert;nl.m.02807;de motie-De Hoop Scheffer/Melkert over de koopkracht van huishoudens met kinderen met een inkomen tot en met modaal ( 28000, nr. 7)
commons;2001-2002;3;2001-09-20;28000;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28000-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145?view=html#nl.proc.ob.d.h-tk-20012002-144-145.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-144-145.html;aye;aye;no;no;;;;no;aye;aye;no;De Hoop Scheffer;nl.m.02798;;;de motie-De Hoop Scheffer over wachtlijsten in de ouderenzorg ( 28000, nr. 6)
commons;2001-2002;3;2001-09-20;28000;5;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28000-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145?view=html#nl.proc.ob.d.h-tk-20012002-144-145.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-144-145.html;aye;aye;no;no;;;;no;aye;aye;no;De Hoop Scheffer;nl.m.02798;;;de motie-De Hoop Scheffer over de materiële bekostiging van scholen in het basis- en voortgezet onderwijs ( 28000, nr. 5)
commons;2001-2002;3;2001-09-20;28000;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28000-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-144-145?view=html#nl.proc.ob.d.h-tk-20012002-144-145.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-144-145.html;aye;no;no;no;;;;no;no;no;no;De Hoop Scheffer;nl.m.02798;;;de motie-De Hoop Scheffer over een inkomensonafhankelijke heffingskorting voor kinderopvang en tussen- en naschoolse opvang ( 28000, nr. 4)
commons;2001-2002;3;2001-09-20;27751;58;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-58.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-58?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.119.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.119.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Van der Hoeven;nl.m.02880;;;amendement-Van der Hoeven c.s. (stuk nr. 58, I)
commons;2001-2002;3;2001-09-20;27751;22;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.115.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.115.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;no;aye;;;;no;no;aye;no;Van der Hoeven;nl.m.02880;;;amendement-Van der Hoeven (stuk nr. 22)
commons;2001-2002;3;2001-09-20;27751;33;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-33.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-33?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;no;no;aye;aye;;;;no;no;no;no;Scheltema-de Nie;nl.m.02982;;;amendement-Scheltema-de Nie (stuk nr. 33, I)
commons;2001-2002;3;2001-09-20;27751;74;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-74.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-74?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;aye;aye;;;;aye;aye;aye;aye;Te Veldhuis;nl.m.02743;Scheltema-de Nie;nl.m.02982;amendement-Te Veldhuis/Scheltema-de Nie (stuk nr. 74, I)
commons;2001-2002;3;2001-09-20;27751;30;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-30.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-30?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;aye;aye;;;;aye;aye;aye;no; De Cloe;nl.m.02709;;;amendement- De Cloe c.s. (stuk nr. 30, I)
commons;2001-2002;3;2001-09-20;27751;75;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-75.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-75?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;aye;aye;;;;aye;aye;no;aye; Te Veldhuis;nl.m.02743;;;amendement- Te Veldhuis c.s. (stuk nr. 75)
commons;2001-2002;3;2001-09-20;27751;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;no;no;;;;no;aye;aye;no;Slob;nl.m.01639;;;amendement-Slob (stuk nr. 9)
commons;2001-2002;3;2001-09-20;27751;8;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.29.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.29.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;no;no;;;;no;aye;aye;no;Slob;nl.m.01639;;;amendement-Slob (stuk nr. 8)
commons;2001-2002;3;2001-09-20;27751;59;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-59.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-59?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;no;aye;;;;no;aye;aye;aye;Pitstra;nl.m.02868;Te Veldhuis;nl.m.02743;amendement-Pitstra/Te Veldhuis (stuk nr. 59)
commons;2001-2002;3;2001-09-20;27751;77;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-77.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-77?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.43.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.43.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;no;aye;no;aye;;;;aye;aye;no;aye;De Cloe;nl.m.02709;;;amendement-De Cloe (stuk nr. 77, I)
commons;2001-2002;3;2001-09-20;27751;40;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-40.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-40?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.50.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.50.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;no;aye;;;;aye;aye;aye;aye; Te Veldhuis;nl.m.02743;;;amendement- Te Veldhuis (stuk nr. 40)
commons;2001-2002;3;2001-09-20;27751;12;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.55.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.55.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;no;aye;no;aye;;;;no;no;no;no;Pitstra;nl.m.02868;;;amendement-Pitstra (stuk nr. 12)
commons;2001-2002;3;2001-09-20;27751;63;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-63.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-63?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.60.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.60.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;no;aye;;;;no;aye;aye;aye;Te Veldhuis;nl.m.02743;Pitstra;nl.m.02868;amendement-Te Veldhuis/Pitstra tot invoeging van een nieuw onderdeel DDa (stuk nr. 63)
commons;2001-2002;3;2001-09-20;27751;64;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-64.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-64?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.64.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.64.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;aye;aye;;;;aye;aye;aye;aye; Te Veldhuis;nl.m.02743;;;amendement- Te Veldhuis c.s. (stuk nr. 64)
commons;2001-2002;3;2001-09-20;27751;14;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.111.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.111.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;no;no;no;aye;;;;no;no;aye;no;Pitstra;nl.m.02868;;;amendement-Pitstra (stuk nr. 14)
commons;2001-2002;3;2001-09-20;27751;47;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-47.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-47?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.105.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.105.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;no;aye;no;no;;;;no;no;aye;aye;Te Veldhuis;nl.m.02743;;;amendement-Te Veldhuis (stuk nr. 47)
commons;2001-2002;3;2001-09-20;27751;57;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-57.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-57?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.99.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.99.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;no;aye;aye;;;;aye;no;aye;no; De Cloe;nl.m.02709;;;amendement- De Cloe c.s. (stuk nr. 57, I)
commons;2001-2002;3;2001-09-20;27751;44;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-44.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-44?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.94.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.94.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;aye;aye;no;aye;;;;no;aye;aye;aye; Te Veldhuis;nl.m.02743;;;amendement- Te Veldhuis (stuk nr. 44)
commons;2001-2002;3;2001-09-20;27751;43;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27751-43.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27751-43?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143.1.89.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20012002-139-143?view=html#nl.proc.ob.d.h-tk-20012002-139-143.1.89.1;https://zoek.officielebekendmakingen.nl/h-tk-20012002-139-143.html;no;no;no;no;;;;no;no;aye;aye; Te Veldhuis;nl.m.02743;;;amendement- Te Veldhuis (stuk nr. 43)
