#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groeplazrak;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2003-2004;79;2004-06-02;29031;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29031-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5091-5092.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5091-5092?view=html#nl.proc.ob.d.h-tk-20032004-5091-5092.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5091-5092.html;no;aye;no;aye;no;;no;;aye;aye;aye;no;Klaas de Vries;nl.m.01724;Vos;nl.m.02547;de motie-Klaas de Vries/Vos over tijdelijke bescherming voor ontheemden ( 29031, nr. 12)
commons;2003-2004;79;2004-06-02;29031;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29031;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5091-5092.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5091-5092?view=html#nl.proc.ob.d.h-tk-20032004-5091-5092.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5091-5092.html;aye;aye;aye;no;no;;aye;;no;aye;no;aye;;;;;Wijziging van de Vreemdelingenwet 2000 ter implementatie van richtlijn nr. 2001/55/EG van de Raad van 20 juli 2001 betreffende minimumnormen voor het verlenen van tijdelijke bescherming in geval van massale toestroom van ontheemden en maatregelen ter bevordering van een evenwicht tussen de inspanning van de lidstaten voor de opvang en het dragen van de consequentie van de opvang van deze personen (PbEG L 212) ( 29031)
commons;2003-2004;79;2004-06-02;29031;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29031-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29031-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5091-5092.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5091-5092?view=html#nl.proc.ob.d.h-tk-20032004-5091-5092.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5091-5092.html;no;aye;no;aye;no;;no;;aye;aye;aye;no;Van der Staaij;nl.m.02252;;;amendement-Van der Staaij (stuk nr. 9)
commons;2003-2004;79;2004-06-02;29031;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29031-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29031-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5091-5092.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5091-5092?view=html#nl.proc.ob.d.h-tk-20032004-5091-5092.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5091-5092.html;no;no;no;aye;no;;no;;aye;no;aye;no;Klaas de Vries;nl.m.01724;;;amendement-Klaas de Vries (stuk nr. 11, I)
commons;2003-2004;80;2004-06-03;29372;16;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.76.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.76.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;no;no;no;aye;no;;no;;no;no;aye;no;Gerkens;nl.m.02326;;;amendement-Gerkens (stuk nr. 16, I)
commons;2003-2004;80;2004-06-03;29372;33;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-33.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-33?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.69.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.69.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;De Krom;nl.m.02414;;;amendement-De Krom c.s. (stuk nr. 33, I)
commons;2003-2004;80;2004-06-03;29372;43;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-43.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-43?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.64.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.64.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;De Krom;nl.m.02414;;;amendement-De Krom c.s. (stuk nr. 43, I)
commons;2003-2004;80;2004-06-03;29372;45;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-45.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-45?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.51.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;Samsom;nl.m.02335;;;amendement-Samsom c.s. (stuk nr. 45)
commons;2003-2004;80;2004-06-03;29372;23;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-23.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-23?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.42.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;Crone;nl.m.02507;;;amendement-Crone c.s. (stuk nr. 23, I)
commons;2003-2004;80;2004-06-03;29372;26;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-26.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-26?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.29.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.29.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;no;Hessels;nl.m.02370;Crone;nl.m.02507;amendement-Hessels/Crone tot invoeging van een nieuw onderdeel Ra (stuk nr. 26, I)
commons;2003-2004;80;2004-06-03;29372;25;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;Crone;nl.m.02507;;;amendement-Crone c.s. (stuk nr. 25, I)
commons;2003-2004;80;2004-06-03;29372;24;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-24.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-24?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;Crone;nl.m.02507;;;amendement-Crone c.s. (stuk nr. 24)
commons;2003-2004;80;2004-06-03;29372;56;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-56.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-56?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;De Krom;nl.m.02414;;;amendement-De Krom c.s. (stuk nr. 56, I)
commons;2003-2004;80;2004-06-03;29372;63;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-63.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-63?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;Hessels;nl.m.02370;;;amendement-Hessels c.s. (stuk nr. 63, I)
commons;2003-2004;80;2004-06-03;29372;53;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-53.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-53?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.81.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.81.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;no;no;no;aye;no;;no;;no;no;aye;no;Gerkens;nl.m.02326;;;amendement-Gerkens (stuk nr. 53, I)
commons;2003-2004;80;2004-06-03;29372;42;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-42.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-42?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.86.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.86.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;no;Crone;nl.m.02507;;;amendement-Crone c.s. (stuk nr. 42, I)
commons;2003-2004;80;2004-06-03;29372;22;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.89.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.89.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;no;aye;aye;;aye;;aye;aye;aye;no;Crone;nl.m.02507;Hessels;nl.m.02370;amendement-Crone/Hessels (stuk nr. 22, I)
commons;2003-2004;80;2004-06-03;29372;50;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-50.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-50?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.94.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.94.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;no;aye;aye;;aye;;aye;aye;aye;no;Crone;nl.m.02507;;;amendement-Crone c.s. (stuk nr. 50, I)
commons;2003-2004;80;2004-06-03;29372;36;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-36.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-36?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.98.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.98.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;no;;aye;aye;aye;aye;Vendrik;nl.m.02245;;;amendement-Vendrik c.s. (stuk nr. 36)
commons;2003-2004;80;2004-06-03;29372;38;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-38.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-38?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.101.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.101.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;no;;aye;aye;aye;no;Vendrik;nl.m.02245;;;amendement-Vendrik c.s. (stuk nr. 38)
commons;2003-2004;80;2004-06-03;29372;61;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-61.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-61?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.105.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.105.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;no;Crone;nl.m.02507;;;amendement-Crone c.s. (stuk nr. 61, I)
commons;2003-2004;80;2004-06-03;29372:,0I;62;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372:,0I-62.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.112.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.112.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;Hessels;nl.m.02370;;;amendement-Hessels c.s. (stuk nr. 62, 0I)
commons;2003-2004;80;2004-06-03;29372;60;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-60.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-60?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.120.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.120.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;no;Hessels;nl.m.02370;Crone;nl.m.02507;amendement-Hessels/Crone (stuk nr. 60, I)
commons;2003-2004;80;2004-06-03;29372;54;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-54.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-54?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.141.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.141.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;no;aye;aye;;aye;;aye;aye;aye;no;Van den Brink;nl.m.02366;;;amendement-Van den Brink c.s. (stuk nr. 54)
commons;2003-2004;80;2004-06-03;29372;55;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-55.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-55?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.163.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.163.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;no;aye;no;no;no;;aye;;no;aye;aye;no;Gerkens;nl.m.02326;;;amendement-Gerkens (stuk nr. 55)
commons;2003-2004;80;2004-06-03;29372;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29372;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.177.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.177.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;no;;aye;aye;no;aye;;;;;Wijziging van de Elektriciteitswet 1998 en de Gaswet ter uitvoering van richtlijn nr. 2003/54/EG (PbEG L 176), verordening nr. 1228/2003 (PbEG L 176) en richtlijn nr. 2003/55/EG (PbEG L 176), alsmede in verband met de aanscherping van het toezicht op het netbeheer (Wijziging Elektriciteitswet 1998 en Gaswet in verband met implementatie en aanscherping toezicht netbeheer) ( 29372)
commons;2003-2004;80;2004-06-03;29303;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29303;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5165-5165.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5165-5165?view=html#nl.proc.ob.d.h-tk-20032004-5165-5165.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5165-5165.html;aye;aye;aye;no;aye;;aye;;aye;no;no;aye;;;;;Wijziging van de Elektriciteitswet 1998 en de Gaswet (verlenging termijn waarbinnen een afnemer wordt beschouwd als beschermde afnemer in de zin van de Gaswet en de Elektriciteitswet 1998) ( 29303)
commons;2003-2004;80;2004-06-03;29372;59;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29372-59.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29372-59?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5161-5165?view=html#nl.proc.ob.d.h-tk-20032004-5161-5165.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5161-5165.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;Hessels;nl.m.02370;;;amendement-Hessels c.s. (stuk nr. 59, I)
commons;2003-2004;80;2004-06-03;29498;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29498-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5161.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5161?view=html#nl.proc.ob.d.h-tk-20032004-5160-5161.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5160-5161.html;no;aye;no;aye;aye;;aye;;aye;aye;aye;no;Vendrik;nl.m.02245;;;de motie-Vendrik c.s. over een plan van aanpak "informatievoorziening eenmalige herbeoordelingsoperatie" ( 29498, nr. 10)
commons;2003-2004;80;2004-06-03;29499;8;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29499-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29499-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5159-5159.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5159-5159?view=html#nl.proc.ob.d.h-tk-20032004-5159-5159.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5159-5159.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;no;Noorman-den Uyl;nl.m.02531;Bruls;nl.m.02376;amendement-Noorman-den Uyl/Bruls (stuk nr. 8)
commons;2003-2004;80;2004-06-03;29499;7;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29499-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29499-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5159-5159.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5159-5159?view=html#nl.proc.ob.d.h-tk-20032004-5159-5159.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5159-5159.html;aye;aye;aye;aye;aye;;aye;;aye;aye;no;aye;Weekers;nl.m.02247;;;amendement-Weekers (stuk nr. 7)
commons;2003-2004;80;2004-06-03;29499;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29499-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29499-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5159-5159.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5159-5159?view=html#nl.proc.ob.d.h-tk-20032004-5159-5159.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5159-5159.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;Noorman-den Uyl;nl.m.02531;;;amendement-Noorman-den Uyl (stuk nr. 9)
commons;2003-2004;80;2004-06-03;29499;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29499;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5159-5159.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5159-5159?view=html#nl.proc.ob.d.h-tk-20032004-5159-5159.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5159-5159.html;aye;aye;aye;aye;aye;;aye;;aye;aye;aye;aye;;;;;Wijziging van de Wet werk en bijstand en enige andere wetten in verband met een aantal technische verbeteringen en het herstel van enkele omissies in de Invoeringswet Wet werk en bijstand ( 29499)
commons;2003-2004;80;2004-06-03;29497;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29497-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29497-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5160.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5160?view=html#nl.proc.ob.d.h-tk-20032004-5160-5160.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5160-5160.html;no;no;no;aye;aye;;no;;aye;no;aye;no;Smeets;nl.m.02409;Vendrik;nl.m.02245;amendement-Smeets/Vendrik (stuk nr. 9, I)
commons;2003-2004;80;2004-06-03;29497;12;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29497-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29497-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5160.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5160?view=html#nl.proc.ob.d.h-tk-20032004-5160-5160.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5160-5160.html;no;aye;no;aye;aye;;no;;aye;no;aye;no;Smeets;nl.m.02409;;;amendement-Smeets (stuk nr. 12)
commons;2003-2004;80;2004-06-03;29497;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29497;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5160.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5160?view=html#nl.proc.ob.d.h-tk-20032004-5160-5160.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5160-5160.html;aye;aye;aye;no;no;;aye;;no;aye;no;aye;;;;;Wijziging van de Wet arbeidsongeschiktheidsverzekering zelfstandigen en enige andere wetten in verband met de beëindiging van de toegang tot die verzekering voor diegenen die op of na de inwerkingtreding van deze wet arbeidsongeschikt worden (Wet einde toegang verzekering WAZ) ( 29497)
commons;2003-2004;80;2004-06-03;29497;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29497-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5160.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5160?view=html#nl.proc.ob.d.h-tk-20032004-5160-5160.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5160-5160.html;no;no;no;aye;aye;;no;;aye;no;aye;no;;;;;de motie-Smeets/Vendrik over intrekking van het wetsvoorstel en ontwikkeling van alternatieven ( 29497, nr. 10)
commons;2003-2004;80;2004-06-03;29497;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29497-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5160.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5160?view=html#nl.proc.ob.d.h-tk-20032004-5160-5160.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5160-5160.html;no;aye;no;aye;aye;;aye;;aye;no;aye;no;Smeets;nl.m.02409;Vendrik;nl.m.02245;de motie-Smeets/Vendrik over de acceptatieplicht ( 29497, nr. 11)
commons;2003-2004;80;2004-06-03;29498;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29498-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29498-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5161.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5161?view=html#nl.proc.ob.d.h-tk-20032004-5160-5161.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5160-5161.html;no;aye;no;aye;aye;;no;;aye;no;aye;no;De Wit;nl.m.02940;;;amendement-De Wit (stuk nr. 11, I)
commons;2003-2004;80;2004-06-03;29498;12;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29498-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29498-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5161.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-5160-5161?view=html#nl.proc.ob.d.h-tk-20032004-5160-5161.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-5160-5161.html;no;no;no;aye;aye;;no;;aye;no;aye;no;De Wit;nl.m.02940;;;amendement-De Wit (stuk nr. 12, I)
