#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groeplazrak;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2003-2004;25;2003-11-18;29200-VI;57;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-VI-57.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712.1.126.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712?view=html#nl.proc.ob.d.h-tk-20032004-1708-1712.1.126.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1708-1712.html;no;aye;no;aye;;;no;;aye;aye;aye;no;Vos;nl.m.02547;;;motie-Vos (29200-VI, nr. 57)
commons;2003-2004;25;2003-11-18;29200-VI;56;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-VI-56.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712.1.123.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712?view=html#nl.proc.ob.d.h-tk-20032004-1708-1712.1.123.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1708-1712.html;no;aye;no;aye;;;no;;aye;aye;aye;no;Vos;nl.m.02547;;;motie-Vos (29200-VI, nr. 56)
commons;2003-2004;25;2003-11-18;29200-VI;45;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-VI-45.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712.1.96.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712?view=html#nl.proc.ob.d.h-tk-20032004-1708-1712.1.96.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1708-1712.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;Kalsbeek;nl.m.02961;;;motie-Kalsbeek c.s. (29200-VI, nr. 45)
commons;2003-2004;25;2003-11-18;29200-VI;46;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-VI-46.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712.1.99.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712?view=html#nl.proc.ob.d.h-tk-20032004-1708-1712.1.99.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1708-1712.html;aye;aye;no;no;;;aye;;no;aye;aye;aye;De Pater-van der Meer;nl.m.01634;Griffith;nl.m.02410;motie-De Pater-van der Meer/Griffith (29200-VI, nr. 46)
commons;2003-2004;25;2003-11-18;29200-VI;47;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-VI-47.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712.1.102.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712?view=html#nl.proc.ob.d.h-tk-20032004-1708-1712.1.102.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1708-1712.html;no;no;no;aye;;;no;;no;no;aye;no;De Wit;nl.m.02940;Vos;nl.m.02547;motie-De Wit/Vos (29200-VI, nr. 47)
commons;2003-2004;25;2003-11-18;29200-VI;48;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-VI-48.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712.1.105.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712?view=html#nl.proc.ob.d.h-tk-20032004-1708-1712.1.105.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1708-1712.html;no;no;no;aye;;;no;;no;no;aye;no;De Wit;nl.m.02940;;;motie-De Wit (29200-VI, nr. 48)
commons;2003-2004;25;2003-11-18;29200-VI;49;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-VI-49.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712.1.108.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712?view=html#nl.proc.ob.d.h-tk-20032004-1708-1712.1.108.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1708-1712.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;Griffith;nl.m.02410;;;motie-Griffith c.s. (29200-VI, nr. 49)
commons;2003-2004;25;2003-11-18;29200-VI;50;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-VI-50.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712.1.111.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712?view=html#nl.proc.ob.d.h-tk-20032004-1708-1712.1.111.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1708-1712.html;aye;aye;no;no;;;aye;;aye;aye;aye;aye;Eerdmans;nl.m.02365;;;motie-Eerdmans c.s. (29200-VI, nr. 50)
commons;2003-2004;25;2003-11-18;29200-VI;52;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-VI-52.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712.1.114.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712?view=html#nl.proc.ob.d.h-tk-20032004-1708-1712.1.114.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1708-1712.html;no;no;aye;aye;;;no;;aye;no;aye;no;Van der Laan;nl.m.02454;;;motie-Van der Laan c.s. (29200-VI, nr. 52)
commons;2003-2004;25;2003-11-18;29200-VI;53;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-VI-53.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712.1.117.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712?view=html#nl.proc.ob.d.h-tk-20032004-1708-1712.1.117.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1708-1712.html;no;no;aye;no;;;aye;;aye;aye;aye;no;Van der Laan;nl.m.02454;;;motie-Van der Laan c.s. (29200-VI, nr. 53)
commons;2003-2004;25;2003-11-18;29200-VI;54;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-VI-54.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712.1.120.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1708-1712?view=html#nl.proc.ob.d.h-tk-20032004-1708-1712.1.120.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1708-1712.html;no;aye;aye;aye;;;aye;;aye;aye;aye;no;Van der Laan;nl.m.02454;;;motie-Van der Laan c.s. (29200-VI, nr. 54)
commons;2003-2004;27;2003-11-20;29268;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29268-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29268-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1890.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1890?view=html#nl.proc.ob.d.h-tk-20032004-1890-1890.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1890-1890.html;no;no;no;aye;;;no;;aye;no;aye;no;Noorman-den Uyl;nl.m.02531;;;amendement-Noorman-den Uyl (stuk nr. 9, II)
commons;2003-2004;27;2003-11-20;29268;8;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29268-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29268-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1890.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1890?view=html#nl.proc.ob.d.h-tk-20032004-1890-1890.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1890-1890.html;no;no;no;aye;;;no;;aye;no;aye;no;Noorman-den Uyl;nl.m.02531;;;amendement-Noorman-den Uyl (stuk nr. 8, II)
commons;2003-2004;27;2003-11-20;29231;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29231-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890?view=html#nl.proc.ob.d.h-tk-20032004-1889-1890.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1889-1890.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;Dittrich;nl.m.02512;;;de motie-Dittrich c.s. over het beginsel van de flexibele WAO-keuring ( 29231, nr. 15)
commons;2003-2004;27;2003-11-20;29231;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29231;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890?view=html#nl.proc.ob.d.h-tk-20032004-1889-1890.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1889-1890.html;aye;aye;aye;aye;;;aye;;aye;aye;no;aye;;;;;Verlenging van de loondoorbetalingsverplichting door de werkgever bij ziekte (Wet verlenging loondoorbetalingsverplichting bij ziekte 2003) ( 29231)
commons;2003-2004;27;2003-11-20;29231;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29231-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29231-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890.1.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890?view=html#nl.proc.ob.d.h-tk-20032004-1889-1890.1.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1889-1890.html;no;aye;no;aye;;;aye;;aye;aye;aye;no;Rouvoet;nl.m.02541;;;amendement-Rouvoet (stuk nr. 11, I)
commons;2003-2004;27;2003-11-20;29231:,1;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29231:,1-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890?view=html#nl.proc.ob.d.h-tk-20032004-1889-1890.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1889-1890.html;no;no;no;aye;;;no;;aye;no;aye;no;Bussemaker;nl.m.02251;;;amendement-Bussemaker (stuk nr. 9, 1)
commons;2003-2004;27;2003-11-20;29231;7:,IA);amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/29231;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890?view=html#nl.proc.ob.d.h-tk-20032004-1889-1890.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1889-1890.html;no;aye;no;aye;;;no;;aye;aye;aye;no;Bussemaker;nl.m.02251;;;amendement-Bussemaker (stuk nr. 7, IA)
commons;2003-2004;27;2003-11-20;29231;8:,IA);amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/29231;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890?view=html#nl.proc.ob.d.h-tk-20032004-1889-1890.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1889-1890.html;no;aye;no;aye;;;no;;aye;no;aye;no;Bussemaker;nl.m.02251;;;amendement-Bussemaker (stuk nr. 8, IA)
commons;2003-2004;27;2003-11-20;29231;10;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29231-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29231-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890?view=html#nl.proc.ob.d.h-tk-20032004-1889-1890.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1889-1890.html;no;no;no;aye;;;aye;;aye;no;aye;no;Bussemaker;nl.m.02251;;;amendement-Bussemaker (stuk nr. 10, A)
commons;2003-2004;27;2003-11-20;29231;13;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29231-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29231-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1890?view=html#nl.proc.ob.d.h-tk-20032004-1889-1890.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1889-1890.html;no;no;no;aye;;;no;;aye;no;aye;no;De Ruiter;nl.m.02334;Van Gent;nl.m.02218;amendement-De Ruiter/Van Gent (stuk nr. 13, I)
commons;2003-2004;27;2003-11-20;29268;10;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29268-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29268-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1890.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1890?view=html#nl.proc.ob.d.h-tk-20032004-1890-1890.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1890-1890.html;no;aye;no;aye;;;no;;aye;aye;aye;no;Noorman-den Uyl;nl.m.02531;;;amendement-Noorman-den Uyl (stuk nr. 10)
commons;2003-2004;27;2003-11-20;29268;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29268;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1890.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1890?view=html#nl.proc.ob.d.h-tk-20032004-1890-1890.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1890-1890.html;aye;aye;aye;no;;;aye;;no;aye;no;aye;;;;;Wijziging van de Werkloosheidswet in verband met de afschaffing van de vervolguitkering ( 29268)
commons;2003-2004;27;2003-11-20;29258;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29258-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1891-1892.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1891-1892?view=html#nl.proc.ob.d.h-tk-20032004-1891-1892.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1891-1892.html;no;no;no;aye;;;no;;no;no;aye;no;Van Gent;nl.m.02218;;;de motie-Van Gent over het betrekken van de kinderbijslag bij de integratie van fiscale kinderregelingen ( 29258, nr. 11)
commons;2003-2004;27;2003-11-20;29258;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29258;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1891-1892.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1891-1892?view=html#nl.proc.ob.d.h-tk-20032004-1891-1892.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1891-1892.html;aye;no;aye;no;;;aye;;no;no;no;aye;;;;;Wijziging van de wijze van aanpassing van de kinderbijslag, de wet van 22 december 1994 tot nadere wijziging van de Algemene Kinderbijslagwet, de Ziekenfondswet en de Algemene Wet Bijzondere Ziektekosten (Stb. 957) en de Algemene Kinderbijslagwet in verband met andere wijze van aanpassing kinderbijslagbedragen ( 29258)
commons;2003-2004;27;2003-11-20;29258;7;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29258-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29258-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1891-1892.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1891-1892?view=html#nl.proc.ob.d.h-tk-20032004-1891-1892.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1891-1892.html;no;aye;no;aye;;;aye;;aye;aye;aye;no;Van der Staaij;nl.m.02252;;;amendement-Van der Staaij (stuk nr. 7, I)
commons;2003-2004;27;2003-11-20;28862;19;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28862-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1891.1.18.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1891?view=html#nl.proc.ob.d.h-tk-20032004-1890-1891.1.18.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1890-1891.html;no;aye;no;aye;;;no;;aye;no;aye;no;Noorman-den Uyl;nl.m.02531;Van Gent;nl.m.02218;de motie-Noorman-den Uyl/Van Gent over een toets van de arbeidsmarktgeschiktheid voor oudere werklozen ( 28862, nr. 19)
commons;2003-2004;27;2003-11-20;28862;18;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28862-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1891.1.18.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1891?view=html#nl.proc.ob.d.h-tk-20032004-1890-1891.1.18.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1890-1891.html;no;aye;no;aye;;;no;;aye;aye;aye;no;Noorman-den Uyl;nl.m.02531;;;de motie-Noorman-den Uyl over een om-, her- en bijscholingsprogramma voor oudere werknemers bij het Rijk ( 28862, nr. 18)
commons;2003-2004;27;2003-11-20;28862;15;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28862-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1891.1.18.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1891?view=html#nl.proc.ob.d.h-tk-20032004-1890-1891.1.18.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1890-1891.html;no;no;no;aye;;;no;;aye;no;aye;no;Van Gent;nl.m.02218;Noorman-den Uyl;nl.m.02531;de motie-Van Gent/Noorman-den Uyl over de sollicitatieplicht voor werklozen van 57,5 jaar en ouder ( 28862, nr. 15)
commons;2003-2004;27;2003-11-20;28862;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28862;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1891.1.18.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1891?view=html#nl.proc.ob.d.h-tk-20032004-1890-1891.1.18.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1890-1891.html;aye;aye;aye;no;;;aye;;aye;aye;no;aye;;;;;Invoering van een bijdrage van de werkgever wiens werknemer op of na het bereiken van de leeftijd van 57,5 jaar werkloos wordt (Wet werkgeversbijdrage werkloosheidslasten oudere werknemers) ( 28862)
commons;2003-2004;27;2003-11-20;28862;24:,I);amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/28862;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1891.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1891?view=html#nl.proc.ob.d.h-tk-20032004-1890-1891.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1890-1891.html;no;no;no;aye;;;no;;aye;no;aye;no;Van Gent;nl.m.02218;Noorman den Uyl;nl.m.02531;amendement-Van Gent/Noorman den Uyl (stuk nr. 24,I)
commons;2003-2004;27;2003-11-20;28862;23;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28862-23.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28862-23?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1891.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1891?view=html#nl.proc.ob.d.h-tk-20032004-1890-1891.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1890-1891.html;aye;aye;aye;no;;;aye;;aye;aye;no;aye;Aptroot;nl.m.02412;;;amendement-Aptroot c.s. (stuk nr. 23, I)
commons;2003-2004;27;2003-11-20;29268;13;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29268-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1890.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1890?view=html#nl.proc.ob.d.h-tk-20032004-1890-1890.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1890-1890.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;Verburg;nl.m.02246;;;de motie-Verburg c.s. over afspraken met UWV en CWI inzake actieve bemiddeling ( 29268, nr. 13)
commons;2003-2004;27;2003-11-20;29268;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29268-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1890.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1890-1890?view=html#nl.proc.ob.d.h-tk-20032004-1890-1890.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1890-1890.html;no;no;no;aye;;;no;;aye;no;aye;no;Noorman-den Uyl;nl.m.02531;Van Gent;nl.m.02218;de motie-Noorman-den Uyl/Van Gent over het betrekken van de afschaffing van de WW-vervolguitkering bij een integraal WW-advies van de SER ( 29268, nr. 11)
commons;2003-2004;27;2003-11-20;29207;13;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29207-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1889.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1889?view=html#nl.proc.ob.d.h-tk-20032004-1889-1889.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1889-1889.html;aye;no;aye;aye;;;no;;aye;no;aye;no;Samsom;nl.m.02335;;;motie-Samsom (29207, nr. 13)
commons;2003-2004;27;2003-11-20;29207;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29207;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1889.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1889?view=html#nl.proc.ob.d.h-tk-20032004-1889-1889.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1889-1889.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;;;;;Wijziging van de Wet belastingen op milieugrondslag en Wet op de accijns (implementatie richtlijn Energiebelastingen) ( 29207)
commons;2003-2004;27;2003-11-20;29207;10;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29207-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29207-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1889.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1889-1889?view=html#nl.proc.ob.d.h-tk-20032004-1889-1889.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1889-1889.html;no;no;no;aye;;;no;;aye;no;aye;no;Samsom;nl.m.02335;;;amendement-Samsom (stuk nr. 10, I)
commons;2003-2004;27;2003-11-20;29041;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29041;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1888-1888.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1888-1888?view=html#nl.proc.ob.d.h-tk-20032004-1888-1888.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1888-1888.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;;;;;Het toezicht op trustkantoren (Wet toezicht trustkantoren) ( 29041)
commons;2003-2004;27;2003-11-20;29206;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29206;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1888-1888-2.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1888-1888-2?view=html#nl.proc.ob.d.h-tk-20032004-1888-1888-2.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1888-1888-2.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;;;;;Wijziging van de Wet op de internationale bijstandsverlening bij de heffing van belastingen en de Wet inkomstenbelasting 2001 (implementatie spaarrenterichtlijn) ( 29206)
commons;2003-2004;27;2003-11-20;29206;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29206-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29206-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1888-1888-2.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1888-1888-2?view=html#nl.proc.ob.d.h-tk-20032004-1888-1888-2.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1888-1888-2.html;aye;aye;aye;no;;;no;;no;aye;no;aye;Van Vroonhoven-Kok;nl.m.02346;Dezentjé Hamming;nl.m.02416;amendement-Van Vroonhoven-Kok/Dezentjé Hamming (stuk nr. 9, IA)
commons;2003-2004;27;2003-11-20;29034;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29034;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1888-1888-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1888-1888-1?view=html#nl.proc.ob.d.h-tk-20032004-1888-1888-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1888-1888-1.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;;;;;Wijziging van enkele belastingwetten in verband met de implementatie van Richtlijn 2003/49/EG van de Raad van de Europese Unie van 3 juni 2003 betreffende de gemeenschappelijke belastingregeling inzake uitkering van interest en royalty's tussen verbonden ondernemingen van verschillende lidstaten ( 29034)
commons;2003-2004;27;2003-11-20;29258;13;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29258-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1891-1892.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-1891-1892?view=html#nl.proc.ob.d.h-tk-20032004-1891-1892.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-1891-1892.html;no;aye;no;aye;;;aye;;no;aye;aye;no;Varela;nl.m.02341;Van Gent;nl.m.02218;de motie-Varela/Van Gent over compensatie voor de gezinnen met de laagste inkomens ( 29258, nr. 13)
