#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.d66;nl.p.gl;nl.p.gpv;nl.p.osf;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1999-2000;3;1999-09-23;26800;3;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;no;aye;aye;;no;aye;aye;aye;no;De Hoop Scheffer;nl.m.02798;;;motie-De Hoop Scheffer (26800, nr. 3)
commons;1999-2000;3;1999-09-23;26800;26;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.67.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.67.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;no;aye;aye;;no;aye;aye;aye;no;Schutte;nl.m.02676;;;motie-Schutte c.s. (26800, nr. 26)
commons;1999-2000;3;1999-09-23;26800;25;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.64.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.64.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;no;aye;aye;aye;;aye;aye;aye;aye;no;Van Dijke;nl.m.02509;;;motie-Van Dijke c.s. (26800, nr. 25)
commons;1999-2000;3;1999-09-23;26800;24;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.61.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.61.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;no;aye;aye;aye;;aye;aye;aye;aye;aye;De Graaf;nl.m.02517;;;motie-De Graaf c.s. (26800, nr. 24)
commons;1999-2000;3;1999-09-23;26800;23;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.58.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.58.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;De Graaf;nl.m.02517;;;motie-De Graaf c.s. (26800, nr. 23)
commons;1999-2000;3;1999-09-23;26800;22;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-22.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.55.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.55.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;no;aye;aye;aye;;aye;aye;no;aye;no;De Graaf;nl.m.02517;;;motie-De Graaf c.s. (26800, nr. 22)
commons;1999-2000;3;1999-09-23;26800;21;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.52.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.52.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;aye;aye;no;;aye;no;no;aye;aye;De Graaf;nl.m.02517;;;motie-De Graaf c.s. (26800, nr. 21)
commons;1999-2000;3;1999-09-23;26800;20;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.49.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.49.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;De Graaf;nl.m.02517;;;motie-De Graaf c.s. (26800, nr. 20)
commons;1999-2000;3;1999-09-23;26800;19;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.46.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.46.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;no;no;aye;no;;no;no;no;aye;no;Marijnissen;nl.m.02529;;;motie-Marijnissen (26800, nr. 19)
commons;1999-2000;3;1999-09-23;26800;18;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.43.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.43.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;no;no;aye;no;;no;no;no;aye;no;Marijnissen;nl.m.02529;;;motie-Marijnissen (26800, nr. 18)
commons;1999-2000;3;1999-09-23;26800;16;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.40.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.40.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;aye;no;aye;;aye;aye;aye;no;aye;Dijkstal;nl.m.02751;;;motie-Dijkstal c.s. (26800, nr. 16)
commons;1999-2000;3;1999-09-23;26800;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.37.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.37.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Dijkstal;nl.m.02751;;;motie-Dijkstal c.s. (26800, nr. 15)
commons;1999-2000;3;1999-09-23;26800;29;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-29.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.34.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.34.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Rosenmöller;nl.m.02970;De Graaf;nl.m.02517;motie-Rosenmöller/De Graaf (26800, nr. 29)
commons;1999-2000;3;1999-09-23;26800;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;no;aye;no;;no;no;aye;aye;no;De Hoop Scheffer;nl.m.02798;;;motie-De Hoop Scheffer (26800, nr. 4)
commons;1999-2000;3;1999-09-23;26800;28;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-28.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;De Hoop Scheffer;nl.m.02798;;;motie-De Hoop Scheffer c.s. (26800, nr. 28)
commons;1999-2000;3;1999-09-23;26800;7;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.13.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;aye;aye;no;;aye;no;no;aye;no;Melkert;nl.m.02807;;;motie-Melkert (26800, nr. 7)
commons;1999-2000;3;1999-09-23;26800;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.16.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Melkert;nl.m.02807;;;motie-Melkert c.s. (26800, nr. 8)
commons;1999-2000;3;1999-09-23;26800;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.19.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Melkert;nl.m.02807;;;motie-Melkert c.s. (26800, nr. 9)
commons;1999-2000;3;1999-09-23;26800;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.22.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Melkert;nl.m.02807;;;motie-Melkert c.s. (26800, nr. 11)
commons;1999-2000;3;1999-09-23;26800;17;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.25.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;no;no;no;no;;no;no;no;aye;no;Marijnissen;nl.m.02529;;;motie-Marijnissen (26800, nr. 17)
commons;1999-2000;3;1999-09-23;26800;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.28.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;aye;no;aye;aye;;no;aye;aye;aye;no;Rosenmöller;nl.m.02970;Schutte;nl.m.02676;motie-Rosenmöller/Schutte (26800, nr. 12)
commons;1999-2000;3;1999-09-23;26800;13;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154.1.21.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-109-154?view=html#nl.proc.ob.d.h-tk-19992000-109-154.1.21.31.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-109-154.html;;;;;;;;;;no!!!aye;Rosenmöller;nl.m.02970;;;motie-Rosenmöller c.s. (26800, nr. 13)
commons;1999-2000;4;1999-09-28;26363;16;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26363-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171.1.34.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171?view=html#nl.proc.ob.d.h-tk-19992000-170-171.1.34.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-170-171.html;no;no;aye;aye;;no;aye;aye;aye;no;Van Bommel;nl.m.02211;Vendrik;nl.m.02245;de motie-Van Bommel/Vendrik over omvang, spreiding en dienstenpakket van postvestigingen ( 26363, nr. 16)
commons;1999-2000;4;1999-09-28;26411;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26411;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-171-171.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-171-171?view=html#nl.proc.ob.d.h-tk-19992000-171-171.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-171-171.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;;;;;Wijziging van de Coördinatiewet Sociale Verzekering in verband met de aanpassing van het stelsel van bestuurlijke boeten ( 26411)
commons;1999-2000;4;1999-09-28;26411;6;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26411-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-171-171.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-171-171?view=html#nl.proc.ob.d.h-tk-19992000-171-171.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-171-171.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Noorman-den Uyl;nl.m.02531;Schimmel;nl.m.02983;de motie-Noorman-den Uyl/Schimmel over strafvervolging socialezekerheidsfraude ( 26411, nr. 6)
commons;1999-2000;4;1999-09-28;25674;55;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25674-55.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-171-172.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-171-172?view=html#nl.proc.ob.d.h-tk-19992000-171-172.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-171-172.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Wagenaar;nl.m.02612;;;de motie-Wagenaar c.s. over tijdige en adequate maatregelen t.a.v. het Nationaal noodnet ( 25674, nr. 55)
commons;1999-2000;4;1999-09-28;25674;56;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25674-56.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-171-172.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-171-172?view=html#nl.proc.ob.d.h-tk-19992000-171-172.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-171-172.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Cherribi;nl.m.02505;;;de motie-Cherribi c.s. over het, zover nog nodig, aanspreken van andere overheden op hun specifieke bestuurlijke verantwoordelijkheid ( 25674, nr. 56)
commons;1999-2000;4;1999-09-28;25802;14;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25802-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-172-172.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-172-172?view=html#nl.proc.ob.d.h-tk-19992000-172-172.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-172-172.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Belinfante;nl.m.02210;;;de motie-Belinfante c.s. over de resterende taakstelling van 10 mln. gulden ( 25802, nr. 14)
commons;1999-2000;4;1999-09-28;25802;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25802-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-172-172.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-172-172?view=html#nl.proc.ob.d.h-tk-19992000-172-172.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-172-172.html;aye;aye;aye;aye;;no;aye;aye;aye;aye;Halsema;nl.m.02220;;;de motie-Halsema c.s. over fasering, tijdpad en bekostigingssystematiek ( 25802, nr. 15)
commons;1999-2000;4;1999-09-28;25802;16;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25802-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-172-172.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-172-172?view=html#nl.proc.ob.d.h-tk-19992000-172-172.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-172-172.html;aye;no;aye;no;;no;no;no;aye;no;Halsema;nl.m.02220;;;de motie-Halsema over scholingsbudgetten voor cultureel ondernemerschap ( 25802, nr. 16)
commons;1999-2000;4;1999-09-28;26363;14;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26363-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171.1.34.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171?view=html#nl.proc.ob.d.h-tk-19992000-170-171.1.34.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-170-171.html;no;no;aye;no;;no;no;no;aye;no;Vendrik;nl.m.02245;Van Bommel;nl.m.02211;de motie-Vendrik/Van Bommel over concurrentie op arbeidsvoorwaarden in de postmarkt ( 26363, nr. 14)
commons;1999-2000;4;1999-09-28;26363;13;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26363-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171.1.34.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171?view=html#nl.proc.ob.d.h-tk-19992000-170-171.1.34.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-170-171.html;aye;no;aye;aye;;no;aye;aye;aye;no;Eurlings;nl.m.02216;;;de motie-Eurlings c.s. over postagentschappen bij tankstations ( 26363, nr. 13)
commons;1999-2000;4;1999-09-28;26467;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26467;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-170.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-170?view=html#nl.proc.ob.d.h-tk-19992000-170-170.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-170-170.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;;;;;Wijziging van de Wet op de omzetbelasting 1968 in verband met de invoering van een bijzondere regeling voor beleggingsgoud ( 26467)
commons;1999-2000;4;1999-09-28;26363;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26363-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171?view=html#nl.proc.ob.d.h-tk-19992000-170-171.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-170-171.html;aye;no;aye;aye;;no;aye;aye;aye;no;Eurlings;nl.m.02216;;;de motie-Eurlings c.s. over zendingen tegen kwantumkorting ( 26363, nr. 12)
commons;1999-2000;4;1999-09-28;26363;15;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26363-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171?view=html#nl.proc.ob.d.h-tk-19992000-170-171.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-170-171.html;aye;no;aye;aye;;no;aye;aye;aye;no;Vendrik;nl.m.02245;;;de motie-Vendrik c.s. over de afschaffing van de BTW-vrijstelling ( 26363, nr. 15, herdruk)
commons;1999-2000;4;1999-09-28;26363;7;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26363-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26363-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171?view=html#nl.proc.ob.d.h-tk-19992000-170-171.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-170-171.html;no;no;aye;aye;;no;aye;aye;aye;no;Van den Berg;nl.m.02792;;;amendement-Van den Berg (stuk nr. 7, I)
commons;1999-2000;4;1999-09-28;26363;17;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26363-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26363-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171?view=html#nl.proc.ob.d.h-tk-19992000-170-171.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-170-171.html;aye;aye;no;no;;aye;no;no;no;aye;Van Zuijlen;nl.m.02555;;;amendement-Van Zuijlen c.s. (stuk nr. 17)
commons;1999-2000;4;1999-09-28;26363;8;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26363-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26363-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171?view=html#nl.proc.ob.d.h-tk-19992000-170-171.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-170-171.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Eurlings;nl.m.02216;;;amendement-Eurlings (stuk nr. 8, I)
commons;1999-2000;4;1999-09-28;26363;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26363;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171.1.33.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171?view=html#nl.proc.ob.d.h-tk-19992000-170-171.1.33.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-170-171.html;no;aye;no;no;;aye;no;no;no;aye;;;;;Wijziging van de Postwet en enige andere wetten in verband met richtlijn nr. 97/67/EG van het Europees Parlement en de Raad van de Europese Unie van 15 december 1997 betreffende gemeenschappelijke regels voor de ontwikkeling van de interne markt voor postdiensten in de Gemeenschap en de verbetering van de kwaliteit van de dienst (PbEG 1998, L 15), en een aantal wetstechnische wijzigingen ( 26363)
commons;1999-2000;4;1999-09-28;26363;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26363-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171.1.34.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-170-171?view=html#nl.proc.ob.d.h-tk-19992000-170-171.1.34.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-170-171.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Bakker;nl.m.02503;;;de motie-Bakker c.s. over nieuwe producten en diensten van postagenten ( 26363, nr. 11)
commons;1999-2000;7;1999-10-05;25969 25969 25969;24;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25969 25969 25969-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-363-365.1.34.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-363-365?view=html#nl.proc.ob.d.h-tk-19992000-363-365.1.34.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-363-365.html;no;no;aye;aye;;no;aye;aye;aye;no;Van der Vlies;nl.m.02682;;;amendement-Van der Vlies (stuk nr. 24)
commons;1999-2000;7;1999-10-05;25969 25969 25969;33;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25969 25969 25969-33.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-363-365.1.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-363-365?view=html#nl.proc.ob.d.h-tk-19992000-363-365.1.28.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-363-365.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Udo;nl.m.02256;Apostolou;nl.m.02966;amendement-Udo/Apostolou (stuk nr. 33, I)
commons;1999-2000;7;1999-10-05;25969 25969 25969;15;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25969 25969 25969-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-363-365.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-363-365?view=html#nl.proc.ob.d.h-tk-19992000-363-365.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-363-365.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Scheltema-de Nie;nl.m.02982;;;amendement-Scheltema-de Nie (stuk nr. 15)
commons;1999-2000;7;1999-10-05;25969 25969 25969;23;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25969 25969 25969-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-363-365.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-363-365?view=html#nl.proc.ob.d.h-tk-19992000-363-365.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-363-365.html;no;no;no;aye;;no;aye;aye;aye;no;Rouvoet;nl.m.02541;;;amendement-Rouvoet (stuk nr. 23, I)
commons;1999-2000;7;1999-10-05;25969 25969 25969;17;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25969 25969 25969-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-363-365.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-363-365?view=html#nl.proc.ob.d.h-tk-19992000-363-365.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-363-365.html;aye;no;no;no;;no;no;no;no;aye;Buijs;nl.m.02213;;;amendement-Buijs (stuk nr. 17)
