#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.d66;nl.p.gl;nl.p.gpv;nl.p.osf;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1999-2000;61;2000-03-28;19637;512;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-512.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4244-4244.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4244-4244?view=html#nl.proc.ob.d.h-tk-19992000-4244-4244.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4244-4244.html;aye;no;no;no;;no;no;no;no;aye;Kamp;nl.m.02523;Verhagen;nl.m.02920;de motie-Kamp/Verhagen over medisch noodzakelijke zorg ( 19637, nr. 512)
commons;1999-2000;61;2000-03-28;19637;513;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-513.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4244-4244.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4244-4244?view=html#nl.proc.ob.d.h-tk-19992000-4244-4244.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4244-4244.html;no;no;aye;no;;no;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over vereenvoudiging van de procedures van het koppelingsfonds ( 19637, nr. 513)
commons;1999-2000;61;2000-03-28;19637;514;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-514.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4244-4244.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4244-4244?view=html#nl.proc.ob.d.h-tk-19992000-4244-4244.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4244-4244.html;no;no;aye;no;;no;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over de opvang van mishandelde vrouwen ( 19637, nr. 514)
commons;1999-2000;61;2000-03-28;19637;515;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-515.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4244-4244.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4244-4244?view=html#nl.proc.ob.d.h-tk-19992000-4244-4244.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4244-4244.html;no;no;aye;no;;no;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over de toenemende druk op gemeenten ( 19637, nr. 515)
commons;1999-2000;61;2000-03-28;19637;516;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-516.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4244-4244.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4244-4244?view=html#nl.proc.ob.d.h-tk-19992000-4244-4244.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4244-4244.html;no;aye;aye;no;;no;no;no;aye;no;Dittrich;nl.m.02512;;;de motie-Dittrich over de reikwijdte van de gemeentelijke zorgplicht ( 19637, nr. 516)
commons;1999-2000;61;2000-03-28;19637;519;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-519.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4244-4244.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4244-4244?view=html#nl.proc.ob.d.h-tk-19992000-4244-4244.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4244-4244.html;no;no;aye;no;;no;no;no;aye;no;Halsema;nl.m.02220;;;motie-Halsema (19637, nr. 519)
commons;1999-2000;61;2000-03-28;26898;16;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26898-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244.1.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244?view=html#nl.proc.ob.d.h-tk-19992000-4242-4244.1.31.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4242-4244.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Van Walsem;nl.m.02564;De Boer;nl.m.01849;de motie-Van Walsem/De Boer over energiebesparing door waterzijdig inregelen ( 26898, nr. 16)
commons;1999-2000;61;2000-03-28;26898;15;motie;accepted;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-26898-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244?view=html#nl.proc.ob.d.h-tk-19992000-4242-4244.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4242-4244.html;;;;;;;;;;;M.B. Vos;nl.m.02547;;;de motie-M.B. Vos over informatie over stroom die door middel van kerncentrales is opgewekt ( 26898, nr. 15)
commons;1999-2000;61;2000-03-28;26389;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26389-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4242.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4242?view=html#nl.proc.ob.d.h-tk-19992000-4242-4242.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4242-4242.html;aye;no;no;aye;;no;aye;aye;no;no;Van Middelkoop;nl.m.02973;;;de motie-Van Middelkoop over de Friezen ( 26389, nr. 6)
commons;1999-2000;61;2000-03-28;26389;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26389;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4242.1.11.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4242?view=html#nl.proc.ob.d.h-tk-19992000-4242-4242.1.11.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4242-4242.html;aye;aye;aye;aye;;aye;aye;no;aye;aye;;;;;Goedkeuring van het op 1 februari 1995 te Straatsburg tot stand gekomen Kaderverdrag inzake de bescherming van nationale minderheden ( 26389)
commons;1999-2000;61;2000-03-28;26898;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26898-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244?view=html#nl.proc.ob.d.h-tk-19992000-4242-4244.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4242-4244.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;De Boer;nl.m.01849;Klein Molekamp;nl.m.02560;de motie-De Boer/Klein Molekamp over windenergie ( 26898, nr. 8)
commons;1999-2000;61;2000-03-28;26898;9;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26898-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244?view=html#nl.proc.ob.d.h-tk-19992000-4242-4244.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4242-4244.html;no;no;aye;aye;;aye;aye;aye;aye;no;De Boer;nl.m.01849;;;de motie-De Boer over een heffing op de uitstoot van warmte ( 26898, nr. 9)
commons;1999-2000;61;2000-03-28;26898;10;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26898-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244?view=html#nl.proc.ob.d.h-tk-19992000-4242-4244.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4242-4244.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;De Boer;nl.m.01849;;;de motie-De Boer over het gebruik van duurzame energie door alle departementen ( 26898, nr. 10)
commons;1999-2000;61;2000-03-28;26898;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26898-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244?view=html#nl.proc.ob.d.h-tk-19992000-4242-4244.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4242-4244.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;De Boer;nl.m.01849;;;de motie-De Boer over een keurmerk voor groene stroom ( 26898, nr. 11)
commons;1999-2000;61;2000-03-28;26898;13;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26898-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244?view=html#nl.proc.ob.d.h-tk-19992000-4242-4244.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4242-4244.html;no;aye;aye;aye;;no;aye;aye;aye;no;M.B. Vos;nl.m.02547;;;de motie-M.B. Vos over een systeem van verhandelbare certificaten van duurzame energie ( 26898, nr. 13)
commons;1999-2000;61;2000-03-28;26898;14;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26898-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4242-4244?view=html#nl.proc.ob.d.h-tk-19992000-4242-4244.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4242-4244.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;M.B. Vos;nl.m.02547;;;de motie-M.B. Vos over de effecten van de liberalisering op WKK ( 26898, nr. 14)
commons;1999-2000;62;2000-03-29;27057;2;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27057-2.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4295-4295.1.7.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4295-4295?view=html#nl.proc.ob.d.h-tk-19992000-4295-4295.1.7.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4295-4295.html;no;no;aye;no;;no;no;no;aye;no;Halsema;nl.m.02220;;;de motie-Halsema over extra financiële middelen voor maatwerk ( 27057, nr. 2)
commons;1999-2000;62;2000-03-29;27057;1;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27057-1.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4295-4295.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4295-4295?view=html#nl.proc.ob.d.h-tk-19992000-4295-4295.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4295-4295.html;aye;no;no;no;;no;no;aye;aye;no;Verhagen;nl.m.02920;;;de motie-Verhagen over een lagere en flexibele ondergrens ( 27057, nr. 1)
commons;1999-2000;62;2000-03-29;26800-XIV;98;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-XIV-98.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4295-4295-1.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4295-4295-1?view=html#nl.proc.ob.d.h-tk-19992000-4295-4295-1.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4295-4295-1.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Swildens-Rozendaal;nl.m.02809;;;motie-Swildens-Rozendaal c.s. (26800-XIV, nr. 98)
commons;1999-2000;62;2000-03-29;26800-XIV;97;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-XIV-97.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4295-4295-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4295-4295-1?view=html#nl.proc.ob.d.h-tk-19992000-4295-4295-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4295-4295-1.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Augusteijn-Esser;nl.m.02502;;;motie-Augusteijn-Esser c.s. (26800-XIV, nr. 97)
commons;1999-2000;64;2000-04-04;26873;25;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.65.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.65.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;no;no;aye;aye;;no;aye;aye;aye;no;Van der Vlies;nl.m.02682;Stellingwerf;nl.m.02544;amendement-Van der Vlies/Stellingwerf (stuk nr. 25, I)
commons;1999-2000;64;2000-04-04;26873;5;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-5.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-5?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.121.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.121.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Rehwinkel;nl.m.02567;Hamer;nl.m.02221;amendement-Rehwinkel/Hamer (stuk nr. 5)
commons;1999-2000;64;2000-04-04;26873;19;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.118.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.118.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Lambrechts;nl.m.02526;;;amendement-Lambrechts (stuk nr. 19)
commons;1999-2000;64;2000-04-04;26873;43;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-43.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-43?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.113.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.113.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;no;no;aye;aye;;no;aye;aye;aye;no;Poppe;nl.m.02536;;;amendement-Poppe (stuk nr. 43)
commons;1999-2000;64;2000-04-04;26873;57;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-57.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-57?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.95.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.95.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Hamer;nl.m.02221;;;amendement-Hamer c.s. (stuk nr. 57, I)
commons;1999-2000;64;2000-04-04;26873;42;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-42.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-42?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.90.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.90.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Rabbae;nl.m.02537;Hamer;nl.m.02221;amendement-Rabbae/Hamer (stuk nr. 42)
commons;1999-2000;64;2000-04-04;26873;41;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-41.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-41?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.85.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.85.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Hamer;nl.m.02221;Rabbae;nl.m.02537;amendement-Hamer/Rabbae (stuk nr. 41)
commons;1999-2000;64;2000-04-04;26873;56;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-56.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-56?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.80.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.80.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Eurlings;nl.m.02216;Hamer;nl.m.02221;amendement-Eurlings/Hamer (stuk nr. 56)
commons;1999-2000;64;2000-04-04;26873;40;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-40.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-40?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.73.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.73.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;aye;no;aye;aye;;aye;aye;aye;aye;no;Hamer;nl.m.02221;;;amendement-Hamer (stuk nr. 40)
commons;1999-2000;64;2000-04-04;26873;34;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-34.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-34?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.52.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.52.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;;;;;;;;;;;Eurlings;nl.m.02216;Hamer;nl.m.02221;amendement-Eurlings/Hamer (stuk nr. 34)
commons;1999-2000;64;2000-04-04;26873;27;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-27.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-27?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.57.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.57.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;no;no;aye;aye;;aye;aye;no;aye;no;Hamer;nl.m.02221;;;amendement-Hamer (stuk nr. 27)
commons;1999-2000;64;2000-04-04;26873;26;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-26.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-26?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.124.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.124.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Van der Vlies;nl.m.02682;Stellingwerf;nl.m.02544;amendement-Van der Vlies/Stellingwerf (stuk nr. 26)
commons;1999-2000;64;2000-04-04;26873;36;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-36.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-36?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.129.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.129.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;aye;aye;aye;aye;;aye;aye;no;aye;no;Eurlings;nl.m.02216;Hamer;nl.m.02221;amendement-Eurlings/Hamer (stuk nr. 36, I)
commons;1999-2000;64;2000-04-04;26873;31;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-31.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26873-31?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.137.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.137.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;aye;aye;aye;aye;;aye;aye;no;aye;no;Eurlings;nl.m.02216;Hamer;nl.m.02221;amendement-Eurlings/Hamer (stuk nr. 31)
commons;1999-2000;64;2000-04-04;20;118;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-20-118.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4459-4459.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4459-4459?view=html#nl.proc.ob.d.h-tk-19992000-4459-4459.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4459-4459.html;aye;aye;aye;aye;;aye;aye;aye;no;aye;Voûte-Droste;nl.m.02548;;;de motie-Voûte-Droste c.s. over liberalisering en noodzakelijke reciprociteit ( 21501-20, nr. 118)
commons;1999-2000;64;2000-04-04;20;116;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-20-116.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4459-4459.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4459-4459?view=html#nl.proc.ob.d.h-tk-19992000-4459-4459.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4459-4459.html;aye;aye;aye;no;;aye;no;no;aye;no;Timmermans;nl.m.02244;Hoekema;nl.m.02520;de motie-Timmermans/Hoekema over een innovatieactieplan ( 21501-20, nr. 116)
commons;1999-2000;64;2000-04-04;26800-V;88;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-V-88.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4459-4459-1.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4459-4459-1?view=html#nl.proc.ob.d.h-tk-19992000-4459-4459-1.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4459-4459-1.html;aye;no;aye;aye;;aye;aye;aye;aye;no;Dijksma;nl.m.02510;;;motie-Dijksma c.s. (26800-V, nr. 88)
commons;1999-2000;64;2000-04-04;26800-V;86;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-V-86.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4459-4459-1.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4459-4459-1?view=html#nl.proc.ob.d.h-tk-19992000-4459-4459-1.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4459-4459-1.html;aye;no;aye;aye;;aye;aye;aye;no;no;Verhagen;nl.m.02920;;;motie-Verhagen c.s. (26800-V, nr. 86)
commons;1999-2000;64;2000-04-04;26800-V;85;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26800-V-85.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4459-4459-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4459-4459-1?view=html#nl.proc.ob.d.h-tk-19992000-4459-4459-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4459-4459-1.html;aye;no;aye;aye;;aye;aye;aye;aye;no;Karimi;nl.m.02255;;;motie-Karimi c.s. (26800-V, nr. 85)
commons;1999-2000;64;2000-04-04;26667;7;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26667-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4458-4459.1.8.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4458-4459?view=html#nl.proc.ob.d.h-tk-19992000-4458-4459.1.8.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4458-4459.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Leers;nl.m.02881;;;motie-Leers c.s. (26667, nr. 7)
commons;1999-2000;64;2000-04-04;26667;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26667;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4458-4459.1.8.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4458-4459?view=html#nl.proc.ob.d.h-tk-19992000-4458-4459.1.8.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4458-4459.html;aye;aye;aye;aye;;aye;aye;aye;no;aye;;;;;Aanpassing van enkele wetten in verband met de afschaffing van de titelbescherming en beëdiging van makelaars ( 26667)
commons;1999-2000;64;2000-04-04;26873;48;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-48.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.152.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.152.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;aye;aye;aye;aye;;aye;aye;aye;aye;aye;Brood;nl.m.02214;;;de motie-Brood c.s. over kwaliteitstoezicht ( 26873, nr. 48)
commons;1999-2000;64;2000-04-04;26873;47;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26873-47.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.149.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19992000-4454-4458?view=html#nl.proc.ob.d.h-tk-19992000-4454-4458.1.9.149.1;https://zoek.officielebekendmakingen.nl/h-tk-19992000-4454-4458.html;aye;aye;aye;aye;;aye;aye;aye;aye;no;Hamer;nl.m.02221;Lambrechts;nl.m.02526;de motie-Hamer/Lambrechts over samenhang in flexibele regelingen ( 26873, nr. 47)
