#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.gpv;nl.p.osf;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2000-2001;25;2000-11-21;27432;25;motie;accepted;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-27432-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1998-2001.1.10.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1998-2001?view=html#nl.proc.ob.d.h-tk-20002001-1998-2001.1.10.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1998-2001.html;;;;;;;;;;;;Visser-van Doorn;nl.m.02801;;;motie-Visser-van Doorn (27432, nr. 25)
commons;2000-2001;25;2000-11-21;27432;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27432-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1998-2001.1.10.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1998-2001?view=html#nl.proc.ob.d.h-tk-20002001-1998-2001.1.10.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1998-2001.html;aye;;no;aye;aye;;no;aye;aye;aye;no;Visser-van Doorn;nl.m.02801;;;de motie-Visser-van Doorn over het onderdeel orkesten van de wensbegroting ( 27432, nr. 6)
commons;2000-2001;25;2000-11-21;27432;23;motie;rejected;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-27432-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1998-2001.1.10.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1998-2001?view=html#nl.proc.ob.d.h-tk-20002001-1998-2001.1.10.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1998-2001.html;;;;;;;;;;;;Nicolaï;nl.m.02231;Dittrich;nl.m.02512;motie-Nicolaï/Dittrich (27432, nr. 23)
commons;2000-2001;25;2000-11-21;27400 VIII;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27400 VIII;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998.1.40.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998?view=html#nl.proc.ob.d.h-tk-20002001-1996-1998.1.40.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1996-1998.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Onderwijs, Cultuur en Wetenschappen (VIII) voor het jaar 2001 ( 27400 VIII)
commons;2000-2001;25;2000-11-21;27400 VIII;20;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400 VIII-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27400-VIII-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998.1.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998?view=html#nl.proc.ob.d.h-tk-20002001-1996-1998.1.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1996-1998.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Lambrechts;nl.m.02526;Cornielje;nl.m.02506;amendement-Lambrechts/Cornielje (stuk nr. 20, I)
commons;2000-2001;25;2000-11-21;27400 VIII;15;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400 VIII-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27400-VIII-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998.1.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998?view=html#nl.proc.ob.d.h-tk-20002001-1996-1998.1.28.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1996-1998.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Cornielje;nl.m.02506;Lambrechts;nl.m.02526;amendement-Cornielje/Lambrechts (stuk nr. 15, I)
senate;2000-2001;5;2000-11-21;2000;;wetsvoorstel;accepted;hoofdelijk;https://zoek.officielebekendmakingen.nl/dossier/2000;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20002001-156-157.1.9.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20002001-156-157?view=html#nl.proc.ob.d.h-ek-20002001-156-157.1.9.3.1;https://zoek.officielebekendmakingen.nl/h-ek-20002001-156-157.html;;;;;;;;;;;;;;;;Algehele herziening van de Vreemdelingenwet (Vreemdelingenwet 2000) ( 26732), en Invoering van de Vreemdelingenwet 2000 en daarmee verband houdende wijziging van diverse wetten alsmede intrekking van de Wet gemeentelijke zorg voor houders van een voorwaardelijke vergunning tot verblijf (Invoeringswet Vreemdelingenwet 2000) ( 26975)
senate;2000-2001;5;2000-11-21;2000;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/2000;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20002001-156-157.1.9.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20002001-156-157?view=html#nl.proc.ob.d.h-ek-20002001-156-157.1.9.9.1;https://zoek.officielebekendmakingen.nl/h-ek-20002001-156-157.html;no;;aye;no;aye;aye;aye;aye;aye;no;aye;;;;;Algehele herziening van de Vreemdelingenwet (Vreemdelingenwet 2000) ( 26732), en Invoering van de Vreemdelingenwet 2000 en daarmee verband houdende wijziging van diverse wetten alsmede intrekking van de Wet gemeentelijke zorg voor houders van een voorwaardelijke vergunning tot verblijf (Invoeringswet Vreemdelingenwet 2000) ( 26975)
commons;2000-2001;25;2000-11-21;26345;47;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26345-47.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1995-1995-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1995-1995-1?view=html#nl.proc.ob.d.h-tk-20002001-1995-1995-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1995-1995-1.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Van Heemst;nl.m.02887;;;de motie-Van Heemst c.s. over de daling van de politiesterkte in bepaald regio's ( 26345, nr. 47)
commons;2000-2001;25;2000-11-21;26345;48;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26345-48.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1995-1995-1.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1995-1995-1?view=html#nl.proc.ob.d.h-tk-20002001-1995-1995-1.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1995-1995-1.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Rietkerk;nl.m.02237;;;de motie-Rietkerk c.s. over de achterstand van de politie op ICT-gebied ( 26345, nr. 48)
commons;2000-2001;25;2000-11-21;27400 VIII;17;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400 VIII-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27400-VIII-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998?view=html#nl.proc.ob.d.h-tk-20002001-1996-1998.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1996-1998.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Dijksma;nl.m.02510;;;amendement-Dijksma (stuk nr. 17, I)
commons;2000-2001;25;2000-11-21;27400 VIII;18;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27400 VIII-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27400-VIII-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998?view=html#nl.proc.ob.d.h-tk-20002001-1996-1998.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1996-1998.html;aye;;no;aye;no;;no;no;no;aye;no;Ross-van Dorp;nl.m.02238;;;amendement-Ross-van Dorp (stuk nr. 18, I)
commons;2000-2001;25;2000-11-21;27400 VIII;19;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400 VIII-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27400-VIII-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998?view=html#nl.proc.ob.d.h-tk-20002001-1996-1998.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1996-1998.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Lambrechts;nl.m.02526;Cornielje;nl.m.02506;amendement-Lambrechts/Cornielje (stuk nr. 19, I)
commons;2000-2001;25;2000-11-21;27400 VIII;16;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400 VIII-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27400-VIII-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998?view=html#nl.proc.ob.d.h-tk-20002001-1996-1998.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1996-1998.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Dijksma;nl.m.02510;;;amendement-Dijksma (stuk nr. 16, I)
commons;2000-2001;25;2000-11-21;27400 VIII;41;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27400 VIII-41.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27400-VIII-41?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-1996-1998?view=html#nl.proc.ob.d.h-tk-20002001-1996-1998.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-1996-1998.html;aye;;no;aye;no;;no;no;no;aye;no;Ross-van Dorp;nl.m.02238;;;amendement-Ross-van Dorp (stuk nr. 41, I)
commons;2000-2001;27;2000-11-23;27466;16;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27466-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27466-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232?view=html#nl.proc.ob.d.h-tk-20002001-2229-2232.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2229-2232.html;no;;no;aye;no;;no;no;no;aye;no;Vendrik;nl.m.02245;;;amendement-Vendrik (stuk nr. 16, I)
commons;2000-2001;27;2000-11-23;27466;25;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27466-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27466-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232?view=html#nl.proc.ob.d.h-tk-20002001-2229-2232.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2229-2232.html;aye;;no;no;no;;no;no;no;no;no;Reitsma;nl.m.02824;;;amendement-Reitsma (stuk nr. 25, I)
commons;2000-2001;27;2000-11-23;27466;21;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27466-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27466-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232?view=html#nl.proc.ob.d.h-tk-20002001-2229-2232.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2229-2232.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Dijsselbloem;nl.m.02200;;;amendement-Dijsselbloem c.s. (stuk nr. 21)
commons;2000-2001;27;2000-11-23;27466:,1;20:,I;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/27466:,1;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232?view=html#nl.proc.ob.d.h-tk-20002001-2229-2232.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2229-2232.html;aye;;no;aye;aye;;no;aye;aye;aye;no;Vendrik;nl.m.02245;Reitsma;nl.m.02824;amendement-Vendrik/Reitsma (stuk nr. 20, I, 1)
commons;2000-2001;27;2000-11-23;27466;19;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27466-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27466-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232?view=html#nl.proc.ob.d.h-tk-20002001-2229-2232.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2229-2232.html;no;;no;aye;no;;no;no;no;aye;no;Vendrik;nl.m.02245;;;amendement-Vendrik (stuk nr. 19)
commons;2000-2001;27;2000-11-23;27466;23;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27466-23.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27466-23?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232.1.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232?view=html#nl.proc.ob.d.h-tk-20002001-2229-2232.1.31.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2229-2232.html;aye;;aye;aye;no;;aye;no;no;aye;no;Dijsselbloem;nl.m.02200;Vendrik;nl.m.02245;amendement-Dijsselbloem/Vendrik (stuk nr. 23)
commons;2000-2001;27;2000-11-23;27466;29;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27466-29.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27466-29?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232.1.37.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232?view=html#nl.proc.ob.d.h-tk-20002001-2229-2232.1.37.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2229-2232.html;aye;;no;aye;no;;no;no;no;aye;no;Reitsma;nl.m.02824;Vendrik;nl.m.02245;amendement-Reitsma/Vendrik (stuk nr. 29, I)
commons;2000-2001;27;2000-11-23;27466;15;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27466-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27466-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232.1.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232?view=html#nl.proc.ob.d.h-tk-20002001-2229-2232.1.42.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2229-2232.html;no;;no;aye;aye;;no;aye;aye;no;no;Vendrik;nl.m.02245;;;amendement-Vendrik (stuk nr. 15, I)
commons;2000-2001;27;2000-11-23;27466;13;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27466-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27466-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232.1.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232?view=html#nl.proc.ob.d.h-tk-20002001-2229-2232.1.48.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2229-2232.html;no;;no;aye;no;;no;no;no;aye;no;Vendrik;nl.m.02245;;;amendement-Vendrik (stuk nr. 13, I)
commons;2000-2001;27;2000-11-23;27466;14;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27466-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27466-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232.1.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232?view=html#nl.proc.ob.d.h-tk-20002001-2229-2232.1.45.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2229-2232.html;aye;;aye;aye;aye;;aye;aye;aye;aye;no;Vendrik;nl.m.02245;Reitsma;nl.m.02824;amendement-Vendrik/Reitsma (stuk nr. 14, I)
commons;2000-2001;27;2000-11-23;27431;29;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27431-29.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.62.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229?view=html#nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.62.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2227-2229.html;no;;no;aye;no;;no;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over de armoedeval ( 27431, nr. 29)
commons;2000-2001;27;2000-11-23;27431;30;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27431-30.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27431-30?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229?view=html#nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2227-2229.html;aye;;aye;aye;no;;aye;no;no;aye;aye;Giskes;nl.m.02516;;;amendement-Giskes c.s. (stuk nr. 30, I)
commons;2000-2001;27;2000-11-23;27431:,1;22:,I;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27431:,1;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229?view=html#nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2227-2229.html;aye;;aye;aye;no;;aye;no;no;aye;no;Vendrik;nl.m.02245;Giskes;nl.m.02516;amendement-Vendrik/Giskes (stuk nr. 22, I, 1, herdruk)
commons;2000-2001;27;2000-11-23;27431;16;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27431-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27431-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229?view=html#nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2227-2229.html;no;;no;aye;no;;no;no;no;aye;no;Vendrik;nl.m.02245;;;amendement-Vendrik (stuk nr. 16, I)
commons;2000-2001;27;2000-11-23;27431;18;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27431-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27431-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229?view=html#nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2227-2229.html;no;;no;no;no;;no;no;aye;no;aye;Remak;nl.m.02236;;;amendement-Remak (stuk nr. 18)
commons;2000-2001;27;2000-11-23;27431;32;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27431-32.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27431-32?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229?view=html#nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2227-2229.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Giskes;nl.m.02516;Reitsma;nl.m.02824;amendement-Giskes/Reitsma (stuk nr. 32, I)
commons;2000-2001;27;2000-11-23;27431;12;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27431-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27431-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229?view=html#nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.38.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2227-2229.html;no;;no;aye;no;;no;no;no;aye;no;Vendrik;nl.m.02245;;;amendement-Vendrik (stuk nr. 12)
commons;2000-2001;27;2000-11-23;27431;15;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27431-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27431-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.41.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229?view=html#nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.41.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2227-2229.html;no;;no;aye;no;;no;no;no;aye;no;Vendrik;nl.m.02245;;;amendement-Vendrik (stuk nr. 15)
commons;2000-2001;27;2000-11-23;27431;19;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27431-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27431-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.44.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229?view=html#nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.44.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2227-2229.html;no;;no;aye;no;;no;no;no;aye;no;Vendrik;nl.m.02245;;;amendement-Vendrik (stuk nr. 19)
commons;2000-2001;27;2000-11-23;27431;24;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27431-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.53.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229?view=html#nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.53.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2227-2229.html;aye;;no;aye;no;;no;no;aye;aye;no;Reitsma;nl.m.02824;;;de motie-Reitsma c.s. over compensatie voor ouderen ( 27431, nr. 24)
commons;2000-2001;27;2000-11-23;27431;25;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27431-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.56.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229?view=html#nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.56.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2227-2229.html;aye;;no;no;no;;no;no;aye;no;no;Reitsma;nl.m.02824;Van der Vlies;nl.m.02682;de motie-Reitsma/Van der Vlies over de ecotaks ( 27431, nr. 25)
commons;2000-2001;27;2000-11-23;27431;28;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27431-28.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.59.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2227-2229?view=html#nl.proc.ob.d.h-tk-20002001-2227-2229.1.7.59.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2227-2229.html;no;;no;aye;no;;no;no;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over een inactievenkorting ( 27431, nr. 28)
commons;2000-2001;27;2000-11-23;27466;33;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27466-33.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27466-33?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232.1.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232?view=html#nl.proc.ob.d.h-tk-20002001-2229-2232.1.51.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2229-2232.html;aye;;aye;aye;no;;aye;no;no;aye;aye;Vendrik;nl.m.02245;;;amendement-Vendrik c.s. (stuk nr. 33)
commons;2000-2001;27;2000-11-23;27466;22;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27466-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27466-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232.1.58.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2229-2232?view=html#nl.proc.ob.d.h-tk-20002001-2229-2232.1.58.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2229-2232.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Dijsselbloem;nl.m.02200;;;amendement-Dijsselbloem c.s. (stuk nr. 22)
commons;2000-2001;27;2000-11-23;24688:,16;45;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24688:,16-45.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2232-2233.1.13.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2232-2233?view=html#nl.proc.ob.d.h-tk-20002001-2232-2233.1.13.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2232-2233.html;aye;;no;aye;aye;;no;aye;aye;aye;no;Atsma;nl.m.02204;;;motie-Atsma c.s. (24688, 21501-16, nr. 45)
commons;2000-2001;27;2000-11-23;24688:,16;44;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24688:,16-44.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2232-2233.1.13.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-2232-2233?view=html#nl.proc.ob.d.h-tk-20002001-2232-2233.1.13.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-2232-2233.html;no;;aye;aye;aye;;aye;aye;aye;aye;aye;Oplaat;nl.m.02233;;;motie-Oplaat c.s. (24688, 21501-16, nr. 44)
