#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.gpv;nl.p.osf;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2000-2001;3;2000-09-21;27400;2a;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/27400;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;no;aye;no;;no;no;no;aye;no;De Hoop Scheffer;nl.m.02798;;;motie-De Hoop Scheffer over de wachtlijst voor het persoonsgebonden budget ( 27400, nr. 2a)
commons;2000-2001;3;2000-09-21;27400;17;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.48.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;no;no;;aye;no;aye;no;aye;Dijkstal;nl.m.02751;;;motie-Dijkstal c.s. over lastenverlichting voor de automobilisten ( 27400, nr. 17)
commons;2000-2001;3;2000-09-21;27400;19;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.51.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;no;;no;aye;no;;no;no;no;aye;no;Marijnissen;nl.m.02529;;;motie-Marijnissen over de beloning in de zorgsector ( 27400, nr. 19)
commons;2000-2001;3;2000-09-21;27400;20;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.54.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.54.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;no;;no;aye;no;;no;no;no;aye;no;Marijnissen;nl.m.02529;;;motie-Marijnissen over de koopkracht van mensen met een minimumuitkering ( 27400, nr. 20)
commons;2000-2001;3;2000-09-21;27400;21;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.57.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.57.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;aye;aye;;aye;aye;no;aye;aye;De Graaf;nl.m.02517;;;motie-De Graaf c.s. over het cultuurbudget ( 27400, nr. 21)
commons;2000-2001;3;2000-09-21;27400;22;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-22.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.60.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.60.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;De Graaf;nl.m.02517;;;motie-De Graaf c.s. over een nationaal natuuroffensief ( 27400, nr. 22)
commons;2000-2001;3;2000-09-21;27400;23;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.63.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.63.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;no;;aye;aye;no;;aye;no;no;aye;aye;De Graaf;nl.m.02517;;;motie-De Graaf c.s. over reserveringen voor substantiële investeringen ( 27400, nr. 23)
commons;2000-2001;3;2000-09-21;27400;24;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.66.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.66.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;aye;no;;aye;no;no;aye;aye;De Graaf;nl.m.02517;;;motie-De Graaf c.s. over de combinatiekorting in de inkomstenbelasting ( 27400, nr. 24)
commons;2000-2001;3;2000-09-21;27400;25;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.69.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.69.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;De Graaf;nl.m.02517;;;motie-De Graaf c.s. over de politie en de gezinsvoogdij ( 27400, nr. 25)
commons;2000-2001;3;2000-09-21;27400;26;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.72.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.72.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;aye;no;;aye;no;no;aye;no;De Graaf;nl.m.02517;;;motie-De Graaf c.s. over de positie van slachtoffers van ernstige misdrijven ( 27400, nr. 26)
commons;2000-2001;3;2000-09-21;27400;27;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.75.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.75.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;no;aye;;aye;aye;aye;aye;aye;Van der Vlies;nl.m.02682;;;motie-Van der Vlies over maximale versterking van de effectiviteit van toezicht en opsporing ( 27400, nr. 27)
commons;2000-2001;3;2000-09-21;27400;16;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.45.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Dijkstal;nl.m.02751;;;motie-Dijkstal c.s. over knelpunten in de zorg ( 27400, nr. 16)
commons;2000-2001;3;2000-09-21;27400;15;motie;accepted;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-27400-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.39.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.39.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;;;;;;;;;;;;Rosenmöller;nl.m.02970;;;motie-Rosenmöller c.s. over de arbeidsvoorwaarden in de kunstensector ( 27400, nr. 15)
commons;2000-2001;3;2000-09-21;27400;3;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;no;aye;no;;no;no;no;aye;no;De Hoop Scheffer;nl.m.02798;;;motie-De Hoop Scheffer over de eigen bijdrage in de thuiszorg ( 27400, nr. 3)
commons;2000-2001;3;2000-09-21;27400;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;no;aye;no;;no;no;no;aye;no;De Hoop Scheffer;nl.m.02798;;;motie-De Hoop Scheffer over de numerus fixus geneeskunde ( 27400, nr. 4)
commons;2000-2001;3;2000-09-21;27400;5;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;no;aye;no;;no;no;no;aye;no;De Hoop Scheffer;nl.m.02798;;;motie-De Hoop Scheffer over ondersteunend personeel in het onderwijs ( 27400, nr. 5)
commons;2000-2001;3;2000-09-21;27400;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;no;no;no;;no;no;no;no;no;De Hoop Scheffer;nl.m.02798;;;motie-De Hoop Scheffer over verlaging van de motorrijtuigenbelasting ( 27400, nr. 7)
commons;2000-2001;3;2000-09-21;27400;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Melkert;nl.m.02807;;;motie-Melkert c.s. over het oplossen van knelpunten bij onderwijs en wetenschappen ( 27400, nr. 8)
commons;2000-2001;3;2000-09-21;27400;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Melkert;nl.m.02807;;;motie-Melkert c.s. over het tekort aan artsen ( 27400, nr. 9)
commons;2000-2001;3;2000-09-21;27400;10;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Melkert;nl.m.02807;;;motie-Melkert c.s. over verhoging van de kinderkorting ( 27400, nr. 10)
commons;2000-2001;3;2000-09-21;27400;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Melkert;nl.m.02807;;;motie-Melkert c.s. over het forfait voor chronisch zieken en arbeidsgehandicapten ( 27400, nr. 11)
commons;2000-2001;3;2000-09-21;27400;12;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;aye;no;;aye;no;no;aye;no;Melkert;nl.m.02807;De Graaf;nl.m.02517;motie-Melkert/De Graaf over investeren in kunst en cultuur ( 27400, nr. 12)
commons;2000-2001;3;2000-09-21;27400;28;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-28.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156.1.3.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-154-156?view=html#nl.proc.ob.d.h-tk-20002001-154-156.1.3.36.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-154-156.html;aye;;aye;aye;aye;;aye;aye;aye;no;aye;Rosenmöller;nl.m.02970;De Graaf;nl.m.02517;motie-Rosenmöller/De Graaf over bestrijding van het lerarentekort ( 27400, nr. 28)
commons;2000-2001;4;2000-09-26;25444;17;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25444-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25444-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179.1.8.34.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179?view=html#nl.proc.ob.d.h-tk-20002001-178-179.1.8.34.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-178-179.html;aye;;no;aye;no;;no;no;no;aye;no;Rabbae;nl.m.02537;;;amendement-Rabbae c.s. (stuk nr. 17)
commons;2000-2001;4;2000-09-26;25444;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25444-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25444-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179.1.8.37.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179?view=html#nl.proc.ob.d.h-tk-20002001-178-179.1.8.37.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-178-179.html;no;;aye;no;aye;;aye;aye;aye;no;aye;;;;;In stemming komt het amende- ment-Te Veldhuis c.s. (stuk nr. 12, III) tot invoeging van een artikel 61e.
commons;2000-2001;4;2000-09-26;25444;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25444;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179.1.8.56.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179?view=html#nl.proc.ob.d.h-tk-20002001-178-179.1.8.56.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-178-179.html;no;;aye;aye;no;;aye;no;no;aye;aye;;;;;Wijziging van de Gemeentewet en de Provinciewet in verband met een aanpassing van de procedure tot benoeming van de burgemeester en de commissaris van de Koning ( 25444)
commons;2000-2001;4;2000-09-26;26977;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26977-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-179-179.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-179-179?view=html#nl.proc.ob.d.h-tk-20002001-179-179.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-179-179.html;aye;;aye;no;aye;;aye;aye;aye;aye;no;Balkenende;nl.m.02207;;;amendement-Balkenende (stuk nr. 10)
commons;2000-2001;4;2000-09-26;26977;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26977;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-179-179.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-179-179?view=html#nl.proc.ob.d.h-tk-20002001-179-179.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-179-179.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;;;;;Wijziging van de Paspoortwet, onder andere in verband met het daarin opnemen van enige bepalingen ter voorkoming van misbruik van reisdocumenten ( 26977, R1644)
commons;2000-2001;4;2000-09-26;27210;5;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27210-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-180-180.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-180-180?view=html#nl.proc.ob.d.h-tk-20002001-180-180.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-180-180.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Feenstra;nl.m.02860;;;motie-Feenstra c.s. (27210, nr. 5)
commons;2000-2001;4;2000-09-26;25444;16;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25444-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25444-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179.1.8.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179?view=html#nl.proc.ob.d.h-tk-20002001-178-179.1.8.31.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-178-179.html;aye;;no;aye;no;;no;no;no;aye;no;;;;;In stemming komt het subamende- ment-Rabbae c.s. (stuk nr. 16).
commons;2000-2001;4;2000-09-26;25444;13;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25444-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25444-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179.1.8.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179?view=html#nl.proc.ob.d.h-tk-20002001-178-179.1.8.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-178-179.html;aye;;aye;aye;aye;;aye;aye;no;aye;aye;Scheltema-de Nie;nl.m.02982;;;amendement-Scheltema-de Nie c.s. (stuk nr. 13, I)
commons;2000-2001;4;2000-09-26;25444;18;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25444-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25444-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179.1.8.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179?view=html#nl.proc.ob.d.h-tk-20002001-178-179.1.8.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-178-179.html;aye;;aye;aye;no;;aye;no;no;aye;aye;De Cloe;nl.m.02709;;;amendement-De Cloe c.s. (stuk nr. 18, IA)
commons;2000-2001;4;2000-09-26;25444;14;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25444-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25444-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179.1.8.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179?view=html#nl.proc.ob.d.h-tk-20002001-178-179.1.8.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-178-179.html;aye;;no;aye;no;;no;no;no;aye;no;Rabbae;nl.m.02537;;;amendement-Rabbae c.s. (stuk nr. 14, I)
commons;2000-2001;4;2000-09-26;25444;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25444-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25444-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179.1.8.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179?view=html#nl.proc.ob.d.h-tk-20002001-178-179.1.8.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-178-179.html;no;;aye;no;aye;;aye;aye;aye;no;aye;;;;;In stemming komt het amende- ment-Te Veldhuis c.s. (stuk nr. 12, II).
commons;2000-2001;4;2000-09-26;25444;10;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25444-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25444-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179.1.8.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179?view=html#nl.proc.ob.d.h-tk-20002001-178-179.1.8.5.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-178-179.html;aye;;no;aye;aye;;no;aye;aye;no;no;Schutte;nl.m.02676;;;amendement-Schutte (stuk nr. 10, I)
commons;2000-2001;4;2000-09-26;25444;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25444-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25444-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179.1.7.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-178-179?view=html#nl.proc.ob.d.h-tk-20002001-178-179.1.7.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-178-179.html;no;;aye;no;aye;;aye;aye;aye;no;aye;;;;;In stemming komt het amende- ment-Te Veldhuis c.s. (stuk nr. 12, I).
commons;2000-2001;5;2000-09-27;27400-XV;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27400-XV-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-255-255.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-255-255?view=html#nl.proc.ob.d.h-tk-20002001-255-255.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-255-255.html;no;;no;no;no;;no;no;no;no;aye;Kamp;nl.m.02523;;;motie-Kamp (27400-XV, nr. 6)
commons;2000-2001;5;2000-09-27;27424;1;motie;rejected;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-27424-1.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-254-255.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-254-255?view=html#nl.proc.ob.d.h-tk-20002001-254-255.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-254-255.html;;;;;;;;;;;;Hofstra;nl.m.02566;Reitsma;nl.m.02824;de motie-Hofstra/Reitsma over negatieve consequenties bij niet meedoen ( 27424, nr. 1)
commons;2000-2001;7;2000-10-03;27019;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27019-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-374-375.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-374-375?view=html#nl.proc.ob.d.h-tk-20002001-374-375.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-374-375.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Wagenaar;nl.m.02612;;;de motie-Wagenaar c.s. over site sharing ( 27019, nr. 8)
commons;2000-2001;7;2000-10-03;24095;56;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24095-56.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-374-375.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-374-375?view=html#nl.proc.ob.d.h-tk-20002001-374-375.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-374-375.html;no;;aye;no;aye;;aye;aye;aye;no;aye;Nicolaï;nl.m.02231;;;motie-Nicolaï c.s. (24095, nr. 56)
commons;2000-2001;7;2000-10-03;27019;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27019;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-374-375.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-374-375?view=html#nl.proc.ob.d.h-tk-20002001-374-375.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-374-375.html;no;;aye;aye;aye;;aye;aye;aye;no;aye;;;;;Intrekking van de Radio-Omroep-Zender-Wet 1935 en enige daarmee verband houdende wettelijke voorzieningen ( 27019)
commons;2000-2001;7;2000-10-03;27019;7;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27019-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27019-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-374-375.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-374-375?view=html#nl.proc.ob.d.h-tk-20002001-374-375.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-374-375.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Bakker;nl.m.02503;;;amendement-Bakker c.s. (stuk nr. 7)
commons;2000-2001;7;2000-10-03;27019;6;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27019-6.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27019-6?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-374-375.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-374-375?view=html#nl.proc.ob.d.h-tk-20002001-374-375.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-374-375.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;Voûte-Droste;nl.m.02548;;;amendement-Voûte-Droste c.s. (stuk nr. 6)
commons;2000-2001;7;2000-10-03;26848;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26848;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-374-374.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20002001-374-374?view=html#nl.proc.ob.d.h-tk-20002001-374-374.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20002001-374-374.html;aye;;aye;aye;aye;;aye;aye;aye;aye;aye;;;;;Wijziging van artikel 337 van het Wetboek van Strafrecht met het oog op de invoeging van een strafuitsluitingsgrond voor het in voorraad hebben van waren, onderdelen daarvan of merken uitsluitend voor eigen gebruik ( 26848)
