#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.fractieyildirim;nl.p.gl;nl.p.lidverdonk;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2008-2009;3;2008-09-18;31700;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31700-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181.1.6.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181?view=html#nl.proc.ob.d.h-tk-20082009-179-181.1.6.38.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-181.html;aye;aye;aye;;aye;aye;;aye;aye;no;aye;aye;no;Hamer;nl.m.02221;;;de motie-Hamer c.s. over het uitwerken van een aantal aanvullende voorstellen vóór de algemene financiële beschouwingen ( 31700, nr. 15)
commons;2008-2009;3;2008-09-18;31700;17;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31700-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181.1.6.41.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181?view=html#nl.proc.ob.d.h-tk-20082009-179-181.1.6.41.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-181.html;aye;aye;no;;aye;aye;;aye;aye;no;aye;aye;no;Slob;nl.m.01639;;;de motie-Slob c.s. over het meerjarig toevoegen van middelen aan een aantal begrotingen en het uitwerken van voorstellen daartoe ( 31700, nr. 17)
commons;2008-2009;3;2008-09-18;31700;18;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31700-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181.1.6.44.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181?view=html#nl.proc.ob.d.h-tk-20082009-179-181.1.6.44.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-181.html;;;;;aye!!!no;;;;aye;;;aye!!!no;;Halsema;nl.m.02220;Kant;nl.m.02226;de motie-Halsema/Kant over een garantie dat de laagste inkomens in 2009 niet meer kwijt zijn aan kinderopvang dan dit jaar ( 31700, nr. 18)
commons;2008-2009;3;2008-09-18;31700;19;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31700-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181.1.6.47.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181?view=html#nl.proc.ob.d.h-tk-20082009-179-181.1.6.47.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-181.html;no;no;no;;aye;no;;no;no;no;no;no;no;Halsema;nl.m.02220;;;de motie-Halsema over een fiscale regeling waarbij woningeigenaren een euro van de overheid bijgepast zien bij elke euro die zij in energiebesparing van hun woning steken ( 31700, nr. 19)
commons;2008-2009;3;2008-09-18;31700;20;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31700-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181.1.6.50.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181?view=html#nl.proc.ob.d.h-tk-20082009-179-181.1.6.50.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-181.html;no;no;no;;aye;aye;;aye;no;no;no;no;no;Halsema;nl.m.02220;;;de motie-Halsema over het ook van toepassing verklaren van de doelstelling van 25% vrouwen aan de top voor de functie van secretaris-generaal ( 31700, nr. 20)
commons;2008-2009;3;2008-09-18;31700;22;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31700-22.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181.1.6.53.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181?view=html#nl.proc.ob.d.h-tk-20082009-179-181.1.6.53.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-181.html;no;no;aye;;aye;aye;;no;aye;no;aye;aye;no;Pechtold;nl.m.02993;;;de motie-Pechtold c.s. over een politiek akkoord om de financiering van een substantiële verhoging van de onderwijskwaliteit in Nederland voor de komende tien jaar zeker te stellen ( 31700. nr. 22)
commons;2008-2009;3;2008-09-18;31700;24;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31700-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181.1.6.56.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181?view=html#nl.proc.ob.d.h-tk-20082009-179-181.1.6.56.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-181.html;no;no;aye;;aye;no;;no;aye;no;no;no;no;Thieme;nl.m.03100;Halsema;nl.m.02220;de motie-Thieme/Halsema over het uitbreiden van het regeerakkoord met een wereld effect rapportage ( 31700, nr. 24)
commons;2008-2009;3;2008-09-18;31700;26;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31700-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181.1.6.59.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181?view=html#nl.proc.ob.d.h-tk-20082009-179-181.1.6.59.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-181.html;aye;aye;aye;;no;aye;;aye;no;aye;aye;aye;aye;Van der Vlies;nl.m.02682;;;de motie-Van der Vlies c.s. over het duidelijk communiceren van aansprekende en concrete voorbeelden van lik-op-stukbeleid ( 31700, nr. 26)
commons;2008-2009;3;2008-09-18;31700;27;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31700-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181.1.6.62.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181?view=html#nl.proc.ob.d.h-tk-20082009-179-181.1.6.62.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-181.html;no;no;no;;no;aye;;no;no;aye;no;no;aye;Verdonk;nl.m.02995;;;de motie-Verdonk over een eerlijk en open overzicht van de totale kosten van het generaal pardon ( 31700, nr. 27)
commons;2008-2009;3;2008-09-18;31700;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31700-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181.1.6.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181?view=html#nl.proc.ob.d.h-tk-20082009-179-181.1.6.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-181.html;no;no;no;;aye;no;;no;aye;no;no;aye;no;Kant;nl.m.02226;Halsema;nl.m.02220;de motie-Kant/Halsema over reparatie van het koopkrachtverlies voor de laagste inkomens ( 31700, nr. 4)
commons;2008-2009;3;2008-09-18;31700;16;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31700-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181.1.6.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-181?view=html#nl.proc.ob.d.h-tk-20082009-179-181.1.6.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-181.html;no;no;no;;no;no;;no;no;aye;no;no;no;Wilders;nl.m.02258;;;de motie-Wilders over het opzeggen van het vertrouwen in het kabinet ( 31700, nr. 16)
commons;2008-2009;3;2008-09-18;31241;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/31241;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-179.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-179?view=html#nl.proc.ob.d.h-tk-20082009-179-179.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-179.html;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;Wijziging van het Wetboek van Strafvordering inzake de regeling van onderzoek naar de mogelijkheid van overbrenging van een ernstige besmettelijke ziekte bij gelegenheid van een strafbaar feit (verplichte medewerking aan een bloedtest in strafzaken) ( 31241)
commons;2008-2009;3;2008-09-18;31250;25;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31250-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-177-177.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-177-177?view=html#nl.proc.ob.d.h-tk-20082009-177-177.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-177-177.html;no;no;aye;;aye;no;;no;aye;no;no;aye;no;Ouwehand;nl.m.03108;;;de motie-Ouwehand over doelstellingen voor een transitie naar de consumptie van duurzaam geproduceerde eiwitten ( 31250, nr. 25)
commons;2008-2009;3;2008-09-18;31250;27;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31250-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-177-177.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-177-177?view=html#nl.proc.ob.d.h-tk-20082009-177-177.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-177-177.html;no;aye;aye;;aye;no;;aye;aye;no;no;aye;no;Ouwehand;nl.m.03108;;;de motie-Ouwehand over een algemeen duurzaamheidsbeleid voor het Tweede Kamerapparaat ( 31250, nr. 27)
commons;2008-2009;3;2008-09-18;31419;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31419-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-31419-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1?view=html#nl.proc.ob.d.h-tk-20082009-178-178-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-178-178-1.html;no;no;no;;aye;aye;;no;aye;no;no;aye;no;Ulenbelt;nl.m.03096;;;amendement-Ulenbelt (stuk nr. 9)
commons;2008-2009;3;2008-09-18;31419;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31419-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-31419-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1?view=html#nl.proc.ob.d.h-tk-20082009-178-178-1.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-178-178-1.html;no;no;no;;aye;aye;;no;aye;aye;no;aye;aye;Ulenbelt;nl.m.03096;;;amendement-Ulenbelt (stuk nr. 11)
commons;2008-2009;3;2008-09-18;31419;7;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31419-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-31419-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1?view=html#nl.proc.ob.d.h-tk-20082009-178-178-1.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-178-178-1.html;aye;aye;aye;;aye;aye;;aye;aye;no;aye;aye;aye;Smeets;nl.m.02409;Jan Jacob van Dijk;nl.m.02352;amendement-Smeets/Jan Jacob van Dijk (stuk nr. 7)
commons;2008-2009;3;2008-09-18;31419;8;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31419-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-31419-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1?view=html#nl.proc.ob.d.h-tk-20082009-178-178-1.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-178-178-1.html;aye;aye;aye;;aye;aye;;aye;aye;no;aye;aye;aye;Jan Jacob van Dijk;nl.m.02352;Smeets;nl.m.02409;amendement-Jan Jacob van Dijk/Smeets (stuk nr. 8)
commons;2008-2009;3;2008-09-18;31419;12;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31419-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-31419-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1?view=html#nl.proc.ob.d.h-tk-20082009-178-178-1.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-178-178-1.html;no;no;aye;;aye;aye;;no;aye;aye;no;no;aye;Aptroot;nl.m.02412;;;amendement-Aptroot (stuk nr. 12)
commons;2008-2009;3;2008-09-18;31419;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/31419;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1?view=html#nl.proc.ob.d.h-tk-20082009-178-178-1.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-178-178-1.html;aye;aye;no;;aye;aye;;aye;no;no;aye;aye;no;;;;;Wijziging van de Wet op de bedrijfsorganisatie in verband met verdere modernisering van het stelsel van de publiekrechtelijke bedrijfsorganisatie ( 31419)
commons;2008-2009;3;2008-09-18;31419;14;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31419-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1?view=html#nl.proc.ob.d.h-tk-20082009-178-178-1.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-178-178-1.html;no;no;aye;;aye;aye;;no;aye;aye;no;aye;aye;Aptroot;nl.m.02412;;;de motie-Aptroot over intrekking van de Wet op de bedrijfsorganisatie ( 31419, nr. 14)
commons;2008-2009;3;2008-09-18;28867;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28867;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-179-1.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-179-1?view=html#nl.proc.ob.d.h-tk-20082009-179-179-1.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-179-1.html;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de titels 6, 7 en 8 van Boek 1 van het Burgerlijk Wetboek (aanpassing wettelijke gemeenschap van goederen) ( 28867)
commons;2008-2009;3;2008-09-18;28867;14;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28867-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28867-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-179-1.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-179-1?view=html#nl.proc.ob.d.h-tk-20082009-179-179-1.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-179-1.html;aye;aye;no;;aye;no;;aye;no;no;aye;aye;no;Anker;nl.m.03114;;;amendement-Anker (stuk nr. 14, I)
commons;2008-2009;3;2008-09-18;28867;18;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28867-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28867-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-179-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-179-179-1?view=html#nl.proc.ob.d.h-tk-20082009-179-179-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-179-179-1.html;no;no;aye;;no;aye;;no;aye;aye;aye;aye;aye;Van der Staaij;nl.m.02252;;;amendement-Van der Staaij (stuk nr. 18, I)
commons;2008-2009;3;2008-09-18;23645;238;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-238.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178?view=html#nl.proc.ob.d.h-tk-20082009-178-178.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-178-178.html;no;no;aye;;aye;no;;no;aye;no;no;aye;no;Van Gent;nl.m.02218;;;de motie-Van Gent over het beperken van de tariefsverhoging tot de verwachte stijging van de kosten van levensonderhoud ( 23645, nr. 238)
commons;2008-2009;3;2008-09-18;23645;237;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-237.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178?view=html#nl.proc.ob.d.h-tk-20082009-178-178.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-178-178.html;no;no;aye;;aye;no;;no;aye;no;no;aye;no;Roemer;nl.m.03094;;;de motie-Roemer over het richten van het beleid op de aantrekkelijkheid van het openbaar vervoer ( 23645, nr. 237)
commons;2008-2009;3;2008-09-18;23645;236;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-236.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178?view=html#nl.proc.ob.d.h-tk-20082009-178-178.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-178-178.html;no;no;no;;aye;no;;no;aye;aye;no;aye;no;Madlener;nl.m.03129;Roemer;nl.m.03094;de motie-Madlener/Roemer over het maximaal verhogen van de tarieven met 3,6% ( 23645, nr. 236)
commons;2008-2009;3;2008-09-18;31419;15;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31419-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1.1.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-178-178-1?view=html#nl.proc.ob.d.h-tk-20082009-178-178-1.1.28.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-178-178-1.html;no;no;aye;;aye;aye;;no;aye;aye;no;aye;aye;Aptroot;nl.m.02412;;;de motie-Aptroot over kiesrecht voor ondernemers bij de samenstelling van het bestuur van een schap ( 31419, nr. 15)
commons;2008-2009;6;2008-09-25;23645;244;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-244.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-352-353.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-352-353?view=html#nl.proc.ob.d.h-tk-20082009-352-353.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-352-353.html;no;no;no;;aye;no;;no;aye;aye;no;aye;no;Roemer;nl.m.03094;Halsema;nl.m.02220;de motie-Roemer/Halsema over een plan voor een geleidelijke invoering van een ov-chipkaart die de belangen van de reiziger centraal stelt ( 23645, nr. 244)
commons;2008-2009;6;2008-09-25;23645;243;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23645-243.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-352-353.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20082009-352-353?view=html#nl.proc.ob.d.h-tk-20082009-352-353.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20082009-352-353.html;no;no;no;;aye;no;;no;aye;aye;no;aye;no;Roemer;nl.m.03094;Halsema;nl.m.02220;de motie-Roemer/Halsema over een onafhankelijk tevredenheidsonderzoek onder alle bezitters van een ov-chipkaart ( 23645, nr. 243)
