#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.aov;nl.p.cd;nl.p.cda;nl.p.d66;nl.p.fractiebierman;nl.p.fractiehendriks;nl.p.gl;nl.p.gpv;nl.p.groephendriks;nl.p.groepnijpels;nl.p.groepverkerk;nl.p.ou55plus;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1997-1998;3;1997-09-18;25600;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25600-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-3-126-191.1.26.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-3-126-191?view=html#nl.proc.ob.d.h-tk-19971998-3-126-191.1.26.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-3-126-191.html;aye;no;aye;no;;;aye;aye;no;aye;;no;no;aye;aye;no;no;De Hoop Scheffer;nl.m.02798;;;motie-De Hoop Scheffer (25600, nr. 8)
commons;1997-1998;3;1997-09-18;25600;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25600-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-3-126-191.1.26.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-3-126-191?view=html#nl.proc.ob.d.h-tk-19971998-3-126-191.1.26.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-3-126-191.html;aye;aye;no;aye;;;aye;aye;no;aye;;no;aye;aye;aye;aye;aye;Wallage;nl.m.02686;;;motie-Wallage c.s. (25600, nr. 9)
commons;1997-1998;3;1997-09-18;25600;10;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25600-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-3-126-191.1.26.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-3-126-191?view=html#nl.proc.ob.d.h-tk-19971998-3-126-191.1.26.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-3-126-191.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Wallage;nl.m.02686;;;motie-Wallage c.s. (25600, nr. 10)
commons;1997-1998;3;1997-09-18;25600;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25600-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-3-126-191.1.26.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-3-126-191?view=html#nl.proc.ob.d.h-tk-19971998-3-126-191.1.26.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-3-126-191.html;no;no;no;aye;;;aye;aye;no;aye;;no;aye;aye;aye;aye;aye;Wallage;nl.m.02686;;;motie-Wallage c.s. (25600, nr. 11)
commons;1997-1998;3;1997-09-18;25600;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25600-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-3-126-191.1.26.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-3-126-191?view=html#nl.proc.ob.d.h-tk-19971998-3-126-191.1.26.24.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-3-126-191.html;aye;no;aye;no;;;aye;aye;no;aye;;no;no;aye;aye;aye;no;Rosenmöller;nl.m.02970;;;motie-Rosenmöller (25600, nr. 12)
commons;1997-1998;3;1997-09-18;25600;14;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25600-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-3-126-191.1.26.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-3-126-191?view=html#nl.proc.ob.d.h-tk-19971998-3-126-191.1.26.27.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-3-126-191.html;no;no;no;no;;;aye;no;no;no;;no;no;no;no;aye;no;Rosenmöller;nl.m.02970;;;motie-Rosenmöller (25600, nr. 14)
commons;1997-1998;4;1997-09-23;25343;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25343;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-216-217.1.19.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-216-217?view=html#nl.proc.ob.d.h-tk-19971998-216-217.1.19.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-216-217.html;aye;no;aye;aye;;;no;aye;no;aye;;aye;aye;aye;aye;aye;aye;;;;;Aanpassing van de Kieswet, Gemeentewet en Provinciewet in verband met de invoering van de Wet gemeentelijke basisadministratie persoonsgegevens en aanpassing aan het geïntegreerd vreemdelingenbeleid ( 25343)
commons;1997-1998;4;1997-09-23;25234;14;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25234-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25234-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-217-218.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-217-218?view=html#nl.proc.ob.d.h-tk-19971998-217-218.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-217-218.html;aye;no;no;aye;;;aye;no;no;aye;;aye;aye;no;no;no;aye;Hoekema;nl.m.02520;;;amendement-Hoekema c.s. (stuk nr. 14, I)
commons;1997-1998;4;1997-09-23;25234;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25234-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25234-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-217-218.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-217-218?view=html#nl.proc.ob.d.h-tk-19971998-217-218.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-217-218.html;aye;no;aye;no;;;aye;no;no;no;;no;no;no;no;aye;no;Van der Hoeven;nl.m.02880;;;amendement-Van der Hoeven (stuk nr. 11)
commons;1997-1998;4;1997-09-23;25234;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25234-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25234-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-217-218.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-217-218?view=html#nl.proc.ob.d.h-tk-19971998-217-218.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-217-218.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Remkes;nl.m.02991;;;amendement-Remkes c.s. (stuk nr. 9, I)
commons;1997-1998;4;1997-09-23;25234;13;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25234-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25234-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-217-218.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-217-218?view=html#nl.proc.ob.d.h-tk-19971998-217-218.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-217-218.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;De Cloe;nl.m.02709;;;amendement-De Cloe c.s. (stuk nr. 13, I)
commons;1997-1998;4;1997-09-23;25234;12;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25234-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25234-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-217-218.1.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-217-218?view=html#nl.proc.ob.d.h-tk-19971998-217-218.1.28.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-217-218.html;aye;no;aye;no;;;aye;aye;no;aye;;aye;no;aye;aye;aye;no;Van der Hoeven;nl.m.02880;Schutte;nl.m.02676;amendement-Van der Hoeven/Schutte (stuk nr. 12, I)
commons;1997-1998;4;1997-09-23;25394;5;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25394-5.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25394-5?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-218-218.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-218-218?view=html#nl.proc.ob.d.h-tk-19971998-218-218.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-218-218.html;aye;no;aye;no;;;aye;aye;no;aye;;aye;no;aye;aye;aye;no;Sipkes;nl.m.02884;;;amendement-Sipkes (stuk nr. 5)
commons;1997-1998;4;1997-09-23;25394;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25394;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-218-218.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-218-218?view=html#nl.proc.ob.d.h-tk-19971998-218-218.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-218-218.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Buitenlandse Zaken (V) voor het jaar 1997 (wijziging samenhangende met de Voorjaarsnota) ( 25394)
commons;1997-1998;4;1997-09-23;25234;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25234;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-217-218.1.43.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-217-218?view=html#nl.proc.ob.d.h-tk-19971998-217-218.1.43.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-217-218.html;aye;no;no;aye;;;aye;no;no;aye;;aye;aye;no;no;no;aye;;;;;Wijziging van de Wet algemene regels herindeling, de Provinciewet en de Gemeentewet (Wijziging procedurele bepalingen) ( 25234)
commons;1997-1998;4;1997-09-23;25343;13;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25343-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25343-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-216-217.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-216-217?view=html#nl.proc.ob.d.h-tk-19971998-216-217.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-216-217.html;no;no;no;aye;;;aye;aye;no;aye;;aye;aye;no;no;aye;no;M.M. van der Burg;nl.m.02985;Hoekema;nl.m.02520;amendement-M.M. van der Burg/Hoekema (stuk nr. 13)
commons;1997-1998;4;1997-09-23;25343;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25343-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25343-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-216-217.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-216-217?view=html#nl.proc.ob.d.h-tk-19971998-216-217.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-216-217.html;no;no;no;no;;;aye;no;no;no;;no;no;no;no;no;no;Oedayraj Singh Varma;nl.m.02532;;;amendement-Oedayraj Singh Varma (stuk nr. 9, I)
commons;1997-1998;4;1997-09-23;24059;9;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24059-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-215-216.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-215-216?view=html#nl.proc.ob.d.h-tk-19971998-215-216.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-215-216.html;no;no;no;no;;;aye;no;no;aye;;no;no;no;no;aye;no;Rabbae;nl.m.02537;;;motie-Rabbae (24059, nr. 9)
commons;1997-1998;4;1997-09-23;24059;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/24059;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-215-216.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-215-216?view=html#nl.proc.ob.d.h-tk-19971998-215-216.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-215-216.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;Goedkeuring van de op 16 juli 1993 te Genève tot stand gekomen Internationale Cacao-overeenkomst 1993, met bijlagen (Trb. 1994, 135 en 1995, 11) ( 24059)
commons;1997-1998;4;1997-09-23;22588;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/22588;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-214-215.1.31.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-214-215?view=html#nl.proc.ob.d.h-tk-19971998-214-215.1.31.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-214-215.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;Regelen inzake medisch-wetenschappelijk onderzoek met mensen (Wet medisch-wetenschappelijk onderzoek met mensen) ( 22588)
commons;1997-1998;4;1997-09-23;22588;18;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-22588-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-22588-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-214-215.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-214-215?view=html#nl.proc.ob.d.h-tk-19971998-214-215.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-214-215.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Lansink;nl.m.01897;;;amendement-Lansink (stuk nr. 18)
commons;1997-1998;4;1997-09-23;22588;21;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-22588-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-22588-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-214-215.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-214-215?view=html#nl.proc.ob.d.h-tk-19971998-214-215.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-214-215.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Rouvoet;nl.m.02541;;;amendement-Rouvoet (stuk nr. 21)
commons;1997-1998;4;1997-09-23;22588;15;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22588-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-22588-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-214-215.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-214-215?view=html#nl.proc.ob.d.h-tk-19971998-214-215.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-214-215.html;aye;no;aye;no;;;aye;aye;no;aye;;aye;no;aye;aye;aye;no;Van der Vlies;nl.m.02682;;;amendement-Van der Vlies (stuk nr. 15)
