#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.aov;nl.p.cd;nl.p.cda;nl.p.d66;nl.p.fractiebierman;nl.p.fractiehendriks;nl.p.gl;nl.p.gpv;nl.p.groephendriks;nl.p.groepnijpels;nl.p.groepverkerk;nl.p.ou55plus;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1997-1998;25;1997-11-18;25233;16;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25233-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25233-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1916.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1916?view=html#nl.proc.ob.d.h-tk-19971998-1915-1916.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1915-1916.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;no;aye;Van Waning;nl.m.02565;;;amendement-Van Waning c.s. (stuk nr. 16, I)
commons;1997-1998;25;1997-11-18;25233;17;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25233-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25233-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1916.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1916?view=html#nl.proc.ob.d.h-tk-19971998-1915-1916.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1915-1916.html;aye;aye;aye;no;;;no;aye;aye;aye;;aye;no;aye;aye;no;aye;Van den Berg;nl.m.02792;;;amendement-Van den Berg (stuk nr. 17)
commons;1997-1998;25;1997-11-18;25264;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25264;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915?view=html#nl.proc.ob.d.h-tk-19971998-1915-1915.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1915-1915.html;aye;aye;aye;aye;;;no;aye;aye;aye;;aye;aye;aye;aye;no;aye;;;;;Regels voor de niet-openbare arbeidsbemiddeling en het ter beschikking stellen van arbeidskrachten (Wet allocatie arbeidskrachten door intermediairs) ( 25264)
commons;1997-1998;25;1997-11-18;25264;8;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25264-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915?view=html#nl.proc.ob.d.h-tk-19971998-1915-1915.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1915-1915.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Hofstra;nl.m.02566;;;amendement-Hofstra (stuk nr. 8)
commons;1997-1998;25;1997-11-18;25264;10;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25264-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25264-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915?view=html#nl.proc.ob.d.h-tk-19971998-1915-1915.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1915-1915.html;no;aye;no;no;;;no;no;no;no;;no;no;no;no;no;aye;Hofstra;nl.m.02566;;;amendement-Hofstra (stuk nr. 10, I)
commons;1997-1998;25;1997-11-18;25263;41;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-41.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915-1.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915-1?view=html#nl.proc.ob.d.h-tk-19971998-1915-1915-1.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1915-1915-1.html;no;no;no;aye;;;aye;no;aye;aye;;aye;no;no;no;aye;no;Bakker;nl.m.02503;;;de motie-Bakker over de effectiviteit van de preventieve ontslagtoets ( 25263, nr. 41)
commons;1997-1998;25;1997-11-18;25263;40;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-40.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915-1.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915-1?view=html#nl.proc.ob.d.h-tk-19971998-1915-1915-1.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1915-1915-1.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Hofstra;nl.m.02566;;;de motie-Hofstra c.s. over de toetsingscriteria voor het verlenen van een ontslagvergunning ( 25263, nr. 40)
commons;1997-1998;25;1997-11-18;25263;39;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-39.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915-1.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915-1?view=html#nl.proc.ob.d.h-tk-19971998-1915-1915-1.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1915-1915-1.html;no;aye;no;no;;;no;no;no;no;;no;no;no;no;no;aye;Hofstra;nl.m.02566;;;de motie-Hofstra over het ontslagrecht ( 25263, nr. 39)
commons;1997-1998;25;1997-11-18;25159;7;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25159-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25159-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1916.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1916?view=html#nl.proc.ob.d.h-tk-19971998-1916-1916.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1916-1916.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Van der Hoeven;nl.m.02880;;;amendement-Van der Hoeven c.s. (stuk nr. 7)
commons;1997-1998;25;1997-11-18;25159;11;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25159-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25159-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1916.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1916?view=html#nl.proc.ob.d.h-tk-19971998-1916-1916.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1916-1916.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Rehwinkel;nl.m.02567;;;amendement-Rehwinkel c.s. (stuk nr. 11)
commons;1997-1998;25;1997-11-18;25159;8;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25159-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25159-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1916.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1916?view=html#nl.proc.ob.d.h-tk-19971998-1916-1916.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1916-1916.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Van der Hoeven;nl.m.02880;;;amendement-Van der Hoeven c.s. (stuk nr. 8, I)
commons;1997-1998;25;1997-11-18;25447;16;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25447-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1918.1.8.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1918?view=html#nl.proc.ob.d.h-tk-19971998-1916-1918.1.8.25.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1916-1918.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Van Waning;nl.m.02565;;;de motie-Van Waning over de positie van gezinsleden, en met name weduwen, van alle veteranen ( 25447, nr. 16)
commons;1997-1998;25;1997-11-18;25722;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25722;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1918-1918.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1918-1918?view=html#nl.proc.ob.d.h-tk-19971998-1918-1918.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1918-1918.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de Wet, houdende wijziging van de Wet op de telecommunicatievoorzieningen in verband met de invoering van het veilen van schaarse frequenties voor systemen van digitale mobiele telecommunicatie (veilen frequenties mobiele telecommunicatie) ( 25722)
commons;1997-1998;25;1997-11-18;25447;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25447;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1918.1.8.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1918?view=html#nl.proc.ob.d.h-tk-19971998-1916-1918.1.8.22.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1916-1918.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;Eenmalige uitkering aan gewezen militairen die meer dan twee doch minder dan vijf jaren hebben gediend (Uitkeringswet tegemoetkoming twee tot vijfjarige diensttijd veteranen) ( 25447)
commons;1997-1998;25;1997-11-18;25447;15;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25447-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25447-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1918.1.8.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1918?view=html#nl.proc.ob.d.h-tk-19971998-1916-1918.1.8.17.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1916-1918.html;aye;aye;aye;no;;;aye;no;aye;aye;;aye;no;no;aye;aye;no;Meyer;nl.m.02574;Van Ardenne-van der Hoeven;nl.m.02501;amendement-Meyer/Van Ardenne-van der Hoeven (stuk nr. 15, II)
commons;1997-1998;25;1997-11-18;25447;17;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25447-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25447-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1918.1.8.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1918?view=html#nl.proc.ob.d.h-tk-19971998-1916-1918.1.8.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1916-1918.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Zijlstra;nl.m.02990;;;amendement-Zijlstra c.s. (stuk nr. 17)
commons;1997-1998;25;1997-11-18;25447;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25447-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25447-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1918.1.8.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1918?view=html#nl.proc.ob.d.h-tk-19971998-1916-1918.1.8.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1916-1918.html;aye;aye;aye;no;;;aye;aye;aye;aye;;aye;no;aye;aye;aye;no;Van Ardenne-van der Hoeven;nl.m.02501;Stellingwerf;nl.m.02544;amendement-Van Ardenne-van der Hoeven/Stellingwerf (stuk nr. 11, IIA)
commons;1997-1998;25;1997-11-18;25447;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25447-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25447-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1918.1.7.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1918?view=html#nl.proc.ob.d.h-tk-19971998-1916-1918.1.7.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1916-1918.html;aye;aye;aye;no;;;aye;no;aye;aye;;aye;aye;no;no;aye;no;Van Ardenne-van der Hoeven;nl.m.02501;;;amendement-Van Ardenne-van der Hoeven (stuk nr. 12, I)
commons;1997-1998;25;1997-11-18;25159;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25159;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1916.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1916?view=html#nl.proc.ob.d.h-tk-19971998-1916-1916.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1916-1916.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;Regels over tegemoetkoming in de schade en de kosten in geval van overstromingen door zoet water, aardbevingen of andere rampen en zware ongevallen (Wet tegemoetkoming schade bij rampen en zware ongevallen) ( 25159)
commons;1997-1998;25;1997-11-18;25159;12;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25159-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25159-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1916.1.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1916?view=html#nl.proc.ob.d.h-tk-19971998-1916-1916.1.33.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1916-1916.html;no;no;no;no;;;aye;no;aye;aye;;aye;aye;no;no;aye;no;Rehwinkel;nl.m.02567;;;amendement-Rehwinkel (stuk nr. 12)
commons;1997-1998;25;1997-11-18;25159;14;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25159-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1916.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1916-1916?view=html#nl.proc.ob.d.h-tk-19971998-1916-1916.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1916-1916.html;aye;aye;aye;aye;;;no;aye;aye;aye;;aye;no;aye;aye;aye;aye;Van Rey;nl.m.02741;;;amendement-Van Rey c.s. (stuk nr. 14, I)
commons;1997-1998;25;1997-11-18;25263;37;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-37.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1915-1915-1?view=html#nl.proc.ob.d.h-tk-19971998-1915-1915-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1915-1915-1.html;aye;no;aye;no;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;no;Van Nieuwenhoven;nl.m.02712;;;de motie-Van Nieuwenhoven c.s. over het hoger beroep in het kader van het ontslagrecht ( 25263, nr. 37)
commons;1997-1998;25;1997-11-18;25263;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25263;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;aye;aye;aye;aye;;;no;aye;no;aye;;aye;aye;aye;aye;no;aye;;;;;Wijziging van het Burgerlijk Wetboek, het Buitengewoon Besluit Arbeidsverhoudingen 1945 en van enige andere wetten (Flexibiliteit en zekerheid) ( 25263)
commons;1997-1998;25;1997-11-18;25263;18;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.6.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.6.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;no;aye;no;no;;;no;no;aye;no;;no;no;aye;aye;no;no;Van der Vlies;nl.m.02682;;;amendement-Van der Vlies (stuk nr. 18, I)
commons;1997-1998;25;1997-11-18;25263;21;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.5.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;no;Van Middelkoop;nl.m.02973;;;amendement-Van Middelkoop (stuk nr. 21)
commons;1997-1998;25;1997-11-18;25263;19;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;no;aye;no;no;;;no;no;aye;aye;;no;no;aye;aye;aye;aye;Van der Vlies;nl.m.02682;;;amendement-Van der Vlies (stuk nr. 19)
commons;1997-1998;25;1997-11-18;25263;22;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.13.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;no;aye;aye;aye;aye;Van Middelkoop;nl.m.02973;;;amendement-Van Middelkoop (stuk nr. 22)
commons;1997-1998;25;1997-11-18;25263;23;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-23.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-23?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.16.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;aye;no;no;aye;;;aye;aye;no;aye;;aye;no;aye;aye;aye;no;Van Middelkoop;nl.m.02973;;;amendement-Van Middelkoop (stuk nr. 23)
commons;1997-1998;25;1997-11-18;25263;8;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;no;no;no;no;;;aye;no;no;no;;no;no;no;no;aye;no;Rosenmöller;nl.m.02970;;;amendement-Rosenmöller (stuk nr. 8, I)
commons;1997-1998;25;1997-11-18;25263;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.25.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;no;no;no;no;;;aye;aye;no;no;;no;no;aye;no;no;no;Rosenmöller;nl.m.02970;;;amendement-Rosenmöller (stuk nr. 9, I)
commons;1997-1998;25;1997-11-18;25263;24;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-24.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-24?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.28.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;no;no;no;no;;;aye;no;no;no;;no;no;no;no;aye;no;Marijnissen;nl.m.02529;;;amendement-Marijnissen (stuk nr. 24, I)
commons;1997-1998;25;1997-11-18;25263;25;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.31.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;no;no;no;no;;;aye;aye;no;no;;no;no;aye;no;aye;no;Marijnissen;nl.m.02529;;;amendement-Marijnissen (stuk nr. 25)
commons;1997-1998;25;1997-11-18;25263;30;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-30.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-30?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.36.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;no;no;no;no;;;aye;no;aye;no;;no;no;no;no;aye;no;Marijnissen;nl.m.02529;;;amendement-Marijnissen (stuk nr. 30)
commons;1997-1998;25;1997-11-18;25263;17;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.39.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.39.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Van Nieuwenhoven;nl.m.02712;;;amendement-Van Nieuwenhoven (stuk nr. 17, I)
commons;1997-1998;25;1997-11-18;25263;10;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.42.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;no;no;no;no;;;aye;no;no;no;;no;no;no;no;aye;no;Rosenmöller;nl.m.02970;;;amendement-Rosenmöller (stuk nr. 10)
commons;1997-1998;25;1997-11-18;25263;29;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-29.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-29?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.81.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.81.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;no;no;no;no;;;no;no;no;no;;no;no;no;no;no;aye;Hofstra;nl.m.02566;;;amendement-Hofstra (stuk nr. 29)
commons;1997-1998;25;1997-11-18;25263;13;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.78.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.78.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;no;no;no;no;;;aye;no;no;no;;no;no;no;no;aye;no;Rosenmöller;nl.m.02970;;;amendement-Rosenmöller (stuk nr. 13)
commons;1997-1998;25;1997-11-18;25263;31;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-31.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-31?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.73.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.73.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;aye;aye;aye;aye;;;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Hofstra;nl.m.02566;;;amendement-Hofstra (stuk nr. 31)
commons;1997-1998;25;1997-11-18;25263;43;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25263-43.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25263-43?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.68.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19971998-1912-1915?view=html#nl.proc.ob.d.h-tk-19971998-1912-1915.1.7.68.1;https://zoek.officielebekendmakingen.nl/h-tk-19971998-1912-1915.html;no;no;no;no;;;aye;aye;aye;aye;;aye;no;aye;aye;aye;aye;Hofstra;nl.m.02566;;;amendement-Hofstra (stuk nr. 43)
