#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.aov;nl.p.cd;nl.p.cda;nl.p.d66;nl.p.fractiebierman;nl.p.fractiehendriks;nl.p.gl;nl.p.gpv;nl.p.groephendriks;nl.p.groepnijpels;nl.p.ou55plus;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1996-1997;18;1996-10-29;25000-IV;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-IV-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1264-1264-2.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1264-1264-2?view=html#nl.proc.ob.d.h-tk-19961997-1264-1264-2.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1264-1264-2.html;aye;no;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Rosenmöller;nl.m.02970;Van Middelkoop;nl.m.02973;motie-Rosenmöller/Van Middelkoop (25000-IV, nr. 8)
commons;1996-1997;18;1996-10-29;25000;43;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-43.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266?view=html#nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.36.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1265-1266.html;no;no;no;no;;;aye;no;aye;no;no;no;aye;aye;no;no;Van Dijke;nl.m.02509;;;de motie-Van Dijke over de financiële gevolgen voor het bedrijfsleven van de invoering van de euro ( 25000, nr. 43)
commons;1996-1997;18;1996-10-29;25000;42;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-42.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266?view=html#nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.33.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1265-1266.html;no;no;no;no;;;aye;aye;aye;no;no;no;aye;aye;aye;no;Van Dijke;nl.m.02509;;;de motie-Van Dijke over het privé-gebruik van de zakenauto ( 25000, nr. 42)
commons;1996-1997;18;1996-10-29;25000;40;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-40.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266?view=html#nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.30.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1265-1266.html;no;no;no;no;;;aye;aye;no;no;no;no;aye;aye;aye;no;Van Dijke;nl.m.02509;;;de motie-Van Dijke over verhoging van de tabaksaccijns op sigaren ( 25000, nr. 40)
commons;1996-1997;18;1996-10-29;25000;39;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-39.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266?view=html#nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.27.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1265-1266.html;aye;no;no;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Ybema;nl.m.02976;Van der Ploeg;nl.m.02535;de motie-Ybema/Van der Ploeg over aanvullende financiering voor de toegevoegde G6-gemeenten ( 25000, nr. 39)
commons;1996-1997;18;1996-10-29;25000;38;motie;accepted;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-25000-38.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266?view=html#nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1265-1266.html;;;;;;;;;;;;;;;;;Hoogervorst;nl.m.02521;;;de motie-Hoogervorst over de voorgestelde verhoging van de brandstofaccijnzen ( 25000, nr. 38)
commons;1996-1997;18;1996-10-29;25000;36;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-36.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266?view=html#nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1265-1266.html;no;no;no;no;;;aye;no;aye;no;no;no;aye;no;aye;no;Rabbae;nl.m.02537;;;de motie-Rabbae over een belastingvrije voet in het huurwaardeforfait ( 25000, nr. 36)
commons;1996-1997;18;1996-10-29;25000;34;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-34.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266?view=html#nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1265-1266.html;no;no;no;no;;;aye;aye;aye;aye;aye;no;aye;aye;aye;no;Rabbae;nl.m.02537;;;de motie-Rabbae over het besteden van 0,1% BNP aan internationaal milieubeleid ( 25000, nr. 34)
commons;1996-1997;18;1996-10-29;25000;33;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-33.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266?view=html#nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1265-1266.html;aye;no;no;no;;;aye;aye;aye;aye;aye;no;aye;aye;aye;no;Rabbae;nl.m.02537;;;de motie-Rabbae over de voorgenomen bezuinigingen op het stads- en streekvervoer ( 25000, nr. 33)
commons;1996-1997;18;1996-10-29;25000;32;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-32.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266?view=html#nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1265-1266.html;aye;aye;aye;no;;;aye;no;aye;aye;aye;aye;no;no;aye;no;Duivesteijn;nl.m.02513;;;de motie-Duivesteijn ( 24506, nr. 26) over de eigen huurbijdrage voor alleenstaanden ( 25000, nr. 32)
commons;1996-1997;18;1996-10-29;25000-IV;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-IV-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1264-1264-2.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1264-1264-2?view=html#nl.proc.ob.d.h-tk-19961997-1264-1264-2.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1264-1264-2.html;aye;aye;no;aye;;;no;no;aye;aye;aye;aye;no;aye;aye;aye;Te Veldhuis;nl.m.02743;;;motie-Te Veldhuis c.s. (25000-IV, nr. 9)
commons;1996-1997;18;1996-10-29;25000-IV;10;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-IV-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1264-1264-2.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1264-1264-2?view=html#nl.proc.ob.d.h-tk-19961997-1264-1264-2.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1264-1264-2.html;aye;aye;no;aye;;;no;no;no;aye;aye;aye;no;aye;aye;aye;Scheltema-de Nie;nl.m.02982;;;motie-Scheltema-de Nie c.s. (25000-IV, nr. 10)
commons;1996-1997;18;1996-10-29;25000-IV;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-IV-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1264-1264-2.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1264-1264-2?view=html#nl.proc.ob.d.h-tk-19961997-1264-1264-2.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1264-1264-2.html;aye;no;aye;no;;;aye;aye;aye;aye;aye;no;aye;aye;aye;no;Van Middelkoop;nl.m.02973;;;motie-Van Middelkoop c.s. (25000-IV, nr. 11)
commons;1996-1997;18;1996-10-29;25000 IV;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25000 IV;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1264-1264.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1264-1264?view=html#nl.proc.ob.d.h-tk-19961997-1264-1264.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1264-1264.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Kabinet voor Nederlands-Antilliaanse en Arubaanse Zaken (IV) voor het jaar 1997 ( 25000 IV)
commons;1996-1997;18;1996-10-29;25000;29;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-29.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266?view=html#nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1265-1266.html;no;aye;aye;no;;;no;no;aye;no;no;no;no;aye;no;no;Terpstra;nl.m.02811;;;de motie-Terpstra over versterking van de economische structuur ( 25000, nr. 29)
commons;1996-1997;18;1996-10-29;25000;30;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-30.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1265-1266?view=html#nl.proc.ob.d.h-tk-19961997-1265-1266.1.9.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1265-1266.html;aye;aye;aye;no;;;no;no;aye;no;no;no;no;no;no;no;Terpstra;nl.m.02811;;;de motie-Terpstra over uitstel van de voorgenomen verhoging van de motorbrandstofaccijnzen ( 25000, nr. 30)
commons;1996-1997;21;1996-11-05;24233;47;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24233-47.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.60.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554?view=html#nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.60.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1552-1554.html;no;no;no;no;;;aye;no;no;no;no;no;no;no;aye;no;Sipkes;nl.m.02884;;;motie-Sipkes (24233, nr. 47)
commons;1996-1997;21;1996-11-05;24233;37;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24233-37.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.57.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554?view=html#nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.57.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1552-1554.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Dittrich;nl.m.02512;;;de motie-Dittrich c.s. over de celcapaciteit voor vreemdelingenbewaring ( 24233, nr. 37)
commons;1996-1997;21;1996-11-05;24233;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/24233;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.52.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554?view=html#nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.52.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1552-1554.html;aye;aye;aye;aye;;;no;aye;aye;aye;aye;aye;aye;aye;no;aye;;;;;Wijziging van de Vreemdelingenwet en enige andere wetten teneinde de aanspraak van vreemdelingen jegens bestuursorganen op verstrekkingen, voorzieningen, uitkeringen, ontheffingen en vergunningen te koppelen aan rechtmatig verblijf van de vreemdeling in Nederland ( 24233)
commons;1996-1997;21;1996-11-05;24233;45;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24233-45.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554?view=html#nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.48.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1552-1554.html;aye;aye;aye;no;;;no;no;aye;no;aye;no;no;aye;no;aye;Rijpstra;nl.m.02539;Verhagen;nl.m.02920;amendement-Rijpstra/Verhagen (stuk nr. 45)
commons;1996-1997;21;1996-11-05;24233;29;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24233-29.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24233-29?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.41.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554?view=html#nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.41.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1552-1554.html;no;no;no;no;;;aye;no;no;no;no;no;no;no;aye;no;Sipkes;nl.m.02884;;;amendement-Sipkes (stuk nr. 29)
commons;1996-1997;21;1996-11-05;24233;27;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24233-27.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24233-27?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.34.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554?view=html#nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.34.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1552-1554.html;no;no;no;no;;;aye;no;no;no;no;no;no;no;aye;no;Sipkes;nl.m.02884;;;amendement-Sipkes (stuk nr. 27)
commons;1996-1997;21;1996-11-05;24233;25;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24233-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24233-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554?view=html#nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.27.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1552-1554.html;no;no;no;no;;;aye;no;no;no;no;no;no;no;aye;no;Sipkes;nl.m.02884;;;amendement-Sipkes (stuk nr. 25)
commons;1996-1997;21;1996-11-05;24233;33;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24233-33.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24233-33?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554?view=html#nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1552-1554.html;aye;no;aye;no;;;no;aye;aye;aye;aye;no;aye;aye;no;aye;Verhagen;nl.m.02920;;;amendement-Verhagen (stuk nr. 33)
commons;1996-1997;21;1996-11-05;24233;15;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24233-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24233-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554?view=html#nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1552-1554.html;no;no;no;no;;;aye;no;no;aye;no;no;no;no;aye;no;Sipkes;nl.m.02884;;;amendement-Sipkes (stuk nr. 15)
commons;1996-1997;21;1996-11-05;24233;43;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24233-43.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554?view=html#nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.11.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1552-1554.html;aye;no;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Rouvoet;nl.m.02541;;;amendement-Rouvoet (stuk nr. 43)
commons;1996-1997;21;1996-11-05;24233;24;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24233-24.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24233-24?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1552-1554?view=html#nl.proc.ob.d.h-tk-19961997-1552-1554.1.8.5.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1552-1554.html;no;no;no;no;;;aye;no;no;no;no;no;no;no;no;no;Sipkes;nl.m.02884;;;amendement-Sipkes (stuk nr. 24)
commons;1996-1997;24;1996-11-12;22187;45;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22187-45.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1869-1870.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1869-1870?view=html#nl.proc.ob.d.h-tk-19961997-1869-1870.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1869-1870.html;aye;no;no;no;;;aye;no;aye;aye;no;no;no;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over reïntegratie van gehandicapte werknemers ( 22187, nr. 45)
commons;1996-1997;24;1996-11-12;22187;44;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22187-44.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1869-1870.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1869-1870?view=html#nl.proc.ob.d.h-tk-19961997-1869-1870.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1869-1870.html;aye;no;no;no;;;aye;no;aye;aye;no;no;aye;no;aye;no;Marijnissen;nl.m.02529;;;de motie-Marijnissen over chronisch zieken ( 22187, nr. 44)
commons;1996-1997;24;1996-11-12;22187;43;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-22187-43.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1869-1870.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1869-1870?view=html#nl.proc.ob.d.h-tk-19961997-1869-1870.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1869-1870.html;no;no;no;no;;;aye;no;aye;no;no;no;no;no;aye;no;Rosenmöller;nl.m.02970;;;de motie-Rosenmöller over beperking van inkomensverlies ( 22187, nr. 43)
commons;1996-1997;24;1996-11-12;22187;42;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-22187-42.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1869-1870.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1869-1870?view=html#nl.proc.ob.d.h-tk-19961997-1869-1870.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1869-1870.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Adelmund;nl.m.02500;;;de motie-Adelmund c.s. over herkeuringen in de WAO ( 22187, nr. 42)
commons;1996-1997;24;1996-11-12;24659;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/24659;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1869-1869-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-1869-1869-1?view=html#nl.proc.ob.d.h-tk-19961997-1869-1869-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-1869-1869-1.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;;;;Wet advies en overleg verkeer en waterstaat ( 24659)
other;1996-1997;27;1996-11-19;23259;36;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23259-36.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-23259-36?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189?view=html#nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.17.1;https://zoek.officielebekendmakingen.nl/h-vv-19961997-2187-2189.html;aye;;aye;;;;;;aye;aye;;;;aye;;aye;Dankers;nl.m.02508;;;amendement-Dankers (stuk nr. 36)
other;1996-1997;27;1996-11-19;25037;13;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25037-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25037-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2189-2190.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2189-2190?view=html#nl.proc.ob.d.h-vv-19961997-2189-2190.1.10.1;https://zoek.officielebekendmakingen.nl/h-vv-19961997-2189-2190.html;;;;;;;aye;;aye;;;aye;;;aye;;Rabbae;nl.m.02537;;;amendement-Rabbae (stuk nr. 13)
other;1996-1997;27;1996-11-19;25037;10:,II);amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/25037;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2189-2190.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2189-2190?view=html#nl.proc.ob.d.h-vv-19961997-2189-2190.1.7.1;https://zoek.officielebekendmakingen.nl/h-vv-19961997-2189-2190.html;;aye;aye;;;;;;aye;;;;;;;;De Jong;nl.m.02984;;;amendement-De Jong (stuk nr. 10, II)
other;1996-1997;27;1996-11-19;23259;41;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-23259-41.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.55.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189?view=html#nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.55.1;https://zoek.officielebekendmakingen.nl/h-vv-19961997-2187-2189.html;aye;aye;;;;;aye;;;;;aye;aye;aye;;aye;Van Hoof;nl.m.02889;;;de motie-Van Hoof over gegevens over de doodsoorzaak ( 23259, nr. 41)
other;1996-1997;27;1996-11-19;23259;40;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23259-40.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.52.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189?view=html#nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.52.1;https://zoek.officielebekendmakingen.nl/h-vv-19961997-2187-2189.html;;;;;;;;aye;;;;;aye;aye;aye;;Van Dijke;nl.m.02509;;;de motie-Van Dijke over een Arbo-pas ( 23259, nr. 40)
other;1996-1997;27;1996-11-19;23259;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/23259;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.47.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189?view=html#nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.47.1;https://zoek.officielebekendmakingen.nl/h-vv-19961997-2187-2189.html;;;;;;;;;;;;;;;;;;;;;voorstel van wet van het lid Van Boxtel houdende regels tot versterking van de rechtspositie van hen die een medische keuring ondergaan (Wet op de medische keuringen) ( 23259)
other;1996-1997;27;1996-11-19;23259;37;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23259-37.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-23259-37?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189?view=html#nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.42.1;https://zoek.officielebekendmakingen.nl/h-vv-19961997-2187-2189.html;aye;;aye;;;;;;aye;aye;;;aye;;;;Dankers;nl.m.02508;;;amendement-Dankers (stuk nr. 37)
other;1996-1997;27;1996-11-19;23259;47;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-23259-47.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-23259-47?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.37.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189?view=html#nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.37.1;https://zoek.officielebekendmakingen.nl/h-vv-19961997-2187-2189.html;;;;;;;aye;;;aye;;;;;aye;;Marijnissen;nl.m.02529;;;amendement-Marijnissen (stuk nr. 47)
other;1996-1997;27;1996-11-19;23259;33);amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/23259;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-vv-19961997-2187-2189?view=html#nl.proc.ob.d.h-vv-19961997-2187-2189.1.9.32.1;https://zoek.officielebekendmakingen.nl/h-vv-19961997-2187-2189.html;;;;;;;aye;;;aye;;;;;aye;;Marijnissen;nl.m.02529;;;amendement-Marijnissen (stuk nr. 33)
