#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.aov;nl.p.cd;nl.p.cda;nl.p.d66;nl.p.fractiebierman;nl.p.fractiehendriks;nl.p.gl;nl.p.gpv;nl.p.groephendriks;nl.p.groepnijpels;nl.p.ou55plus;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1996-1997;3;1996-09-19;25000;25;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178.1.32.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178?view=html#nl.proc.ob.d.h-tk-19961997-115-178.1.32.45.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-115-178.html;no;no;no;no;;;no;no;no;aye;no;no;aye;no;aye;no;Marijnissen;nl.m.02529;;;motie-Marijnissen (25000, nr. 25)
commons;1996-1997;3;1996-09-19;25000;26;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178.1.32.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178?view=html#nl.proc.ob.d.h-tk-19961997-115-178.1.32.48.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-115-178.html;aye;no;no;no;;;no;no;no;no;no;no;no;no;no;no;Verkerk;nl.m.02546;;;motie-Verkerk c.s. (25000, nr. 26)
commons;1996-1997;3;1996-09-19;25000;27;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178.1.32.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178?view=html#nl.proc.ob.d.h-tk-19961997-115-178.1.32.51.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-115-178.html;aye;no;no;no;;;no;no;no;aye;no;no;no;no;no;no;Verkerk;nl.m.02546;;;motie-Verkerk c.s. (25000, nr. 27)
commons;1996-1997;3;1996-09-19;25000;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178.1.32.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178?view=html#nl.proc.ob.d.h-tk-19961997-115-178.1.32.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-115-178.html;aye;no;no;no;;;aye;aye;no;aye;no;no;aye;aye;aye;no;Rosenmöller;nl.m.02970;;;motie-Rosenmöller (25000, nr. 11)
commons;1996-1997;3;1996-09-19;25000;9;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178.1.32.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178?view=html#nl.proc.ob.d.h-tk-19961997-115-178.1.32.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-115-178.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Wallage;nl.m.02686;;;motie-Wallage c.s. (25000, nr. 9)
commons;1996-1997;3;1996-09-19;24140;27;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24140-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-114-2.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-114-2?view=html#nl.proc.ob.d.h-tk-19961997-114-114-2.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-114-114-2.html;aye;aye;aye;no;;;aye;aye;no;aye;aye;no;aye;aye;aye;no;Van Ardenne-van der Hoeven;nl.m.02501;;;de motie-Van Ardenne-van der Hoeven c.s. over de schuldenlast bij gedwongen bedrijfsbeëindiging ( 24140, nr. 27)
commons;1996-1997;3;1996-09-19;24140;28;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24140-28.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-114-2.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-114-2?view=html#nl.proc.ob.d.h-tk-19961997-114-114-2.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-114-114-2.html;aye;aye;aye;no;;;aye;aye;no;aye;aye;no;aye;aye;no;no;Van Ardenne-van der Hoeven;nl.m.02501;Van der Vlies;nl.m.02682;de motie-Van Ardenne-van der Hoeven/Van der Vlies over een rijksbijdrage voor verbetering van de verouderde tuinbouwgebieden ( 24140, nr. 28)
commons;1996-1997;3;1996-09-19;21517;23;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-21517-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-114-3.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-114-3?view=html#nl.proc.ob.d.h-tk-19961997-114-114-3.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-114-114-3.html;aye;no;no;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;no;Augusteijn-Esser;nl.m.02502;;;de motie-Augusteijn-Esser c.s. over eenduidige criteria voor de certificering van hout ( 21517, nr. 23)
commons;1996-1997;3;1996-09-19;21517;26;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-21517-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-114-3.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-114-3?view=html#nl.proc.ob.d.h-tk-19961997-114-114-3.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-114-114-3.html;aye;no;no;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;no;M.B. Vos;nl.m.02547;;;de motie-M.B. Vos c.s. over het gebruik van duurzaam geproduceerd hout met het FSC-kenmerk ( 21517, nr. 26)
commons;1996-1997;3;1996-09-19;23808;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/23808;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-114.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-114?view=html#nl.proc.ob.d.h-tk-19961997-114-114.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-114-114.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;;;;Wijziging van het Burgerlijk Wetboek en enige andere wetten in verband met de herziening van de voorlopige maatregelen van kinderbescherming ( 23808)
commons;1996-1997;3;1996-09-19;24481;8;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24481-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24481-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-115.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-115?view=html#nl.proc.ob.d.h-tk-19961997-114-115.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-114-115.html;aye;no;no;aye;;;aye;aye;no;aye;no;no;aye;aye;aye;no;Scheltema-de Nie;nl.m.02982;;;amendement-Scheltema-de Nie tot invoeging van een nieuw onderdeel Da (stuk nr. 8, I)
commons;1996-1997;3;1996-09-19;24481;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24481-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24481-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-115.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-115?view=html#nl.proc.ob.d.h-tk-19961997-114-115.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-114-115.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Mulder-van Dam;nl.m.02897;;;amendement-Mulder-van Dam c.s. tot toevoeging van een onderdeel U (stuk nr. 10, I)
commons;1996-1997;3;1996-09-19;24481;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/24481;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-115.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-114-115?view=html#nl.proc.ob.d.h-tk-19961997-114-115.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-114-115.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de Rampenwet en andere wetten in verband met de uitbreiding van de reikwijdte van de Rampenwet tot zware ongevallen en de regeling van enige andere onderwerpen ( 24481)
commons;1996-1997;3;1996-09-19;25000;2;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-2.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178.1.31.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178?view=html#nl.proc.ob.d.h-tk-19961997-115-178.1.31.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-115-178.html;aye;aye;aye;no;;;no;no;no;aye;no;no;no;no;aye;no;Heerma;nl.m.02819;;;motie-Heerma (25000, nr. 2)
commons;1996-1997;3;1996-09-19;25000;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178.1.32.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178?view=html#nl.proc.ob.d.h-tk-19961997-115-178.1.32.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-115-178.html;aye;no;aye;no;;;aye;aye;no;aye;no;no;aye;aye;aye;no;Heerma;nl.m.02819;;;motie-Heerma (25000, nr. 4)
commons;1996-1997;3;1996-09-19;25000;5;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178.1.32.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178?view=html#nl.proc.ob.d.h-tk-19961997-115-178.1.32.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-115-178.html;aye;no;aye;no;;;aye;aye;no;aye;no;no;aye;aye;aye;no;Heerma;nl.m.02819;;;motie-Heerma (25000, nr. 5)
commons;1996-1997;3;1996-09-19;25000;7;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25000-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178.1.32.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-115-178?view=html#nl.proc.ob.d.h-tk-19961997-115-178.1.32.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-115-178.html;;aye;;;;;;;;;;;;;;;Wallage;nl.m.02686;;;motie-Wallage (25000, nr. 7)
commons;1996-1997;6;1996-10-01;24236;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/24236;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-309-310.1.7.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-309-310?view=html#nl.proc.ob.d.h-tk-19961997-309-310.1.7.19.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-309-310.html;;;;;;;;;;;;;;;;;;;;;Een regeling voor vrijstelling van en verstrekking bijdrage voor premies werknemersverzekeringen bij arbeid van zeer korte duur van uitkeringsgerechtigden en aangewezen categorieën werknemers (Wet premieregime bij marginale arbeid) ( 24236)
commons;1996-1997;6;1996-10-01;24236;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24236-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24236-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-309-310.1.7.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-309-310?view=html#nl.proc.ob.d.h-tk-19961997-309-310.1.7.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-309-310.html;;;;;;;;;;;;;;;;;Noorman-den Uyl;nl.m.02531;;;amendement-Noorman-den Uyl c.s. (stuk nr. 10, I)
commons;1996-1997;6;1996-10-01;24236;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24236-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24236-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-309-310.1.6.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-309-310?view=html#nl.proc.ob.d.h-tk-19961997-309-310.1.6.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-309-310.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Van Hoof;nl.m.02889;;;amendement-Van Hoof c.s. (stuk nr. 9, II)
commons;1996-1997;6;1996-10-01;24643;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/24643;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-309-309.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-309-309?view=html#nl.proc.ob.d.h-tk-19961997-309-309.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-309-309.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;;;;Goedkeuring van de Uitvoeringsregeling willekeurige afschrijving voorzover daarin beperkingen van de mogelijkheid tot willekeurige afschrijving zijn opgenomen ( 24643)
commons;1996-1997;6;1996-10-01;24643;8;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24643-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24643-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-309-309.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-309-309?view=html#nl.proc.ob.d.h-tk-19961997-309-309.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-309-309.html;;;;;;;;;;;;;;;;;Van Rey;nl.m.02741;;;amendement-Van Rey c.s. (stuk nr. 8)
commons;1996-1997;6;1996-10-01;24447;;wetsvoorstel;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/24447;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-309-309-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-309-309-1?view=html#nl.proc.ob.d.h-tk-19961997-309-309-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-309-309-1.html;aye;aye;aye;no;;;no;aye;aye;aye;aye;no;aye;aye;no;no;;;;;voorstel van wet van de leden Van Ardenne-van der Hoeven, Biesheuvel en Reitsma tot wijziging van de Ziektewet, de Wet op de arbeidsongeschiktheidsverzekering, de Werkloosheidswet, de Wet op de loonbelasting 1964, de Wet op de inkomstenbelasting 1964 en de Wet financiering volksverzekeringen in verband met een tijdelijk vereenvoudigd premie- en belastingregime bij seizoenarbeid in de agrarische sector ( 24447)
commons;1996-1997;7;1996-10-02;25038;5;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25038-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-374-410.1.35.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-374-410?view=html#nl.proc.ob.d.h-tk-19961997-374-410.1.35.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-374-410.html;no;no;no;aye;;;aye;no;no;aye;no;aye;no;no;aye;aye;Wolffensperger;nl.m.02817;;;motie-Wolffensperger (25038, nr. 5)
commons;1996-1997;7;1996-10-02;25038;3;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25038-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-374-410.1.35.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-374-410?view=html#nl.proc.ob.d.h-tk-19961997-374-410.1.35.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-374-410.html;no;no;no;no;;;aye;no;aye;no;no;no;no;no;aye;no;Marijnissen;nl.m.02529;Rosenmöller;nl.m.02970;motie-Marijnissen/Rosenmöller (25038, nr. 3)
commons;1996-1997;7;1996-10-02;25038;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25038-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-374-410.1.35.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-374-410?view=html#nl.proc.ob.d.h-tk-19961997-374-410.1.35.13.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-374-410.html;no;no;no;no;;;aye;no;no;no;no;no;no;no;aye;no;Marijnissen;nl.m.02529;;;motie-Marijnissen (25038, nr. 4)
commons;1996-1997;9;1996-10-08;24646;34;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24646-34.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24646-34?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-474-479.1.12.129.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-474-479?view=html#nl.proc.ob.d.h-tk-19961997-474-479.1.12.129.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-474-479.html;aye;no;no;aye;;;no;aye;no;aye;aye;no;aye;aye;no;no;Jorritsma-van Oosten;nl.m.02522;;;amendement-Jorritsma-van Oosten (stuk nr. 34)
commons;1996-1997;9;1996-10-08;24646;60;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24646-60.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24646-60?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-474-479.1.12.124.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-474-479?view=html#nl.proc.ob.d.h-tk-19961997-474-479.1.12.124.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-474-479.html;no;no;aye;no;;;aye;no;aye;aye;aye;no;no;no;aye;no;Lansink;nl.m.01897;;;amendement-Lansink (stuk nr. 60, I)
commons;1996-1997;9;1996-10-08;24646;73;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24646-73.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24646-73?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-474-479.1.12.120.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-474-479?view=html#nl.proc.ob.d.h-tk-19961997-474-479.1.12.120.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-474-479.html;aye;aye;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Van Gelder;nl.m.02796;;;amendement-Van Gelder c.s. (stuk nr. 73, I)
commons;1996-1997;9;1996-10-08;24646;62;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24646-62.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24646-62?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-474-479.1.12.116.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-474-479?view=html#nl.proc.ob.d.h-tk-19961997-474-479.1.12.116.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-474-479.html;aye;no;aye;no;;;aye;no;aye;aye;no;no;no;no;aye;no;Lansink;nl.m.01897;;;amendement-Lansink (stuk nr. 62, I)
commons;1996-1997;9;1996-10-08;24646;71;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-24646-71.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-24646-71?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-474-479.1.12.109.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19961997-474-479?view=html#nl.proc.ob.d.h-tk-19961997-474-479.1.12.109.1;https://zoek.officielebekendmakingen.nl/h-tk-19961997-474-479.html;aye;no;aye;aye;;;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Lansink;nl.m.01897;;;amendement-Lansink (stuk nr. 71)
